School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,Low Income #,Low Income %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),4Ycollege%,# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading / Writing,SAT Math,M+E # ELA,M+E % ELA,E # ELA,E % ELA,M # ELA,M % ELA,PM # ELA,PM % ELA,NM # ELA,NM % ELA,No. of Students Included ELA,Avg. Scaled Score ELA,SGP ELA,Included In SGP ELA,Ach. PCTL ELA,M+E # MATH,M+E % MATH,E # MATH,E % MATH,M # MATH,M % MATH,PM # MATH,PM % MATH,NM # MATH,NM % MATH,No. of Students Included MATH,Avg. Scaled Score MATH,SGP MATH,Included In SGP MATH,Ach. PCTL MATH,School Percentile (1-99)
Scituate: Scituate High School,02640505,Public School,Scituate,MA,02066,"09,10,11,12",Scituate,02640000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     226,     213,     219,     255,       1,     914,       9,1.0,       2,0.2,     112,12.3, , ,     175,19.1,      91,10.0,2.6,1.3,0.2,94.3,0.0,0.1,1.4,47.3,52.7,     460,18.3,        922,65.1,99.4,     289,97.2,14.0,"     $21,393,011","  $86,646",    247.0,      84,      84, 100.0,  10.7,  86.9,   2.4,   0.0,"          $43,578,406.00","           3,001.0","              $14,521.29","          $46,755,808.00","           3,058.6","              $15,286.67",       241,96.7,1.2,0.4,0.4,1.2,0.0,     913,4.0,0.4,237.0,208.0,87.8,0.0,38.4,4.6,44.7,4.2,3.0,18.1,83.1,237.0,158.0,66.7,     273,     582,99.0,86.0,50.0,29.0,9.0,28.0,128.0,173.0,171.0,82.0,26.8,73.2,320.0,579.0,567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0
Scituate: Wampatuck Elementary,02640020,Public School,Scituate,MA,02066,"PK,K,01,02,03,04,05",Scituate,02640000,Public School District,      69,      56,      55,      56,      46,      51,      50,      44,       0,       0,       0,       0,       0,       0,       0,     427,      15,3.5,      10,2.3,      60,14.1, , ,      97,22.7,      45,10.5,3.5,0.9,1.4,91.6,0.0,0.0,2.6,54.3,45.7,     163,18.4,        446,34.0,100.0,     155,100.0,12.6,"     $21,393,011","  $86,646",    247.0,      43,      43, 100.0,  18.6,  81.4,   0.0,   0.0,"          $43,578,406.00","           3,001.0","              $14,521.29","          $46,755,808.00","           3,058.6","              $15,286.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         155,82.0,          31,16.0,         124,65.0,          31,16.0,           4,2.0,         190,514.2,64.0,         142,96.0,         150,79.0,          29,15.0,         121,64.0,          35,18.0,           5,3.0,         190,512.9,63.5,         142,94.0,
Seekonk: Dr. Kevin M. Hurley Middle School,02650405,Public School,Seekonk,MA,02771,"06,07,08",Seekonk,02650000,Public School District,       0,       0,       0,       0,       0,       0,       0,     169,     174,     176,       0,       0,       0,       0,       0,     519,      23,4.4,       5,1.0,      87,16.8, , ,     145,27.9,      75,14.5,1.3,2.7,4.8,88.4,0.2,0.0,2.5,49.7,50.1,     344,15.4,        522,41.7,100.0,     165,100.0,12.4,"     $12,111,035","  $80,472",    151.0,      53,      53, 100.0,  17.0,  83.0,   0.0,   0.0,"          $28,646,080.00","           1,949.3","              $14,695.57","          $32,077,698.00","           2,001.8","              $16,024.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         344,67.0,          61,12.0,         283,55.0,         142,28.0,          26,5.0,         512,507.1,63.0,         489,81.0,         295,58.0,          28,5.0,         267,52.0,         190,37.0,          25,5.0,         510,502.3,52.0,         488,64.0,
Seekonk: George R Martin,02650007,Public School,Seekonk,MA,02771,"K,01,02,03,04,05",Seekonk,02650000,Public School District,       0,      68,      66,      69,      55,      91,      88,       0,       0,       0,       0,       0,       0,       0,       0,     437,      35,8.0,      27,6.2,      59,13.5, , ,     145,33.2,      87,19.9,2.1,2.7,7.1,83.8,0.0,0.0,4.3,50.1,49.9,      80,20.3,        443,33.5,100.0,     139,100.0,13.1,"     $12,111,035","  $80,472",    151.0,      41,      41, 100.0,-,-,-,-,"          $28,646,080.00","           1,949.3","              $14,695.57","          $32,077,698.00","           2,001.8","              $16,024.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         142,61.0,          25,11.0,         117,50.0,          75,32.0,          17,7.0,         234,505.6,67.0,         164,75.0,         137,59.0,          16,7.0,         121,52.0,          77,33.0,          20,9.0,         234,502.6,58.0,         167,65.0,
Seekonk: Mildred Aitken School,02650015,Public School,Seekonk,MA,02771,"PK,K,01,02,03,04,05",Seekonk,02650000,Public School District,      34,      62,      59,      67,      60,      70,      63,       0,       0,       0,       0,       0,       0,       0,       0,     415,      23,5.5,      13,3.1,      57,13.7, , ,     107,25.8,      51,12.3,2.2,3.1,3.1,88.7,0.0,0.0,2.9,50.1,49.9,      67,21.3,        424,29.0,100.0,     116,100.0,14.3,"     $12,111,035","  $80,472",    151.0,      38,      38, 100.0,   5.3,  94.7,   0.0,   0.0,"          $28,646,080.00","           1,949.3","              $14,695.57","          $32,077,698.00","           2,001.8","              $16,024.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         126,67.0,          22,12.0,         104,55.0,          61,32.0,           2,1.0,         189,508.7,61.0,         124,86.0,         137,72.0,          10,5.0,         127,67.0,          46,24.0,           6,3.0,         189,506.4,59.0,         124,78.0,
Seekonk: Seekonk High,02650505,Public School,Seekonk,MA,02771,"09,10,11,12",Seekonk,02650000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     147,     155,     141,     140,       0,     583,      18,3.1,       6,1.0,      87,14.9, , ,     156,26.8,      85,14.6,1.9,2.4,2.9,90.6,0.0,0.0,2.2,46.8,53.2,     305,17.1,        587,46.3,99.6,     190,100.0,12.6,"     $12,111,035","  $80,472",    151.0,      58,      58, 100.0,  15.5,  75.9,   8.6,   0.0,"          $28,646,080.00","           1,949.3","              $14,695.57","          $32,077,698.00","           2,001.8","              $16,024.43",       141,97.9,0.7,0.0,0.0,1.4,0.0,     583,2.0,0.3,141.0,118.0,83.7,0.0,29.8,17.0,35.5,12.8,7.1,12.1,65.3,141.0,132.0,93.6,     170,     258,100.0,54.0,14.0,2.0,0.0,29.0,70.0,76.0,55.0,28.0,38.4,61.6,182.0,565.0,554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0
Seekonk: Seekonk Transitions Academy,02650605,Public School,Seekonk,MA,02771,,Seekonk,02650000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $12,111,035","  $80,472",    151.0,,,,,,,,"          $28,646,080.00","           1,949.3","              $14,695.57","          $32,077,698.00","           2,001.8","              $16,024.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon: Cottage Street,02660005,Public School,Sharon,MA,02067,"K,01,02,03,04,05",Sharon,02660000,Public School District,       0,      65,      72,      97,      95,     100,      96,       0,       0,       0,       0,       0,       0,       0,       0,     525,     124,23.6,      45,8.6,      37,7.0, , ,     114,21.7,      31,5.9,3.0,27.2,3.0,59.2,0.2,0.2,7.0,51.2,48.8,       0,0.0,          0,,,,,,"     $22,303,492","  $77,828",    287.0,NR,NR,NR,NR,NR,NR,NR,"          $54,275,345.00","           3,495.8","              $15,525.87","          $57,644,632.00","           3,546.6","              $16,253.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         184,65.0,          41,15.0,         143,51.0,          82,29.0,          15,5.0,         281,509.1,56.0,         175,87.0,         197,70.0,          57,20.0,         140,49.0,          63,22.0,          23,8.0,         283,510.9,56.0,         177,90.0,
Sharon: East Elementary,02660010,Public School,Sharon,MA,02067,"K,01,02,03,04,05",Sharon,02660000,Public School District,       0,      66,      74,      75,      84,      82,      76,       0,       0,       0,       0,       0,       0,       0,       0,     457,     135,29.5,      25,5.5,      44,9.6, , ,     100,21.9,      29,6.3,4.2,26.7,6.8,57.8,0.0,0.0,4.6,50.5,49.5,       0,0.0,          0,,,,,,"     $22,303,492","  $77,828",    287.0,NR,NR,NR,NR,NR,NR,NR,"          $54,275,345.00","           3,495.8","              $15,525.87","          $57,644,632.00","           3,546.6","              $16,253.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         168,72.0,          40,17.0,         128,55.0,          60,26.0,           6,3.0,         234,510.6,46.0,         144,91.0,         192,82.0,          68,29.0,         124,53.0,          37,16.0,           5,2.0,         234,518.0,65.0,         144,99.0,
Sharon: Heights Elementary,02660015,Public School,Sharon,MA,02067,"K,01,02,03,04,05",Sharon,02660000,Public School District,       0,      81,      89,      78,      92,      86,     103,       0,       0,       0,       0,       0,       0,       0,       0,     529,     175,33.1,      26,4.9,      59,11.2, , ,     119,22.5,      35,6.6,2.1,33.3,3.0,54.1,0.2,0.2,7.2,52.2,47.8,       0,0.0,          0,,,,,,"     $22,303,492","  $77,828",    287.0,NR,NR,NR,NR,NR,NR,NR,"          $54,275,345.00","           3,495.8","              $15,525.87","          $57,644,632.00","           3,546.6","              $16,253.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         203,75.0,          59,22.0,         144,53.0,          59,22.0,           9,3.0,         271,514.8,56.0,         171,97.0,         216,80.0,          72,27.0,         144,53.0,          48,18.0,           7,3.0,         271,517.4,62.0,         171,98.0,
Sharon: Sharon Early Childhood Center,02660001,Public School,Sharon,MA,02067,PK,Sharon,02660000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $22,303,492","  $77,828",    287.0,,,,,,,,"          $54,275,345.00","           3,495.8","              $15,525.87","          $57,644,632.00","           3,546.6","              $16,253.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon: Sharon High,02660505,Public School,Sharon,MA,02067,"09,10,11,12",Sharon,02660000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     250,     282,     260,     266,       0,"   1,058",     196,18.5,       7,0.7,     132,12.5, , ,     190,18.0,      66,6.2,8.1,22.1,3.8,62.9,0.0,0.0,3.0,51.2,48.8,       0,0.0,          0,,,,,,"     $22,303,492","  $77,828",    287.0,NR,NR,NR,NR,NR,NR,NR,"          $54,275,345.00","           3,495.8","              $15,525.87","          $57,644,632.00","           3,546.6","              $16,253.49",       259,96.5,2.7,0.4,0.0,0.4,0.0,"   1,058",2.0,0.2,253.0,227.0,89.7,0.0,42.3,1.6,45.8,1.2,5.5,13.8,88.1,253.0,173.0,68.4,     312,     637,137.0,91.0,40.0,28.0,16.0,6.0,35.0,131.0,218.0,247.0,6.4,93.6,315.0,613.0,623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
Sharon: Sharon Middle,02660305,Public School,Sharon,MA,02067,"06,07,08",Sharon,02660000,Public School District,      48,       0,       0,       0,       0,       0,       0,     266,     306,     279,       0,       0,       0,       0,       0,     899,     236,26.3,      14,1.6,     117,13.0, , ,     187,20.8,      70,7.8,3.9,28.0,5.0,58.5,0.1,0.2,4.2,51.3,48.7,       0,0.0,          0,,,,,,"     $22,303,492","  $77,828",    287.0,NR,NR,NR,NR,NR,NR,NR,"          $54,275,345.00","           3,495.8","              $15,525.87","          $57,644,632.00","           3,546.6","              $16,253.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         613,74.0,         112,14.0,         501,60.0,         199,24.0,          17,2.0,         829,510.3,44.0,         801,90.0,         653,78.0,         238,29.0,         415,50.0,         158,19.0,          21,3.0,         832,517.0,47.0,         798,98.0,
Shawsheen Valley Regional Vocational Technical: Shawsheen Valley Vocational Technical High School,08710605,Public School,Billerica,MA,01821,"09,10,11,12",Shawsheen Valley Regional Vocational Technical,08710000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     340,     327,     344,     325,       0,"   1,336",      12,0.9,       0,0.0,     321,24.0, , ,     445,33.3,     175,13.1,1.5,0.7,4.3,91.5,0.3,0.0,1.6,57.5,42.5,     770,16.4,"      1,334",129.2,100.0,     314,99.4,10.3,"     $11,572,138","  $88,878",    130.0,     148,     148, 100.0,   4.7,  95.3,   0.0,   0.0,"          $28,999,675.00","           1,305.3","              $22,216.87","          $29,110,482.00","           1,323.3","              $21,998.40",       332,97.0,2.1,0.0,0.0,0.9,0.0,"   1,336",3.0,0.2,323.0,192.0,59.4,0.3,21.4,21.1,16.7,19.8,5.6,6.2,38.099999999999994,323.0,189.0,58.5,,,,,,,,,,,,,,,272.0,521.0,515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0
Sherborn: Pine Hill,02690010,Public School,Sherborn,MA,01770,"PK,K,01,02,03,04,05",Sherborn,02690000,Public School District,      25,      61,      55,      63,      73,      80,      72,       0,       0,       0,       0,       0,       0,       0,       0,     429,      25,5.8,       7,1.6,      61,14.2, , ,      79,18.4,      17,4.0,1.9,8.6,2.3,80.9,0.0,0.0,6.3,53.1,46.9,     124,19.6,        443,31.8,99.8,     174,98.3,13.5,"      $2,976,117","  $93,589",     32.0,      42,      39,  92.9,  35.9,  56.4,   7.7,   0.0,"           $7,177,998.00",             434.7,"              $16,512.53","           $8,116,338.00",             439.3,"              $18,475.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         169,75.0,          45,20.0,         124,55.0,          52,23.0,           5,2.0,         226,512.2,76.0,         139,95.0,         158,72.0,          40,18.0,         118,54.0,          58,26.0,           4,2.0,         220,512.1,63.0,         135,93.0,
Shrewsbury: Calvin Coolidge School,02710015,Public School,Shrewsbury,MA,01545,"K,01,02,03,04",Shrewsbury,02710000,Public School District,       0,      59,      72,      92,      89,      97,       0,       0,       0,       0,       0,       0,       0,       0,       0,     409,     168,41.1,      32,7.8,      48,11.7, , ,     150,36.7,      65,15.9,2.7,30.3,14.2,47.4,0.2,0.0,5.1,51.1,48.9,      84,22.0,        410,22.1,100.0,     135,100.0,18.5,"     $31,383,861","  $77,223",    406.0,      30,      30, 100.0,-,-,-,-,"          $76,412,971.00","           6,145.1","              $12,434.78","          $85,477,171.00","           6,409.8","              $13,335.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         110,62.0,          29,16.0,          81,46.0,          58,33.0,           9,5.0,         177,508.4,46.0,          82,84.0,         118,67.0,          32,18.0,          86,49.0,          45,25.0,          14,8.0,         177,509.3,66.0,          82,86.0,
Shrewsbury: Floral Street School,02710020,Public School,Shrewsbury,MA,01545,"K,01,02,03,04",Shrewsbury,02710000,Public School District,       0,       0,     134,     190,     209,     189,       0,       0,       0,       0,       0,       0,       0,       0,       0,     722,     313,43.4,      50,6.9,      71,9.8, , ,     199,27.6,      70,9.7,1.5,46.3,7.8,40.2,0.4,0.0,3.9,50.1,49.9,     163,23.8,        737,35.2,100.0,     236,100.0,20.5,"     $31,383,861","  $77,223",    406.0,      52,      52, 100.0,  11.5,  84.6,   3.8,   0.0,"          $76,412,971.00","           6,145.1","              $12,434.78","          $85,477,171.00","           6,409.8","              $13,335.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         277,73.0,         104,27.0,         173,46.0,          94,25.0,           8,2.0,         379,514.2,57.0,         171,96.0,         290,77.0,          74,20.0,         216,57.0,          81,21.0,           7,2.0,         378,514.6,51.0,         171,96.0,
Shrewsbury: Major Howard W. Beal School,02710005,Public School,Shrewsbury,MA,01545,"K,01,02,03,04",Shrewsbury,02710000,Public School District,       0,     249,      69,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     318,     174,54.7,      27,8.5,      34,10.7, , ,      89,28.0,      35,11.0,0.9,52.5,6.0,36.8,0.0,0.0,3.8,55.3,44.7,      68,20.1,        320,17.0,94.1,      84,100.0,18.7,"     $31,383,861","  $77,223",    406.0,      27,      27, 100.0,  22.2,  77.8,   0.0,   0.0,"          $76,412,971.00","           6,145.1","              $12,434.78","          $85,477,171.00","           6,409.8","              $13,335.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrewsbury: Oak Middle School,02710030,Public School,Shrewsbury,MA,01545,"07,08",Shrewsbury,02710000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     511,     492,       0,       0,       0,       0,       0,"   1,003",     265,26.4,      25,2.5,     142,14.2, , ,     233,23.2,      89,8.9,1.8,26.1,8.1,60.2,0.3,0.0,3.5,50.9,49.1,     468,24.6,"      1,003",62.6,100.0,     313,100.0,16.0,"     $31,383,861","  $77,223",    406.0,      82,      82, 100.0,   9.8,  89.0,   1.2,   0.0,"          $76,412,971.00","           6,145.1","              $12,434.78","          $85,477,171.00","           6,409.8","              $13,335.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         649,66.0,         121,12.0,         528,54.0,         285,29.0,          52,5.0,         986,506.9,45.0,         946,80.0,         613,62.0,         162,16.0,         451,46.0,         327,33.0,          43,4.0,         983,507.7,47.0,         943,83.0,
Shrewsbury: Parker Road Preschool,02710040,Public School,Shrewsbury,MA,01545,PK,Shrewsbury,02710000,Public School District,     232,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     232,     110,47.4,      44,19.0,      56,24.1, , ,     102,44.0,      34,14.7,2.2,35.8,9.5,47.0,1.7,0.0,3.9,52.6,47.4,      20,13.8,        263,9.3,100.0,      24,100.0,25.0,"     $31,383,861","  $77,223",    406.0,      15,      15, 100.0,  26.7,  73.3,   0.0,   0.0,"          $76,412,971.00","           6,145.1","              $12,434.78","          $85,477,171.00","           6,409.8","              $13,335.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrewsbury: Sherwood Middle School,02710305,Public School,Shrewsbury,MA,01545,"05,06",Shrewsbury,02710000,Public School District,       0,       0,       0,       0,       0,       0,     487,     490,       0,       0,       0,       0,       0,       0,       0,     977,     288,29.5,      17,1.7,     132,13.5, , ,     249,25.5,      93,9.5,2.8,27.9,6.3,59.8,0.2,0.0,3.0,50.5,49.5,     617,22.4,        984,66.7,97.2,     408,100.0,14.6,"     $31,383,861","  $77,223",    406.0,      82,      82, 100.0,  12.2,  87.8,   0.0,   0.0,"          $76,412,971.00","           6,145.1","              $12,434.78","          $85,477,171.00","           6,409.8","              $13,335.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         671,70.0,         112,12.0,         559,58.0,         238,25.0,          47,5.0,         956,509.4,50.0,         901,88.0,         675,71.0,         144,15.0,         531,56.0,         233,24.0,          46,5.0,         954,510.1,45.5,         902,88.0,
Shrewsbury: Shrewsbury High School,02710505,Public School,Shrewsbury,MA,01545,"09,10,11,12",Shrewsbury,02710000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     513,     428,     441,     410,       0,"   1,792",     407,22.7,      45,2.5,     207,11.6, , ,     356,19.9,     143,8.0,1.9,20.6,7.5,67.1,0.2,0.1,2.6,46.7,53.1,     910,18.1,"      1,791",113.1,99.9,     599,100.0,15.8,"     $31,383,861","  $77,223",    406.0,     137,     137, 100.0,   5.8,  94.2,   0.0,   0.0,"          $76,412,971.00","           6,145.1","              $12,434.78","          $85,477,171.00","           6,409.8","              $13,335.39",       404,97.3,0.7,0.2,0.7,1.0,0.0,"   1,792",5.0,0.3,400.0,361.0,90.3,0.0,39.5,9.5,41.3,9.3,13.5,13.0,80.8,400.0,400.0,100.0,     357,     668,158.0,122.0,50.0,20.0,7.0,13.0,45.0,144.0,216.0,250.0,8.7,91.3,557.0,590.0,605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0
