School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math,School Percentile (1-99)
Wellesley: Schofield,03170045,Public School,Wellesley,MA,02481,"K,01,02,03,04,05",Wellesley,03170000,Public School District,       0,      53,      62,      68,      65,      65,      55,       0,       0,       0,       0,       0,       0,       0,       0,     368,      11,   3.0,       7,   1.9,      44,  12.0,      76,  20.7,      28,   7.6,   7.9,  13.0,   6.8,  66.3,   0.0,   0.0,   6.0,  46.2,  53.8,      72,20.7,        372,22.7,100.0,     126,100.0,  16.2 to 1,"     $35,045,998","  $93,536",    375.0,31.0,31.0,100.0,   6.5,  90.3,   3.2,   0.0,"          $87,362,301.00","           5,018.9","              $17,406.66","          $94,834,808.00","           5,088.8","              $18,635.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0
Wellesley: Sprague Elementary School,03170048,Public School,Wellesley,MA,02482,"K,01,02,03,04,05",Wellesley,03170000,Public School District,       0,      57,      61,      70,      69,      57,      83,       0,       0,       0,       0,       0,       0,       0,       0,     397,      24,   6.0,      12,   3.0,      58,  14.6,      82,  20.7,      20,   5.0,   4.5,  11.8,   5.3,  67.8,   0.0,   0.0,  10.6,  56.9,  43.1,      85,21.0,        400,26.9,100.0,     142,100.0,  14.8 to 1,"     $35,045,998","  $93,536",    375.0,34.0,34.0,100.0,  11.8,  85.3,   2.9,   0.0,"          $87,362,301.00","           5,018.9","              $17,406.66","          $94,834,808.00","           5,088.8","              $18,635.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
Wellesley: Wellesley Middle,03170305,Public School,Wellesley,MA,02481,"06,07,08",Wellesley,03170000,Public School District,       0,       0,       0,       0,       0,       0,       0,     362,     416,     374,       0,       0,       0,       0,       0,"   1,152",      65,   5.6,      13,   1.1,     180,  15.6,     238,  20.7,      54,   4.7,   4.1,   9.2,   5.0,  76.7,   0.0,   0.0,   4.9,  49.7,  50.3,     760,17.5,"      1,159",98.2,97.7,     510,97.6,  11.7 to 1,"     $35,045,998","  $93,536",    375.0,124.0,124.0,100.0,   6.5,  90.3,   3.2,   0.0,"          $87,362,301.00","           5,018.9","              $17,406.66","          $94,834,808.00","           5,088.8","              $18,635.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
Wellesley: Wellesley Sr High,03170505,Public School,Wellesley,MA,02481,"09,10,11,12",Wellesley,03170000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     384,     397,     355,     377,       0,"   1,513",     113,   7.5,      21,   1.4,     228,  15.1,     317,  21.0,      87,   5.8,   5.6,  11.8,   4.7,  73.8,   0.0,   0.1,   4.1,  46.8,  53.2,     806,16.2,"      1,513",116.7,97.6,     601,97.7,  13.0 to 1,"     $35,045,998","  $93,536",    375.0,160.0,160.0,100.0,   6.3,  93.1,   0.6,   0.0,"          $87,362,301.00","           5,018.9","              $17,406.66","          $94,834,808.00","           5,088.8","              $18,635.99",       375,97.3,1.3,0.5,0.0,0.8,0.0,"   1,513",3.0,0.2,370.0,312.0,84.3,0.0,73.4,3.2,23.4,3.2,2.2,8.7,370.0,370.0,100.0,     313,     618,136.0,88.0,62.0,17.0,10.0,7.0,20.0,117.0,219.0,255.0,4.4,95.6,306.0,601.0,614.0,89.0
Wellfleet: Wellfleet Elementary,03180005,Public School,Wellfleet,MA,02667,"K,01,02,03,04,05",Wellfleet,03180000,Public School District,      16,      17,      15,       9,      30,       9,      17,       0,       0,       0,       0,       0,       0,       0,       0,     113,       2,   1.8,       1,   0.9,      23,  20.4,      45,  39.8,      26,  23.0,   3.5,   0.0,   7.1,  84.1,   0.0,   0.0,   5.3,  44.2,  55.8,      81,13.4,        118,16.4,100.0,      51,100.0,   6.9 to 1,"      $1,182,946","  $72,131",     16.0,21.0,21.0,100.0,  71.4,  28.6,   0.0,   0.0,"           $3,386,021.00",             104.6,"              $32,371.14","           $3,453,726.00",             118.0,"              $29,268.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0
West Boylston: Major Edwards Elementary,03220005,Public School,West Boylston,MA,01583,"PK,K,01,02,03,04,05",West Boylston,03220000,Public School District,      28,      58,      55,      66,      64,      65,      85,       0,       0,       0,       0,       0,       0,       0,       0,     421,      26,   6.2,      17,   4.0,      74,  17.6,     136,  32.3,      75,  17.8,   1.7,   1.2,   8.6,  84.6,   0.0,   0.0,   4.0,  48.7,  51.3,     209,19.1,        428,33.9,100.0,     153,100.0,  12.4 to 1,"      $5,809,833","  $72,714",     80.0,42.0,42.0,100.0,   7.1,  88.1,   4.8,   0.0,"          $12,822,409.00",             913.4,"              $14,038.11","          $15,742,858.00","           1,043.6","              $15,085.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0
West Boylston: West Boylston Junior/Senior High,03220505,Public School,West Boylston,MA,01583,"06,07,08,09,10,11,12",West Boylston,03220000,Public School District,       0,       0,       0,       0,       0,       0,       0,      82,      77,      80,      68,      69,      61,      56,       0,     493,       8,   1.6,       4,   0.8,      63,  12.8,     127,  25.8,      77,  15.6,   1.0,   0.8,   7.5,  87.8,   0.2,   0.0,   2.6,  49.7,  50.3,     328,14.4,        496,45.9,100.0,     242,100.0,  10.7 to 1,"      $5,809,833","  $72,714",     80.0,52.0,52.0,100.0,-,-,-,-,"          $12,822,409.00",             913.4,"              $14,038.11","          $15,742,858.00","           1,043.6","              $15,085.15",        59,93.2,3.4,0.0,0.0,3.4,0.0,     254,1.0,0.4,55.0,49.0,89.1,0.0,28.6,24.5,46.9,24.5,28.6,12.2,55.0,55.0,100.0,      55,      72,38.0,17.0,0.0,0.0,0.0,4.0,17.0,28.0,12.0,11.0,29.2,70.8,48.0,523.0,525.0,58.0
West Bridgewater: Howard School,03230305,Public School,West Bridgewater,MA,02379,"04,05,06",West Bridgewater,03230000,Public School District,       0,       0,       0,       0,       0,      82,      91,     105,       0,       0,       0,       0,       0,       0,       0,     278,       0,   0.0,       0,   0.0,      26,   9.4,      69,  24.8,      44,  15.8,   2.2,   1.4,   4.0,  91.0,   0.4,   0.0,   1.1,  54.7,  45.3,     161,20.7,        278,18.9,100.0,     115,89.6,  14.7 to 1,"      $6,417,768","  $69,833",     92.0,27.0,27.0,100.0,  22.2,  77.8,   0.0,   0.0,"          $15,078,857.00","           1,298.5","              $11,612.52","          $16,222,203.00","           1,332.2","              $12,177.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0
West Bridgewater: Rose L Macdonald,03230003,Public School,West Bridgewater,MA,02379,"01,02,03",West Bridgewater,03230000,Public School District,       0,       0,      80,      97,      89,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     266,       2,   0.8,       1,   0.4,      24,   9.0,      69,  25.9,      50,  18.8,   3.4,   1.5,   4.1,  86.5,   0.0,   0.4,   4.1,  48.9,  51.1,     161,22.1,        267,16.2,100.0,     110,89.1,  16.4 to 1,"      $6,417,768","  $69,833",     92.0,25.0,25.0,100.0,  12.0,  88.0,   0.0,   0.0,"          $15,078,857.00","           1,298.5","              $11,612.52","          $16,222,203.00","           1,332.2","              $12,177.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bridgewater: Spring Street School,03230005,Public School,West Bridgewater,MA,02379,"PK,K",West Bridgewater,03230000,Public School District,      58,      83,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     141,       3,   2.1,       1,   0.7,      18,  12.8,      39,  27.7,      24,  17.0,   2.1,   2.8,   3.5,  85.8,   0.0,   0.0,   5.7,  51.1,  48.9,      57,20.2,        144,7.3,100.0,      30,60.0,  19.4 to 1,"      $6,417,768","  $69,833",     92.0,15.0,15.0,100.0,  20.0,  80.0,   0.0,   0.0,"          $15,078,857.00","           1,298.5","              $11,612.52","          $16,222,203.00","           1,332.2","              $12,177.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bridgewater: West Bridgewater Junior/Senior,03230505,Public School,West Bridgewater,MA,02379,"07,08,09,10,11,12",West Bridgewater,03230000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     101,     109,     112,      99,     101,     113,       0,     635,       4,   0.6,       1,   0.2,      58,   9.1,     135,  21.3,      87,  13.7,   3.3,   2.2,   1.6,  90.2,   0.2,   0.2,   2.4,  45.7,  54.3,     442,17.3,        634,48.5,100.0,     247,93.5,  13.1 to 1,"      $6,417,768","  $69,833",     92.0,56.0,56.0,100.0,   5.4,  94.6,   0.0,   0.0,"          $15,078,857.00","           1,298.5","              $11,612.52","          $16,222,203.00","           1,332.2","              $12,177.00",       110,98.2,0.9,0.0,0.0,0.9,0.0,     425,0.0,0.0,109.0,88.0,80.7,0.0,34.1,22.7,43.2,21.6,10.2,12.5,109.0,109.0,100.0,     108,     166,61.0,36.0,11.0,0.0,0.0,36.0,51.0,41.0,21.0,17.0,52.4,47.6,94.0,506.0,508.0,75.0
West Springfield: John Ashley,03320005,Public School,West Springfield,MA,01089,K,West Springfield,03320000,Public School District,       0,     236,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     236,      24,  10.2,       6,   2.5,      28,  11.9,     113,  47.9,      92,  39.0,   3.0,   3.4,  14.0,  73.3,   0.0,   0.0,   6.4,  50.4,  49.6,      48,19.8,        237,16.0,100.0,      84,100.0,  14.8 to 1,"     $20,608,097","  $68,261",    302.0,25.0,24.0,96.0,  37.5,  62.5,   0.0,   0.0,"          $52,519,417.00","           4,014.3","              $13,083.08","          $58,511,648.00","           4,174.6","              $14,016.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Springfield: John R Fausey,03320010,Public School,West Springfield,MA,01089,"K,01,02,03,04,05",West Springfield,03320000,Public School District,       0,       1,      72,     100,      76,      91,     108,       0,       0,       0,       0,       0,       0,       0,       0,     448,      66,  14.7,       0,   0.0,      76,  17.0,     179,  40.0,     123,  27.5,   3.8,   5.1,  10.7,  77.0,   0.2,   0.2,   2.9,  54.9,  45.1,     126,17.6,        449,27.3,100.0,     149,96.6,  16.4 to 1,"     $20,608,097","  $68,261",    302.0,37.0,35.0,94.6,   5.7,  94.3,   0.0,   0.0,"          $52,519,417.00","           4,014.3","              $13,083.08","          $58,511,648.00","           4,174.6","              $14,016.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0
West Springfield: Memorial,03320025,Public School,West Springfield,MA,01089,"01,02,03,04,05",West Springfield,03320000,Public School District,       0,       0,      48,      43,      61,      36,      47,       0,       0,       0,       0,       0,       0,       0,       0,     235,      86,  36.6,       2,   0.9,      42,  17.9,     167,  71.1,     148,  63.0,   5.1,   4.7,  30.6,  55.3,   0.4,   0.0,   3.8,  51.5,  48.5,      55,20.6,        227,15.6,100.0,      79,100.0,  15.0 to 1,"     $20,608,097","  $68,261",    302.0,27.0,26.0,96.3,  26.9,  73.1,   0.0,   0.0,"          $52,519,417.00","           4,014.3","              $13,083.08","          $58,511,648.00","           4,174.6","              $14,016.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0
West Springfield: Mittineague,03320030,Public School,West Springfield,MA,01089,"01,02,03,04,05",West Springfield,03320000,Public School District,       0,       0,      29,      32,      33,      36,      31,       0,       0,       0,       0,       0,       0,       0,       0,     161,      24,  14.9,       0,   0.0,      33,  20.5,      97,  60.2,      81,  50.3,   3.7,   2.5,  21.7,  68.3,   0.0,   0.0,   3.7,  46.0,  54.0,      65,12.9,        161,15.8,100.0,      68,100.0,  10.2 to 1,"     $20,608,097","  $68,261",    302.0,27.0,26.0,96.3,  23.1,  69.2,   7.7,   0.0,"          $52,519,417.00","           4,014.3","              $13,083.08","          $58,511,648.00","           4,174.6","              $14,016.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0
West Springfield: Philip G Coburn,03320007,Public School,West Springfield,MA,01089,"K,01,02,03,04,05",West Springfield,03320000,Public School District,       0,      57,     112,      94,      93,      70,      70,       0,       0,       0,       0,       0,       0,       0,       0,     496,     298,  60.1,     194,  39.1,      92,  18.5,     419,  84.5,     329,  66.3,   3.4,  15.1,  16.5,  62.3,   0.0,   0.0,   2.6,  50.4,  49.6,     113,16.8,        517,39.8,100.0,     176,100.0,  12.5 to 1,"     $20,608,097","  $68,261",    302.0,58.0,56.0,96.6,  19.6,  78.6,   1.8,   0.0,"          $52,519,417.00","           4,014.3","              $13,083.08","          $58,511,648.00","           4,174.6","              $14,016.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
West Springfield: Tatham,03320040,Public School,West Springfield,MA,01089,"K,01,02,03,04,05",West Springfield,03320000,Public School District,       0,       0,      48,      37,      45,      50,      43,       0,       0,       0,       0,       0,       0,       0,       0,     223,      12,   5.4,       0,   0.0,      23,  10.3,      51,  22.9,      30,  13.5,   0.0,   1.8,   7.6,  86.5,   0.0,   0.0,   4.0,  52.0,  48.0,      52,21.9,        223,13.4,100.0,      66,100.0,  16.7 to 1,"     $20,608,097","  $68,261",    302.0,23.0,22.0,95.7,  13.6,  86.4,   0.0,   0.0,"          $52,519,417.00","           4,014.3","              $13,083.08","          $58,511,648.00","           4,174.6","              $14,016.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0
West Springfield: West Springfield Early Childhood,03320001,Public School,West Springfield,MA,01089,PK,West Springfield,03320000,Public School District,     105,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     105,      27,  25.7,       0,   0.0,      65,  61.9,      87,  82.9,      45,  42.9,   3.8,   6.7,  15.2,  70.5,   0.0,   0.0,   3.8,  54.3,  45.7,       9,16.4,        148,5.7,100.0,      18,100.0,  18.4 to 1,"     $20,608,097","  $68,261",    302.0,10.0,9.0,90.0,  11.1,  88.9,   0.0,   0.0,"          $52,519,417.00","           4,014.3","              $13,083.08","          $58,511,648.00","           4,174.6","              $14,016.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Springfield: West Springfield High,03320505,Public School,West Springfield,MA,01089,"09,10,11,12",West Springfield,03320000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     325,     311,     285,     288,      13,"   1,222",     315,  25.8,      82,   6.7,     247,  20.2,     608,  49.8,     439,  35.9,   4.4,   6.6,  16.4,  70.8,   0.1,   0.1,   1.6,  51.6,  48.4,     703,15.3,"      1,235",92.9,100.0,     533,100.0,  13.2 to 1,"     $20,608,097","  $68,261",    302.0,115.0,113.0,98.3,  12.4,  85.8,   0.9,   0.9,"          $52,519,417.00","           4,014.3","              $13,083.08","          $58,511,648.00","           4,174.6","              $14,016.11",       291,86.3,5.2,2.4,0.3,5.8,0.0,"   1,209",26.0,2.2,262.0,173.0,66.0,0.0,23.1,46.2,30.6,44.5,11.0,5.8,262.0,171.0,65.3,     232,     446,83.0,97.0,39.0,13.0,0.0,99.0,159.0,109.0,58.0,21.0,57.8,42.2,145.0,487.0,508.0,15.0
West Springfield: West Springfield Middle,03320305,Public School,West Springfield,MA,01089,"06,07,08",West Springfield,03320000,Public School District,       0,       0,       0,       0,       0,       0,       0,     271,     290,     289,       0,       0,       0,       0,       0,     850,     228,  26.8,      48,   5.6,     161,  18.9,     412,  48.5,     320,  37.6,   2.5,   5.5,  17.4,  72.5,   0.1,   0.0,   2.0,  50.8,  49.2,     595,17.3,        904,66.5,100.0,     344,98.5,  12.8 to 1,"     $20,608,097","  $68,261",    302.0,85.0,83.0,97.6,   2.4,  96.4,   1.2,   0.0,"          $52,519,417.00","           4,014.3","              $13,083.08","          $58,511,648.00","           4,174.6","              $14,016.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
Westborough: Annie E Fales,03210010,Public School,Westborough,MA,01581,"K,01,02,03",Westborough,03210000,Public School District,       0,      73,      84,      78,      81,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     316,      34,  10.8,      29,   9.2,      51,  16.1,      84,  26.6,      13,   4.1,   0.6,  29.7,   3.2,  61.4,   0.6,   0.0,   4.4,  51.6,  48.4,     124,17.8,        317,29.0,100.0,      90,100.0,  10.9 to 1,"     $22,202,832","  $74,649",    297.0,36.0,34.0,94.4,  11.8,  88.2,   0.0,   0.0,"          $52,933,543.00","           3,663.3","              $14,449.69","          $57,675,090.00","           3,707.9","              $15,554.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westborough: Elsie A Hastings Elementary,03210025,Public School,Westborough,MA,01581,"PK,K,01,02,03",Westborough,03210000,Public School District,      96,      91,      88,     107,     106,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     488,     141,  28.9,     119,  24.4,     100,  20.5,     226,  46.3,      45,   9.2,   2.9,  38.5,  11.9,  43.0,   0.0,   0.0,   3.7,  48.6,  51.4,     141,20.0,        510,33.1,97.0,     100,98.0,  14.8 to 1,"     $22,202,832","  $74,649",    297.0,41.0,39.0,95.1,  17.9,  76.9,   5.1,   0.0,"          $52,933,543.00","           3,663.3","              $14,449.69","          $57,675,090.00","           3,707.9","              $15,554.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westborough: J Harding Armstrong,03210005,Public School,Westborough,MA,01581,"K,01,02,03",Westborough,03210000,Public School District,       0,      80,      96,      96,     106,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     378,     126,  33.3,      85,  22.5,      56,  14.8,     157,  41.5,      23,   6.1,   2.4,  41.0,   2.4,  53.4,   0.0,   0.3,   0.5,  55.0,  45.0,     138,19.4,        389,29.3,100.0,     104,100.0,  12.9 to 1,"     $22,202,832","  $74,649",    297.0,37.0,36.0,97.3,  11.1,  88.9,   0.0,   0.0,"          $52,933,543.00","           3,663.3","              $14,449.69","          $57,675,090.00","           3,707.9","              $15,554.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westborough: Mill Pond School,03210045,Public School,Westborough,MA,01581,"04,05,06",Westborough,03210000,Public School District,       0,       0,       0,       0,       0,     296,     272,     308,       0,       0,       0,       0,       0,       0,       0,     876,     202,  23.1,      68,   7.8,     129,  14.7,     270,  30.8,      75,   8.6,   1.1,  29.0,   6.1,  58.7,   0.0,   0.1,   5.0,  51.0,  49.0,     393,22.1,        880,68.7,100.0,     239,100.0,  12.8 to 1,"     $22,202,832","  $74,649",    297.0,74.0,69.0,93.2,   8.7,  91.3,   0.0,   0.0,"          $52,933,543.00","           3,663.3","              $14,449.69","          $57,675,090.00","           3,707.9","              $15,554.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0
