School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Non-Binary,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers (FTE),% of Teachers Licensed,Student / Teacher Ratio,Percent of Experienced Teachers,Percent of Teachers without Waiver or Provisional License,Percent Teaching In-Field,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading / Writing,SAT Math,# Grade 11 and 12 Students,# Students Completing Advanced,% Students Completing Advanced
Springfield: Chestnut Accelerated Middle School (Talented and Gifted),02810367,Public School,Springfield,MA,01107,"06,07,08",Springfield,02810000,Public School District,       0,       0,       0,       0,       0,       0,       0,     109,     106,      98,       0,       0,       0,       0,       0,     313,      81,25.9,      18,5.8,      57,18.2,     223,71.2,     211,67.4,21.1,3.8,61.3,12.1,0.0,0.0,1.6,48.9,51.1,0.0,     153,17.6,        313,28.5,80.7,  11.0 to 1,38.6,71.9,46.7,"    $144,557,274","  $70,854","  2,040.2",      36,      35,  97.2,  11.4,  80.0,   8.6,   0.0,"         $427,810,982.98","          24,906.3","              $17,176.82","         $512,527,010.24","          30,269.5","              $16,932.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Conservatory of the Arts,02810475,Public School,Springfield,MA,01105,"06,07,08,09,10,11,12",Springfield,02810000,Public School District,       0,       0,       0,       0,       0,       0,       0,      54,      52,      52,      54,      49,      32,      37,       0,     330,      90,27.3,      37,11.2,      71,21.5,     273,82.7,     262,79.4,14.5,0.0,70.6,12.4,0.3,0.0,2.1,30.3,69.7,0.0,     211,11.9,        324,28.0,86.8,  11.8 to 1,53.9,64.3,72.4,"    $144,557,274","  $70,854","  2,040.2",      33,      33, 100.0,  24.2,  60.6,  15.2,   0.0,"         $427,810,982.98","          24,906.3","              $17,176.82","         $512,527,010.24","          30,269.5","              $16,932.13",45.0,95.6,2.2,0.0,0.0,2.2,0.0,     172,2.0,1.2,43.0,15.0,34.9,0.0,40.0,53.3,6.7,53.3,0.0,0.0,43.0,43.0,100.0,      19,      19,19.0,0.0,0.0,0.0,0.0,13.0,5.0,1.0,0.0,0.0,94.7,5.3,14.0,431.0,411.0,          70,          36,51.4
Springfield: Daniel B Brunton,02810035,Public School,Springfield,MA,01128,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,      20,      66,      60,      72,      67,      72,      68,       0,       0,       0,       0,       0,       0,       0,       0,     425,      98,23.1,      64,15.1,      78,18.4,     356,83.8,     334,78.6,20.9,0.5,59.8,14.6,0.5,0.2,3.5,47.1,52.9,0.0,     230,22.8,        438,33.0,100.0,  12.9 to 1,93.9,93.9,93.9,"    $144,557,274","  $70,854","  2,040.2",      40,      40, 100.0,   7.5,  85.0,   7.5,   0.0,"         $427,810,982.98","          24,906.3","              $17,176.82","         $512,527,010.24","          30,269.5","              $16,932.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Early Childhood Education Center,02810001,Public School,Springfield,MA,01109,"PK,K",Springfield,02810000,Public School District,     153,      16,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     169,      54,32.0,      38,22.5,     103,60.9,     157,92.9,     131,77.5,17.2,3.0,62.7,14.2,0.6,0.0,2.4,59.2,40.8,0.0,      23,8.7,        192,15.5,87.1,  10.9 to 1,71.0,71.0,100.0,"    $144,557,274","  $70,854","  2,040.2",      18,      17,  94.4,  17.6,  82.4,   0.0,   0.0,"         $427,810,982.98","          24,906.3","              $17,176.82","         $512,527,010.24","          30,269.5","              $16,932.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Edward P. Boland School,02810010,Public School,Springfield,MA,01104,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,     190,      90,      88,      71,      97,      72,      89,       0,       0,       0,       0,       0,       0,       0,       0,     697,     279,40.0,     206,29.6,     252,36.2,     636,91.2,     586,84.1,10.2,1.7,78.9,7.2,0.1,0.1,1.7,60.0,40.0,0.0,     398,16.3,        725,55.0,94.5,  12.7 to 1,80.0,90.9,89.5,"    $144,557,274","  $70,854","  2,040.2",      67,      64,  95.5,  20.3,  73.4,   6.3,   0.0,"         $427,810,982.98","          24,906.3","              $17,176.82","         $512,527,010.24","          30,269.5","              $16,932.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Elias Brookings,02810030,Public School,Springfield,MA,01105,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,      46,      49,      47,      39,      49,      53,      42,       0,       0,       0,       0,       0,       0,       0,       0,     325,      94,28.9,      66,20.3,     113,34.8,     294,90.5,     275,84.6,20.9,0.6,71.1,4.3,0.6,0.0,2.5,55.4,44.6,0.0,     201,17.5,        330,29.0,100.0,  11.2 to 1,82.8,82.8,55.2,"    $144,557,274","  $70,854","  2,040.2",      36,      34,  94.4,  17.6,  82.4,   0.0,   0.0,"         $427,810,982.98","          24,906.3","              $17,176.82","         $512,527,010.24","          30,269.5","              $16,932.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Emergence Academy,02810318,Public School,Springfield,MA,01105,"06,07,08,09,10",Springfield,02810000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    $144,557,274","  $70,854","  2,040.2",,,,,,,,"         $427,810,982.98","          24,906.3","              $17,176.82","         $512,527,010.24","          30,269.5","              $16,932.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Forest Park Middle,02810325,Public School,Springfield,MA,01108,"06,07,08",Springfield,02810000,Public School District,       0,       0,       0,       0,       0,       0,       0,     231,     246,     234,       0,       0,       0,       0,       0,     711,     305,42.9,     129,18.1,     179,25.2,     637,89.6,     579,81.4,21.4,6.6,63.7,6.6,0.0,0.0,1.7,53.6,46.4,0.0,     427,14.0,        741,58.0,100.0,  12.3 to 1,77.6,79.3,93.0,"    $144,557,274","  $70,854","  2,040.2",      66,      65,  98.5,   3.1,  81.5,  15.4,   0.0,"         $427,810,982.98","          24,906.3","              $17,176.82","         $512,527,010.24","          30,269.5","              $16,932.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Frank H Freedman,02810075,Public School,Springfield,MA,01109,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,       0,      55,      60,      40,      44,      49,      42,       0,       0,       0,       0,       0,       0,       0,       0,     290,      56,19.3,      40,13.8,      57,19.7,     234,80.7,     223,76.9,21.7,2.8,62.8,8.6,1.0,0.0,3.1,51.4,48.6,0.0,     168,20.7,        283,23.0,91.3,  12.6 to 1,87.0,91.3,56.5,"    $144,557,274","  $70,854","  2,040.2",      29,      29, 100.0,  13.8,  82.8,   3.4,   0.0,"         $427,810,982.98","          24,906.3","              $17,176.82","         $512,527,010.24","          30,269.5","              $16,932.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Frederick Harris,02810080,Public School,Springfield,MA,01118,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,      64,     109,     100,     112,     112,      81,      76,       0,       0,       0,       0,       0,       0,       0,       0,     654,     151,23.1,      94,14.4,     162,24.8,     509,77.8,     463,70.8,17.3,3.2,56.3,17.9,0.3,0.0,5.0,50.5,49.5,0.0,     354,20.6,        651,45.0,97.8,  14.5 to 1,86.7,95.6,89.1,"    $144,557,274","  $70,854","  2,040.2",      55,      54,  98.2,  25.9,  72.2,   1.9,   0.0,"         $427,810,982.98","          24,906.3","              $17,176.82","         $512,527,010.24","          30,269.5","              $16,932.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Gateway to College at Holyoke Community College,02810575,Public School,Holyoke,MA,01040,"09,10,11,12",Springfield,02810000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       3,      13,      16,       0,      32,       8,25.0,       4,12.5,       5,15.6,      25,78.1,      24,75.0,12.5,3.1,71.9,12.5,0.0,0.0,0.0,25.0,75.0,0.0,       3,12.3,         32,0.6,100.0,  53.3 to 1,100.0,100.0,50.0,"    $144,557,274","  $70,854","  2,040.2",       2,       2, 100.0,-,-,-,-,"         $427,810,982.98","          24,906.3","              $17,176.82","         $512,527,010.24","          30,269.5","              $16,932.13",22.0,86.4,13.6,0.0,0.0,0.0,0.0,      32,3.0,9.4,14.0,,,,,,,,,,14.0,14.0,100.0,,,,,,,,,,,,,,,1.0,,,          15,          14,93.3
Springfield: Gateway to College at Springfield Technical Community College,02810580,Public School,Springfield,MA,01102,"09,10,11,12",Springfield,02810000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      13,       6,      18,       5,       0,      42,       3,7.1,       1,2.4,       2,4.8,      30,71.4,      27,64.3,23.8,0.0,42.9,31.0,0.0,0.0,2.4,31.0,69.0,0.0,       3,6.3,         14,1.0,100.0,  43.3 to 1,100.0,100.0,50.0,"    $144,557,274","  $70,854","  2,040.2",       2,       2, 100.0,-,-,-,-,"         $427,810,982.98","          24,906.3","              $17,176.82","         $512,527,010.24","          30,269.5","              $16,932.13",23.0,30.4,43.5,4.3,0.0,21.7,0.0,      42,14.0,33.3,15.0,4.0,26.7,0.0,50.0,50.0,0.0,50.0,0.0,0.0,15.0,15.0,100.0,,,,,,,,,,,,,,,,,,          24,          22,91.7
Springfield: German Gerena Community School,02810195,Public School,Springfield,MA,01107,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,     107,     100,     103,     106,      90,      96,      93,       0,       0,       0,       0,       0,       0,       0,       0,     695,     248,35.7,     161,23.2,     157,22.6,     603,86.8,     569,81.9,14.2,0.9,76.8,5.9,0.4,0.0,1.7,50.5,49.5,0.0,     446,16.9,        692,58.0,98.3,  12.0 to 1,86.2,93.1,93.1,"    $144,557,274","  $70,854","  2,040.2",      68,      68, 100.0,   5.9,  94.1,   0.0,   0.0,"         $427,810,982.98","          24,906.3","              $17,176.82","         $512,527,010.24","          30,269.5","              $16,932.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Glenwood,02810065,Public School,Springfield,MA,01104,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,       0,      31,      49,      52,      38,      40,      51,       0,       0,       0,       0,       0,       0,       0,       0,     261,      65,24.9,      44,16.9,      64,24.5,     218,83.5,     206,78.9,9.2,2.3,75.5,11.9,0.0,0.0,1.1,54.4,45.6,0.0,     180,18.9,        261,23.0,100.0,  11.3 to 1,87.0,100.0,50.0,"    $144,557,274","  $70,854","  2,040.2",      28,      27,  96.4,  48.1,  44.4,   7.4,   0.0,"         $427,810,982.98","          24,906.3","              $17,176.82","         $512,527,010.24","          30,269.5","              $16,932.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Glickman Elementary,02810068,Public School,Springfield,MA,01119,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,       0,      46,      56,      47,      42,      72,      55,       0,       0,       0,       0,       0,       0,       0,       0,     318,     102,32.1,      71,22.3,     129,40.6,     277,87.1,     248,78.0,17.9,2.5,64.2,11.9,0.6,0.0,2.8,57.9,42.1,0.0,     226,18.8,        328,28.1,94.7,  11.3 to 1,74.8,94.3,93.3,"    $144,557,274","  $70,854","  2,040.2",      36,      35,  97.2,  22.9,  65.7,  11.4,   0.0,"         $427,810,982.98","          24,906.3","              $17,176.82","         $512,527,010.24","          30,269.5","              $16,932.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: High School Of Commerce,02810510,Public School,Springfield,MA,01105,"09,10,11,12",Springfield,02810000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     405,     302,     207,     181,       1,"   1,096",     394,35.9,     251,22.9,     274,25.0,     939,85.7,     873,79.7,19.3,1.5,70.8,6.8,0.3,0.2,1.2,51.5,48.5,0.0,     583,16.8,"      1,090",105.7,86.7,  10.4 to 1,60.7,72.5,76.6,"    $144,557,274","  $70,854","  2,040.2",     122,     119,  97.5,   7.6,  78.2,  14.3,   0.0,"         $427,810,982.98","          24,906.3","              $17,176.82","         $512,527,010.24","          30,269.5","              $16,932.13",217.0,61.8,13.4,0.5,3.2,21.2,0.0,"   1,095",44.0,4.0,134.0,31.0,23.1,0.0,19.4,54.8,25.8,54.8,16.1,3.2,134.0,134.0,100.0,      84,     128,51.0,22.0,11.0,0.0,0.0,24.0,40.0,47.0,11.0,6.0,50.0,50.0,20.0,480.0,483.0,         364,         167,45.9
Springfield: Hiram L Dorman,02810050,Public School,Springfield,MA,01109,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,       0,      31,      44,      47,      47,      42,      51,       0,       0,       0,       0,       0,       0,       0,       0,     262,      69,26.3,      44,16.8,      64,24.4,     218,83.2,     211,80.5,17.6,2.3,64.9,11.5,0.0,1.1,2.7,50.4,49.6,0.0,     181,19.4,        265,21.0,100.0,  12.5 to 1,71.4,90.5,47.4,"    $144,557,274","  $70,854","  2,040.2",      24,      24, 100.0,  50.0,  41.7,   8.3,   0.0,"         $427,810,982.98","          24,906.3","              $17,176.82","         $512,527,010.24","          30,269.5","              $16,932.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Homer Street,02810085,Public School,Springfield,MA,01109,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,       0,      92,      65,      63,      69,      54,      64,       0,       0,       0,       0,       0,       0,       0,       0,     407,     112,27.5,      71,17.4,      81,19.9,     359,88.2,     347,85.3,25.1,0.7,66.1,5.2,0.0,0.0,2.9,52.6,47.4,0.0,     245,19.3,        404,32.0,100.0,  12.7 to 1,71.9,84.4,100.0,"    $144,557,274","  $70,854","  2,040.2",      38,      38, 100.0,  21.1,  78.9,   0.0,   0.0,"         $427,810,982.98","          24,906.3","              $17,176.82","         $512,527,010.24","          30,269.5","              $16,932.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Impact Prep at Chestnut,02810366,Public School,Springfield,MA,01107,"06,07,08",Springfield,02810000,Public School District,       0,       0,       0,       0,       0,       0,       0,     131,     137,     128,       0,       0,       0,       0,       0,     396,     171,43.2,      97,24.5,     106,26.8,     379,95.7,     358,90.4,12.1,0.0,82.8,4.3,0.3,0.0,0.5,54.0,46.0,0.0,     452,15.5,        408,36.2,59.4,  10.9 to 1,34.5,47.5,35.6,"    $144,557,274","  $70,854","  2,040.2",      43,      41,  95.3,   2.4,  68.3,  29.3,   0.0,"         $427,810,982.98","          24,906.3","              $17,176.82","         $512,527,010.24","          30,269.5","              $16,932.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Indian Orchard Elementary,02810100,Public School,Indian Orchard,MA,01151,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,      98,      87,      77,      90,      87,     107,      98,       0,       0,       0,       0,       0,       0,       0,       0,     644,     139,21.6,     109,16.9,     155,24.1,     553,85.9,     513,79.7,20.5,0.6,64.4,11.2,0.2,0.0,3.1,53.7,46.3,0.0,     340,20.3,        640,45.0,100.0,  14.3 to 1,66.7,97.8,52.2,"    $144,557,274","  $70,854","  2,040.2",      57,      56,  98.2,   5.4,  92.9,   1.8,   0.0,"         $427,810,982.98","          24,906.3","              $17,176.82","         $512,527,010.24","          30,269.5","              $16,932.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: John F Kennedy Middle,02810328,Public School,Springfield,MA,01151,"06,07,08",Springfield,02810000,Public School District,       0,       0,       0,       0,       0,       0,       0,     174,     163,     144,       0,       0,       0,       0,       0,     481,     143,29.7,      74,15.4,     127,26.4,     436,90.6,     399,83.0,20.6,0.6,67.6,10.0,0.0,0.0,1.2,53.6,46.4,0.0,     294,16.6,        505,48.5,78.4,   9.9 to 1,48.5,72.2,48.1,"    $144,557,274","  $70,854","  2,040.2",      55,      47,  85.5,   6.4,  76.6,  17.0,   0.0,"         $427,810,982.98","          24,906.3","              $17,176.82","         $512,527,010.24","          30,269.5","              $16,932.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: John J Duggan Academy,02810320,Public School,Springfield,MA,01109,"06,07,08,09,10,11,12",Springfield,02810000,Public School District,       0,       0,       0,       0,       0,       0,       0,     168,     173,     185,      91,      71,      54,      34,       0,     776,     174,22.4,      75,9.7,     171,22.0,     599,77.2,     557,71.8,27.1,1.9,56.2,13.1,0.4,0.0,1.3,52.8,47.2,0.0,     654,11.9,        797,67.0,88.8,  11.6 to 1,73.1,82.8,69.0,"    $144,557,274","  $70,854","  2,040.2",      76,      72,  94.7,  18.1,  76.4,   5.6,   0.0,"         $427,810,982.98","          24,906.3","              $17,176.82","         $512,527,010.24","          30,269.5","              $16,932.13",33.0,84.8,3.0,0.0,0.0,12.1,0.0,     250,0.0,0.0,29.0,13.0,44.8,0.0,38.5,61.5,0.0,61.5,0.0,0.0,29.0,29.0,100.0,      20,      26,14.0,6.0,0.0,0.0,0.0,6.0,11.0,7.0,2.0,0.0,65.4,34.6,4.0,,,          82,          49,59.8
Springfield: Kensington International School,02810110,Public School,Springfield,MA,01108,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,      39,      36,      44,      47,      38,      47,      34,       0,       0,       0,       0,       0,       0,       0,       0,     285,      96,33.7,      69,24.2,      49,17.2,     266,93.3,     256,89.8,16.1,1.4,70.9,9.1,0.4,0.0,2.1,48.1,51.9,0.0,     155,20.7,        292,23.0,100.0,  12.4 to 1,78.3,91.3,92.0,"    $144,557,274","  $70,854","  2,040.2",      30,      30, 100.0,  50.0,  50.0,   0.0,   0.0,"         $427,810,982.98","          24,906.3","              $17,176.82","         $512,527,010.24","          30,269.5","              $16,932.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Kiley Academy,02810316,Public School,Springfield,MA,01128,"06,07,08",Springfield,02810000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    $144,557,274","  $70,854","  2,040.2",,,,,,,,"         $427,810,982.98","          24,906.3","              $17,176.82","         $512,527,010.24","          30,269.5","              $16,932.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Kiley Prep,02810315,Public School,Springfield,MA,01128,"06,07,08",Springfield,02810000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    $144,557,274","  $70,854","  2,040.2",,,,,,,,"         $427,810,982.98","          24,906.3","              $17,176.82","         $512,527,010.24","          30,269.5","              $16,932.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield: Liberty,02810115,Public School,Springfield,MA,01104,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District,       0,      45,      53,      49,      47,      42,      37,       0,       0,       0,       0,       0,       0,       0,       0,     273,     105,38.5,      73,26.7,      50,18.3,     227,83.2,     210,76.9,12.1,2.2,75.1,9.9,0.0,0.0,0.7,48.4,51.6,0.0,     168,21.2,        278,21.4,95.3,  12.8 to 1,74.7,88.7,100.0,"    $144,557,274","  $70,854","  2,040.2",      28,      28, 100.0,  21.4,  67.9,   7.1,   3.6,"         $427,810,982.98","          24,906.3","              $17,176.82","         $512,527,010.24","          30,269.5","              $16,932.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
