School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,Low Income #,Low Income %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),4Ycollege%,# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math
Scituate: Jenkins Elementary School,02640015,Public School,Scituate,MA,02066,"K,01,02,03,04,05",Scituate,02640000,Public School District,       0,      83,      77,     112,      86,     103,      95,      86,       0,       0,       0,       0,       0,       0,0.0,     642,      11,   1.7,       8,   1.2,      60,   9.3,      55,   8.6, , , , ,   2.6,   1.6,   0.2,  94.4,   0.0,   0.0,   1.2,  50.2,  49.8,      37,104.3,        642,40.1,100.0,     197,100.0,16.0,"     $16,141,146","  $74,936",    215.4,"          $35,215,170.00","           3,241.8","              $10,862.84","          $37,511,900.00","           3,295.9","              $11,381.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scituate: Scituate High School,02640505,Public School,Scituate,MA,02066,"09,10,11,12",Scituate,02640000,Public School District,      74,       0,       0,       0,       0,       0,       0,       0,       0,       0,     203,     213,     215,     197,4.0,     906,      12,   1.3,       2,   0.2,     138,  15.2,      68,   7.5, , , , ,   2.6,   0.6,   0.3,  95.4,   0.1,   0.0,   1.0,  50.3,  49.7,     291,18.8,        906,59.3,100.0,     339,100.0,15.3,"     $16,141,146","  $74,936",    215.4,"          $35,215,170.00","           3,241.8","              $10,862.84","          $37,511,900.00","           3,295.9","              $11,381.38",       190,91.1,6.3,0.0,0.5,2.1,0.0,     828,11.0,1.3,178.0,152.0,85.4,0.0,39.369400000000006,7.3444,38.77160000000001,7.3444,7.3444,12.8954,78.14100000000002,178.0,147.0,82.6,145.0,     283,69.0,38.0,19.0,14.0,5.0,30.0,31.0,69.0,84.0,69.0,21.6,78.4,173.0,532.0,532.0
Scituate: Wampatuck Elementary,02640020,Public School,Scituate,MA,02066,"PK,K,01,02,03,04,05",Scituate,02640000,Public School District,       0,      39,      52,      69,      57,      65,      61,      74,       0,       0,       0,       0,       0,       0,0.0,     417,       5,   1.2,       4,   1.0,      41,   9.8,      32,   7.7, , , , ,   1.4,   0.7,   0.2,  97.4,   0.0,   0.0,   0.2,  54.2,  45.8,      25,100.5,        418,27.2,100.0,     133,100.0,15.3,"     $16,141,146","  $74,936",    215.4,"          $35,215,170.00","           3,241.8","              $10,862.84","          $37,511,900.00","           3,295.9","              $11,381.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seekonk: Dr. Kevin M. Hurley Middle School,02650405,Public School,Seekonk,MA,02771,"06,07,08",Seekonk,02650000,Public School District,       0,       0,       0,       0,       0,       0,       0,     163,     178,     184,       0,       0,       0,       0,0.0,     525,       7,   1.3,       3,   0.6,      82,  15.6,      80,  15.2, , , , ,   1.1,   1.9,   1.7,  93.9,   0.0,   0.0,   1.3,  49.9,  50.1,     320,18.2,        525,37.2,100.0,     164,96.3,14.1,"      $9,786,901","  $71,023",    137.8,"          $23,589,139.00","           2,146.9","              $10,987.54","          $25,542,014.00","           2,184.3","              $11,693.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seekonk: George R Martin,02650007,Public School,Seekonk,MA,02771,"K,01,02,03,04,05",Seekonk,02650000,Public School District,      33,      62,      71,      68,      95,      74,      76,       0,       0,       0,       0,       0,       0,       0,0.0,     479,      28,   5.8,      18,   3.8,      51,  10.6,      79,  16.5, , , , ,   2.3,   3.5,   5.0,  87.7,   0.0,   0.0,   1.5,  49.1,  50.9,      57,22.8,        479,29.8,100.0,     122,100.0,16.1,"      $9,786,901","  $71,023",    137.8,"          $23,589,139.00","           2,146.9","              $10,987.54","          $25,542,014.00","           2,184.3","              $11,693.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seekonk: Mildred Aitken School,02650015,Public School,Seekonk,MA,02771,"PK,K,01,02,03,04,05",Seekonk,02650000,Public School District,       0,      63,      64,      79,      81,      85,      88,       0,       0,       0,       0,       0,       0,       0,0.0,     460,       2,   0.4,       0,   0.0,      39,   8.5,      60,  13.0, , , , ,   1.1,   1.7,   1.7,  93.9,   0.0,   0.0,   1.5,  47.6,  52.4,      49,27.2,        461,23.9,100.0,     104,100.0,19.3,"      $9,786,901","  $71,023",    137.8,"          $23,589,139.00","           2,146.9","              $10,987.54","          $25,542,014.00","           2,184.3","              $11,693.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seekonk: Seekonk High,02650505,Public School,Seekonk,MA,02771,"09,10,11,12",Seekonk,02650000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     186,     160,     181,     150,0.0,     677,      13,   1.9,       9,   1.3,      83,  12.3,      82,  12.1, , , , ,   0.1,   1.8,   3.2,  93.6,   0.0,   0.0,   1.2,  51.8,  48.2,     246,19.0,        668,47.0,99.6,     214,100.0,14.4,"      $9,786,901","  $71,023",    137.8,"          $23,589,139.00","           2,146.9","              $10,987.54","          $25,542,014.00","           2,184.3","              $11,693.46",       151,94.7,1.3,0.0,0.7,3.3,0.0,     677,7.0,1.0,147.0,121.0,82.3,0.0,25.8422,31.932399999999998,24.5254,27.8997,6.830900000000001,8.806099999999999,50.367599999999996,147.0,128.0,87.1,67.0,      81,57.0,6.0,4.0,0.0,0.0,9.0,6.0,19.0,28.0,19.0,18.5,81.5,114.0,503.0,511.0
Seekonk: Seekonk Transitions Academy,02650605,Public School,Seekonk,MA,02771,,Seekonk,02650000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"      $9,786,901","  $71,023",    137.8,"          $23,589,139.00","           2,146.9","              $10,987.54","          $25,542,014.00","           2,184.3","              $11,693.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon: Cottage Street,02660005,Public School,Sharon,MA,02067,"K,01,02,03,04,05",Sharon,02660000,Public School District,       0,      63,      63,      80,      69,      78,      76,       0,       0,       0,       0,       0,       0,       0,0.0,     429,     105,  24.5,      12,   2.8,      58,  13.5,      42,   9.8, , , , ,   5.6,  17.9,   6.5,  65.0,   0.0,   0.0,   4.9,  53.4,  46.6,,,,34.0,100.0,     156,96.8,12.6,"     $17,043,540","  $69,283",    246.0,"          $44,513,338.79","           3,458.0","              $12,872.57","          $49,842,399.34","           3,535.9","              $14,096.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon: East Elementary,02660010,Public School,Sharon,MA,02067,"K,01,02,03,04,05",Sharon,02660000,Public School District,      50,      55,      75,      55,      60,      74,      52,       0,       0,       0,       0,       0,       0,       0,0.0,     421,      91,  21.6,      16,   3.8,      69,  16.4,      26,   6.2, , , , ,   3.1,  18.1,   4.5,  72.2,   0.0,   0.0,   2.1,  50.6,  49.4,,,,28.8,100.0,     135,100.0,14.6,"     $17,043,540","  $69,283",    246.0,"          $44,513,338.79","           3,458.0","              $12,872.57","          $49,842,399.34","           3,535.9","              $14,096.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon: Heights Elementary,02660015,Public School,Sharon,MA,02067,"K,01,02,03,04,05",Sharon,02660000,Public School District,       0,      72,     106,      95,      98,     115,     112,       0,       0,       0,       0,       0,       0,       0,0.0,     598,     139,  23.2,      14,   2.3,      88,  14.7,      34,   5.7, , , , ,   4.5,  24.6,   3.7,  63.5,   0.2,   0.0,   3.5,  52.5,  47.5,,,,33.7,100.0,     178,100.0,17.7,"     $17,043,540","  $69,283",    246.0,"          $44,513,338.79","           3,458.0","              $12,872.57","          $49,842,399.34","           3,535.9","              $14,096.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon: Sharon Early Childhood Center,02660001,Public School,Sharon,MA,02067,PK,Sharon,02660000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $17,043,540","  $69,283",    246.0,"          $44,513,338.79","           3,458.0","              $12,872.57","          $49,842,399.34","           3,535.9","              $14,096.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon: Sharon High,02660505,Public School,Sharon,MA,02067,"09,10,11,12",Sharon,02660000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     306,     321,     271,     280,0.0,"   1,178",     188,  16.0,       6,   0.5,     128,  10.9,      81,   6.9, , , , ,   5.0,  13.4,   2.2,  77.9,   0.0,   0.0,   1.4,  48.2,  51.8,,,,85.8,100.0,     369,99.7,13.7,"     $17,043,540","  $69,283",    246.0,"          $44,513,338.79","           3,458.0","              $12,872.57","          $49,842,399.34","           3,535.9","              $14,096.10",       277,97.8,1.8,0.0,0.0,0.4,0.0,"   1,178",3.0,0.3,272.0,246.0,90.4,0.0,43.39200000000001,7.684000000000001,39.324,7.3224,5.152800000000001,13.921600000000002,82.71600000000001,272.0,171.0,62.9,223.0,     439,110.0,57.0,20.0,26.0,10.0,8.0,19.0,68.0,145.0,199.0,6.2,93.8,273.0,575.0,597.0
Sharon: Sharon Middle,02660305,Public School,Sharon,MA,02067,"06,07,08",Sharon,02660000,Public School District,       0,       0,       0,       0,       0,       0,       0,     249,     301,     259,       0,       0,       0,       0,0.0,     809,     113,  14.0,      10,   1.2,     122,  15.1,      66,   8.2, , , , ,   7.4,  14.7,   3.3,  71.9,   0.0,   0.0,   2.6,  49.7,  50.3,,,,63.6,100.0,     294,96.6,12.7,"     $17,043,540","  $69,283",    246.0,"          $44,513,338.79","           3,458.0","              $12,872.57","          $49,842,399.34","           3,535.9","              $14,096.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shawsheen Valley Regional Vocational Technical: Shawsheen Valley Vocational Technical High School,08710605,Public School,Billerica,MA,01821,"09,10,11,12",Shawsheen Valley Regional Vocational Technical,08710000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     335,     335,     325,     329,0.0,"   1,324",      13,   1.0,       0,   0.0,     327,  24.7,     159,  12.0, , , , ,   0.8,   0.4,   2.5,  93.9,   0.2,   0.0,   2.3,  58.5,  41.5,     482,17.9,"      1,319",121.0,97.5,     277,98.6,10.9,"      $9,325,984","  $77,074",    121.0,"          $23,745,181.00","           1,319.9","              $17,990.14","          $23,848,938.00","           1,337.0","              $17,837.65",       328,97.6,0.6,0.0,0.9,0.9,0.0,"   1,324",3.0,0.2,324.0,203.0,62.7,0.3135,12.0384,35.5509,14.797200000000002,32.1024,5.8938,8.3391,26.8356,324.0,232.0,71.6,,,,,,,,,,,,,,,177.0,469.0,476.0
Sherborn: Pine Hill,02690010,Public School,Sherborn,MA,01770,"PK,K,01,02,03,04,05",Sherborn,02690000,Public School District,      14,      57,      61,      67,      76,      73,      82,       0,       0,       0,       0,       0,       0,       0,0.0,     430,       9,   2.1,       2,   0.5,      49,  11.4,      13,   3.0, , , , ,   3.3,   3.7,   0.7,  87.7,   0.0,   0.0,   4.7,  47.4,  52.6,     139,18.1,        430,34.8,100.0,     166,100.0,12.4,"      $3,214,866","  $92,381",     34.8,"           $6,414,900.12",             432.4,"              $14,835.57","           $6,630,975.86",             438.3,"              $15,128.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrewsbury: Calvin Coolidge School,02710015,Public School,Shrewsbury,MA,01545,"K,01,02,03,04",Shrewsbury,02710000,Public School District,       0,      42,      79,      84,      94,      82,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     381,     114,  29.9,      22,   5.8,      36,   9.4,      97,  25.5, , , , ,   1.3,  26.2,   9.7,  58.3,   0.5,   0.0,   3.9,  50.9,  49.1,     136,21.4,        381,24.2,100.0,     110,100.0,15.8,"     $25,523,984","  $72,532",    351.9,"          $57,802,223.86","           5,918.4","               $9,766.53","          $67,964,933.22","           6,290.8","              $10,803.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrewsbury: Floral Street School,02710020,Public School,Shrewsbury,MA,01545,"K,01,02,03,04",Shrewsbury,02710000,Public School District,       0,       0,     113,     202,     219,     211,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     745,     197,  26.4,      40,   5.4,      88,  11.8,      84,  11.3, , , , ,   2.1,  28.2,   5.9,  60.7,   0.4,   0.0,   2.7,  54.2,  45.8,     256,23.8,        743,42.8,97.7,     200,100.0,17.4,"     $25,523,984","  $72,532",    351.9,"          $57,802,223.86","           5,918.4","               $9,766.53","          $67,964,933.22","           6,290.8","              $10,803.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrewsbury: Major Howard W. Beal School,02710005,Public School,Shrewsbury,MA,01545,"K,01,02,03,04",Shrewsbury,02710000,Public School District,       0,     292,      63,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     355,      75,  21.1,      27,   7.6,      42,  11.8,      39,  11.0, , , , ,   1.4,  21.1,   8.2,  65.4,   0.6,   0.0,   3.4,  54.6,  45.4,     104,22.4,        354,16.3,97.6,      80,100.0,21.7,"     $25,523,984","  $72,532",    351.9,"          $57,802,223.86","           5,918.4","               $9,766.53","          $67,964,933.22","           6,290.8","              $10,803.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrewsbury: Oak Middle School,02710030,Public School,Shrewsbury,MA,01545,"07,08",Shrewsbury,02710000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     436,     479,       0,       0,       0,       0,0.0,     915,     125,  13.7,      15,   1.6,     163,  17.8,     147,  16.1, , , , ,   1.6,  12.3,   5.6,  79.1,   0.2,   0.0,   1.1,  49.3,  50.7,     243,24.1,        915,58.6,100.0,     267,100.0,15.6,"     $25,523,984","  $72,532",    351.9,"          $57,802,223.86","           5,918.4","               $9,766.53","          $67,964,933.22","           6,290.8","              $10,803.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrewsbury: Parker Road Preschool,02710040,Public School,Shrewsbury,MA,01545,PK,Shrewsbury,02710000,Public School District,     239,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     239,      67,  28.0,       0,   0.0,      54,  22.6,      34,  14.2, , , , ,   2.5,  23.4,   8.8,  61.5,   0.8,   0.4,   2.5,  52.7,  47.3,      18,13.3,        239,8.5,100.0,      32,100.0,28.1,"     $25,523,984","  $72,532",    351.9,"          $57,802,223.86","           5,918.4","               $9,766.53","          $67,964,933.22","           6,290.8","              $10,803.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrewsbury: Sherwood Middle School,02710305,Public School,Shrewsbury,MA,01545,"05,06",Shrewsbury,02710000,Public School District,       0,       0,       0,       0,       0,       0,     469,     465,       0,       0,       0,       0,       0,       0,0.0,     934,     150,  16.1,       8,   0.9,     139,  14.9,     122,  13.1, , , , ,   1.5,  15.0,   4.8,  76.0,   0.1,   0.1,   2.5,  49.8,  50.2,     224,24.8,        935,60.5,100.0,     258,100.0,15.4,"     $25,523,984","  $72,532",    351.9,"          $57,802,223.86","           5,918.4","               $9,766.53","          $67,964,933.22","           6,290.8","              $10,803.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrewsbury: Shrewsbury High School,02710505,Public School,Shrewsbury,MA,01545,"09,10,11,12",Shrewsbury,02710000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     401,     416,     390,     410,0.0,"   1,617",     221,  13.7,      24,   1.5,     221,  13.7,     222,  13.7, , , , ,   2.0,  12.2,   3.5,  80.5,   0.2,   0.1,   1.4,  45.1,  54.9,     599,18.9,"      1,616",99.4,100.0,     471,100.0,16.3,"     $25,523,984","  $72,532",    351.9,"          $57,802,223.86","           5,918.4","               $9,766.53","          $67,964,933.22","           6,290.8","              $10,803.86",       427,92.5,1.9,1.2,2.3,2.1,0.0,"   1,617",6.0,0.4,399.0,345.0,86.5,0.0,33.562,13.321000000000002,39.617,12.5425,15.57,13.321000000000002,73.179,399.0,399.0,100.0,268.0,     509,113.0,91.0,45.0,17.0,2.0,9.0,28.0,87.0,160.0,225.0,7.3,92.7,367.0,542.0,552.0
Shrewsbury: Spring Street School,02710035,Public School,Shrewsbury,MA,01545,"K,01,02,03,04",Shrewsbury,02710000,Public School District,       0,      38,      83,      78,      96,      86,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     381,      44,  11.5,       1,   0.3,      46,  12.1,      11,   2.9, , , , ,   0.0,  12.3,   2.1,  83.2,   0.0,   0.0,   2.4,  52.8,  47.2,     134,21.6,        382,20.3,100.0,     104,100.0,18.7,"     $25,523,984","  $72,532",    351.9,"          $57,802,223.86","           5,918.4","               $9,766.53","          $67,964,933.22","           6,290.8","              $10,803.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrewsbury: Walter J. Paton School,02710025,Public School,Shrewsbury,MA,01545,"K,01,02,03,04",Shrewsbury,02710000,Public School District,       0,       0,      89,      84,     105,      93,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     371,      48,  12.9,       2,   0.5,      38,  10.2,      42,  11.3, , , , ,   1.6,  15.1,   4.3,  76.0,   0.3,   0.3,   2.4,  51.8,  48.2,     122,23.4,        371,21.2,100.0,      98,100.0,17.5,"     $25,523,984","  $72,532",    351.9,"          $57,802,223.86","           5,918.4","               $9,766.53","          $67,964,933.22","           6,290.8","              $10,803.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shutesbury: Shutesbury Elementary,02720005,Public School,Shutesbury,MA,01072,"PK,K,01,02,03,04,05,06",Shutesbury,02720000,Public School District,      19,      12,      21,      23,      16,      18,      23,      14,       0,       0,       0,       0,       0,       0,0.0,     146,       0,   0.0,       0,   0.0,      18,  12.3,      20,  13.7, , , , ,   0.7,   0.0,   6.8,  82.9,   0.7,   0.0,   8.9,  52.7,  47.3,      46,18.1,        145,14.6,100.0,      87,100.0,10.0,"        $841,504","  $57,637",     14.6,"           $2,259,733.00",             146.2,"              $15,456.45","           $2,391,789.00",             153.2,"              $15,612.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver Lake: Silver Lake Regional High,07600505,Public School,Kingston,MA,02364,"09,10,11,12",Silver Lake,07600000,Public School District,      85,       0,       0,       0,       0,       0,       0,       0,       0,       0,     306,     331,     287,     298,0.0,"   1,307",       2,   0.2,       2,   0.2,     205,  15.7,     149,  11.4, , , , ,   1.2,   0.5,   0.5,  97.7,   0.1,   0.0,   0.0,  52.6,  47.4,     389,20.5,"      1,294",86.7,100.0,     343,100.0,15.1,"     $10,319,803","  $79,690",    129.5,"          $24,549,475.75","           1,916.5","              $12,809.54","          $24,713,282.75","           1,934.1","              $12,777.67",       288,96.9,0.7,0.3,0.3,1.7,0.0,"   1,222",13.0,1.1,282.0,224.0,79.4,0.0,29.457400000000003,21.9938,28.028200000000002,21.5968,12.783400000000002,12.068800000000001,57.485600000000005,282.0,142.0,50.4,155.0,     333,58.0,47.0,27.0,16.0,7.0,46.0,52.0,105.0,92.0,38.0,29.4,70.6,221.0,520.0,544.0
