School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,Low Income #,Low Income %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Non-Binary,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers (FTE),% of Teachers Licensed,Student / Teacher Ratio,Percent of Experienced Teachers,Percent of Teachers without Waiver or Provisional License,Percent Teaching In-Field,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),4Ycollege%,# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading / Writing,SAT Math,# Grade 11 and 12 Students,# Students Completing Advanced,% Students Completing Advanced,M+E # ELA,M+E % ELA,E # ELA,E % ELA,M # ELA,M % ELA,PM # ELA,PM % ELA,NM # ELA,NM % ELA,No. of Students Included ELA,Part. Rate % ELA,Avg. Scaled Score ELA,SGP ELA,Included In SGP ELA,M+E # MATH,M+E % MATH,E # MATH,E % MATH,M # MATH,M % MATH,PM # MATH,PM % MATH,NM # MATH,NM % MATH,No. of Students Included MATH,Part. Rate % MATH,Avg. Scaled Score MATH,SGP MATH,Included In SGP MATH
Waltham: Waltham Public Schools Dual Language Program,03080001,Public School,Waltham,MA,02453,"K,01,02,03,04,05",Waltham,03080000,Public School District,       0,      39,      37,      33,      30,      35,       0,       0,       0,       0,       0,       0,       0,       0,       0,     174,     121,  69.5,      98,  56.3,       6,   3.4, , ,     118,  67.8,      79,  45.4,4.0,0.0,70.7,22.4,0.0,0.0,2.9,52.9,47.1,0.0,      80,16.8,        175,10.7,100.0,16.2,46.1,88.7,100.0,"     $47,079,599","  $93,006",    506.2,      21,      21, 100.0,   9.5,  81.0,   9.5,   0.0,"         $125,392,031.43","           5,440.4","              $23,048.31","         $132,618,179.43","           5,617.7","              $23,607.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          22,34.0,           4,6.0,          18,28.0,          32,49.0,          11,17.0,          65,100.0,492.0,,,          15,23.0,           1,2.0,          14,22.0,          31,48.0,          19,29.0,          65,100.0,480.0,,
Waltham: Waltham Sr High,03080505,Public School,Waltham,MA,02452,"09,10,11,12",Waltham,03080000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     415,     428,     389,     387,       1,"   1,620",     811,  50.1,     296,  18.3,     277,  17.1, , ,     908,  56.0,     678,  41.9,10.3,3.8,43.0,41.4,0.0,0.1,1.5,52.3,47.6,0.1,     772,14.5,"      1,532",127.9,99.5,12.7,70.4,88.6,94.9,"     $47,079,599","  $93,006",    506.2,     184,     174,  94.6,  14.4,  82.8,   2.9,   0.0,"         $125,392,031.43","           5,440.4","              $23,048.31","         $132,618,179.43","           5,617.7","              $23,607.20",431.0,83.1,5.8,0.0,0.7,10.4,0.0,"   1,619",67.0,4.1,369.0,198.0,53.7,0.0,22.0,8.1,23.6,7.9,6.2,12.5,45.6,369.0,319.0,86.4,     257,     530,91.0,86.0,57.0,19.0,4.0,119.0,146.0,121.0,88.0,56.0,50.0,50.0,203.0,563.0,555.0,         759,         451,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waltham: William F. Stanley Elementary School,03080005,Public School,Waltham,MA,02453,"PK,K,01,02,03,04,05",Waltham,03080000,Public School District,      57,      65,      48,      56,      51,      68,      62,       0,       0,       0,       0,       0,       0,       0,       0,     407,     224,  55.0,     111,  27.3,     105,  25.8, , ,     249,  61.2,     152,  37.3,10.3,8.1,44.0,35.4,0.0,0.0,2.2,56.8,43.2,0.0,     265,11.9,        388,35.9,100.0,11.3,82.3,100.0,100.0,"     $47,079,599","  $93,006",    506.2,      55,      54,  98.2,   5.6,  94.4,   0.0,   0.0,"         $125,392,031.43","           5,440.4","              $23,048.31","         $132,618,179.43","           5,617.7","              $23,607.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          74,45.0,          16,10.0,          58,35.0,          61,37.0,          31,19.0,         166,99.0,498.0,46.0,          46,          40,24.0,           4,2.0,          36,22.0,          75,45.0,          52,31.0,         167,100.0,484.0,28.0,          46
Ware: Stanley M Koziol Elementary School,03090020,Public School,Ware,MA,01082,"PK,K,01,02,03",Ware,03090000,Public School District,      37,      68,      82,      85,      71,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     343,      14,   4.1,      10,   2.9,      70,  20.4, , ,     247,  72.0,     233,  67.9,1.7,0.3,5.0,91.3,0.0,0.0,1.7,48.4,51.6,0.0,      70,21.1,        366,24.6,100.0,13.9,97.6,100.0,100.0,"      $6,458,928","  $72,900",     88.6,      33,      33, 100.0,   9.1,  81.8,   9.1,   0.0,"          $18,718,444.92","           1,119.5","              $16,720.36","          $20,979,417.00","           1,319.1","              $15,904.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          26,38.0,           3,4.0,          23,33.0,          36,52.0,           7,10.0,          69,100.0,493.0,,,           6,9.0,           0,0.0,           6,9.0,          37,54.0,          26,38.0,          69,100.0,475.0,,
Ware: Ware Junior/Senior High School,03090505,Public School,Ware,MA,01082,"07,08,09,10,11,12",Ware,03090000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     102,     114,     105,      69,      66,      64,       3,     523,      11,   2.1,       3,   0.6,     114,  21.8, , ,     300,  57.4,     260,  49.7,1.9,0.4,7.3,85.5,0.2,0.6,4.2,51.4,48.6,0.0,     235,18.0,        530,42.1,99.6,12.4,87.7,85.8,97.8,"      $6,458,928","  $72,900",     88.6,      51,      47,  92.2,   8.5,  91.5,   0.0,   0.0,"          $18,718,444.92","           1,119.5","              $16,720.36","          $20,979,417.00","           1,319.1","              $15,904.34",70.0,74.3,15.7,0.0,0.0,10.0,0.0,     304,9.0,3.0,54.0,32.0,59.3,0.0,20.4,9.3,29.6,9.3,13.0,7.4,50.0,54.0,54.0,100.0,      37,      46,29.0,7.0,1.0,0.0,0.0,7.0,12.0,14.0,8.0,5.0,41.3,58.7,27.0,512.0,534.0,         130,          62,47.7,          50,26.0,           0,0.0,          50,26.0,          97,50.0,          46,24.0,         193,94.0,486.0,31.0,         188,          22,11.0,           1,1.0,          21,11.0,         105,55.0,          65,34.0,         192,93.0,478.0,19.0,         184
Ware: Ware Middle School,03090305,Public School,Ware,MA,01082,"04,05,06",Ware,03090000,Public School District,       0,       0,       0,       0,       0,      76,      97,     101,       0,       0,       0,       0,       0,       0,       0,     274,       4,   1.5,       3,   1.1,      59,  21.5, , ,     176,  64.2,     161,  58.8,0.4,0.7,12.4,81.0,0.4,0.0,5.1,54.0,46.0,0.0,     104,19.7,        272,21.9,100.0,12.5,84.4,95.4,100.0,"      $6,458,928","  $72,900",     88.6,      30,      29,  96.7,  13.8,  75.9,  10.3,   0.0,"          $18,718,444.92","           1,119.5","              $16,720.36","          $20,979,417.00","           1,319.1","              $15,904.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         102,40.0,           4,2.0,          98,38.0,         107,42.0,          47,18.0,         256,100.0,493.0,41.0,         172,          68,27.0,           1,0.0,          67,26.0,         118,46.0,          70,27.0,         256,100.0,484.0,45.0,         173
Wareham: Wareham Cooperative Alternative School,03100315,Public School,Wareham,MA,02571,"09,10,11,12",Wareham,03100000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       7,       3,      13,      10,       0,      33,       0,   0.0,       0,   0.0,      11,  33.3, , ,      29,  87.9,      28,  84.8,18.2,0.0,12.1,57.6,0.0,0.0,12.1,57.6,42.4,0.0,      23,5.3,         47,2.6,100.0,12.8,80.6,70.9,85.7,"     $14,744,655","  $85,725",    172.0,       8,       2,  25.0,-,-,-,-,"          $39,943,403.79","           1,976.0","              $20,214.27","          $46,236,866.53","           2,343.6","              $19,728.99",25.0,16.0,36.0,0.0,0.0,48.0,0.0,      33,20.0,60.6,8.0,,,,,,,,,,,8.0,5.0,62.5,,,,,,,,,,,,,,,,,,          22,           0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wareham: Wareham Elementary School,03100017,Public School,Wareham,MA,02571,"PK,K,01,02,03,04",Wareham,03100000,Public School District,       0,       0,       0,       0,     167,     134,       0,       0,       0,       0,       0,       0,       0,       0,       0,     301,      13,   4.3,       7,   2.3,      67,  22.3, , ,     202,  67.1,     186,  61.8,8.3,1.0,11.6,65.8,1.0,0.0,12.3,46.5,53.5,0.0,     150,16.9,        316,25.7,98.2,11.7,90.5,100.0,90.0,"     $14,744,655","  $85,725",    172.0,      34,      33,  97.1,  27.3,  72.7,   0.0,   0.0,"          $39,943,403.79","           1,976.0","              $20,214.27","          $46,236,866.53","           2,343.6","              $19,728.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          91,32.0,           2,1.0,          89,31.0,         150,52.0,          45,16.0,         286,99.0,491.0,,,          26,9.0,           2,1.0,          24,8.0,         130,46.0,         129,45.0,         285,99.0,473.0,,
Wareham: Wareham Middle,03100305,Public School,Wareham,MA,02571,"05,06,07",Wareham,03100000,Public School District,       0,       0,       0,       0,       0,       0,     166,     180,     187,       0,       0,       0,       0,       0,       0,     533,       8,   1.5,       3,   0.6,     138,  25.9, , ,     343,  64.4,     303,  56.8,8.6,0.9,9.6,65.9,1.5,0.2,13.3,50.8,49.2,0.0,     309,15.0,        549,36.0,100.0,14.8,95.2,97.8,100.0,"     $14,744,655","  $85,725",    172.0,      52,      52, 100.0,  34.6,  65.4,   0.0,   0.0,"          $39,943,403.79","           1,976.0","              $20,214.27","          $46,236,866.53","           2,343.6","              $19,728.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         161,32.0,          14,3.0,         147,29.0,         225,45.0,         119,24.0,         505,99.0,489.0,34.0,         474,          95,19.0,           4,1.0,          91,18.0,         284,56.0,         126,25.0,         505,98.0,484.0,29.0,         473
Wareham: Wareham Senior High,03100505,Public School,Wareham,MA,02571,"08,09,10,11,12",Wareham,03100000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,     164,     131,     108,      97,      79,       6,     585,      10,   1.7,       1,   0.2,     148,  25.3, , ,     336,  57.4,     295,  50.4,7.7,0.9,6.8,71.8,1.7,0.0,11.1,48.7,51.1,0.2,     501,11.8,        591,59.2,99.2,9.9,86.6,92.9,89.7,"     $14,744,655","  $85,725",    172.0,      75,      73,  97.3,  37.0,  61.6,   1.4,   0.0,"          $39,943,403.79","           1,976.0","              $20,214.27","          $46,236,866.53","           2,343.6","              $19,728.99",75.0,81.3,8.0,1.3,0.0,9.3,0.0,     415,16.0,3.9,63.0,33.0,52.4,0.0,22.2,7.9,22.2,6.3,14.3,6.3,44.4,63.0,63.0,100.0,      78,     132,37.0,31.0,7.0,3.0,0.0,63.0,38.0,21.0,10.0,0.0,76.5,23.5,9.0,,,         166,          79,47.6,          50,34.0,           8,5.0,          42,29.0,          71,49.0,          25,17.0,         146,95.0,493.0,31.0,         132,          24,16.0,           1,1.0,          23,16.0,          74,50.0,          49,33.0,         147,96.0,480.0,22.0,         133
Watertown: Cunniff,03140015,Public School,Watertown,MA,02472,"K,01,02,03,04,05",Watertown,03140000,Public School District,       0,      52,      38,      54,      51,      38,      34,       0,       0,       0,       0,       0,       0,       0,       0,     267,      88,  33.0,      40,  15.0,      42,  15.7, , ,     105,  39.3,      65,  24.3,3.7,6.4,20.6,64.4,0.0,0.0,4.9,50.2,49.8,0.0,     232,9.9,        255,29.6,100.0,9.0,73.0,100.0,96.2,"     $22,758,594","  $87,668",    259.6,      60,      56,  93.3,  28.6,  71.4,   0.0,   0.0,"          $59,371,088.85","           2,479.6","              $23,943.82","          $67,177,223.88","           2,629.2","              $25,550.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          47,43.0,          11,10.0,          36,33.0,          54,50.0,           8,7.0,         109,95.0,498.0,37.0,          28,          28,26.0,           2,2.0,          26,24.0,          56,52.0,          24,22.0,         108,94.0,486.0,23.0,          29
Watertown: Hosmer,03140020,Public School,Watertown,MA,02472,"PK,K,01,02,03,04,05",Watertown,03140000,Public School District,      77,      87,      84,      87,      89,      88,      79,       0,       0,       0,       0,       0,       0,       0,       0,     591,     240,  40.6,     125,  21.2,     118,  20.0, , ,     292,  49.4,     160,  27.1,4.2,8.1,15.4,65.5,0.3,0.2,6.3,51.6,48.4,0.0,     386,12.4,        610,65.3,98.5,9.1,90.8,96.9,100.0,"     $22,758,594","  $87,668",    259.6,      82,      75,  91.5,  20.0,  76.0,   4.0,   0.0,"          $59,371,088.85","           2,479.6","              $23,943.82","          $67,177,223.88","           2,629.2","              $25,550.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         127,52.0,          26,11.0,         101,42.0,          92,38.0,          24,10.0,         243,99.0,501.0,45.0,          70,          70,29.0,           7,3.0,          63,26.0,         121,50.0,          52,21.0,         243,99.0,488.0,29.0,          70
Watertown: James Russell Lowell,03140025,Public School,Watertown,MA,02472,"K,01,02,03,04,05",Watertown,03140000,Public School District,       0,      50,      79,      70,      73,      68,      61,       0,       0,       0,       0,       0,       0,       0,       0,     401,     135,  33.7,      79,  19.7,      72,  18.0, , ,     182,  45.4,     114,  28.4,5.5,3.7,18.5,65.1,0.2,0.0,7.0,49.9,50.1,0.0,     311,11.4,        396,43.8,100.0,9.2,76.0,97.7,92.1,"     $22,758,594","  $87,668",    259.6,      71,      63,  88.7,  30.2,  69.8,   0.0,   0.0,"          $59,371,088.85","           2,479.6","              $23,943.82","          $67,177,223.88","           2,629.2","              $25,550.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          94,52.0,          17,9.0,          77,42.0,          69,38.0,          19,10.0,         182,96.0,500.0,37.0,          47,          73,39.0,           8,4.0,          65,35.0,          78,42.0,          34,18.0,         185,97.0,491.0,32.0,          49
Watertown: Watertown High,03140505,Public School,Watertown,MA,02472,"09,10,11,12",Watertown,03140000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     177,     164,     159,     189,       6,     695,     291,  41.9,      60,   8.6,     112,  16.1, , ,     370,  53.2,     274,  39.4,4.7,7.9,22.0,60.9,0.6,0.0,3.9,52.8,47.2,0.0,     408,14.4,        707,66.1,100.0,10.5,94.2,95.9,94.9,"     $22,758,594","  $87,668",    259.6,      92,      66,  71.7,  19.7,  80.3,   0.0,   0.0,"          $59,371,088.85","           2,479.6","              $23,943.82","          $67,177,223.88","           2,629.2","              $25,550.44",190.0,88.4,3.7,0.0,1.1,6.8,0.0,     689,13.0,1.9,178.0,135.0,75.8,0.0,33.1,9.0,33.7,9.0,8.4,18.5,66.80000000000001,178.0,125.0,70.2,      96,     150,56.0,29.0,8.0,3.0,0.0,7.0,24.0,46.0,38.0,35.0,20.7,79.3,144.0,559.0,568.0,         354,         239,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watertown: Watertown Middle,03140305,Public School,Watertown,MA,02472,"06,07,08",Watertown,03140000,Public School District,       0,       0,       0,       0,       0,       0,       0,     178,     184,     210,       0,       0,       0,       0,       0,     572,     233,  40.7,      54,   9.4,     117,  20.5, , ,     301,  52.6,     211,  36.9,3.3,8.4,19.1,63.6,0.3,0.0,5.2,52.3,47.7,0.0,     482,13.2,        575,54.7,98.0,10.5,78.7,94.7,88.2,"     $22,758,594","  $87,668",    259.6,      75,      52,  69.3,   9.6,  90.4,   0.0,   0.0,"          $59,371,088.85","           2,479.6","              $23,943.82","          $67,177,223.88","           2,629.2","              $25,550.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         229,43.0,          37,7.0,         192,36.0,         213,40.0,          86,16.0,         528,97.0,496.0,40.0,         493,         163,31.0,          19,4.0,         144,27.0,         280,53.0,          83,16.0,         526,97.0,491.0,36.0,         491
Wayland: Claypit Hill School,03150005,Public School,Wayland,MA,01778,"K,01,02,03,04,05",Wayland,03150000,Public School District,       0,      74,      66,      75,      97,     104,      88,       0,       0,       0,       0,       0,       0,       0,       0,     504,      65,  12.9,      21,   4.2,      75,  14.9, , ,     124,  24.6,      21,   4.2,4.4,11.3,5.4,72.6,0.0,0.2,6.2,48.6,51.4,0.0,     213,19.5,        508,40.7,100.0,12.4,87.6,100.0,98.0,"     $24,141,190"," $105,651",    228.5,      62,      61,  98.4,  26.2,  73.8,   0.0,   0.0,"          $54,734,625.76","           2,699.1","              $20,278.84","          $56,928,400.84","           2,761.7","              $20,613.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         202,72.0,          37,13.0,         165,59.0,          72,26.0,           6,2.0,         280,100.0,509.0,39.0,          80,         181,65.0,          43,15.0,         138,49.0,          85,30.0,          14,5.0,         280,100.0,508.0,49.0,          80
Wayland: Happy Hollow School,03150015,Public School,Wayland,MA,01778,"K,01,02,03,04,05",Wayland,03150000,Public School District,       0,      71,      55,      52,      60,      64,      59,       0,       0,       0,       0,       0,       0,       0,       0,     361,      53,  14.7,      22,   6.1,      54,  15.0, , ,      93,  25.8,      28,   7.8,3.9,10.2,4.4,74.5,0.0,0.0,6.9,53.7,46.3,0.0,     148,20.0,        364,29.2,100.0,12.4,89.7,100.0,91.9,"     $24,141,190"," $105,651",    228.5,      44,      43,  97.7,  39.5,  60.5,   0.0,   0.0,"          $54,734,625.76","           2,699.1","              $20,278.84","          $56,928,400.84","           2,761.7","              $20,613.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         125,71.0,          23,13.0,         102,58.0,          47,27.0,           3,2.0,         175,97.0,509.0,42.0,          54,         107,61.0,          22,13.0,          85,49.0,          59,34.0,           8,5.0,         174,97.0,507.0,56.0,          53
Wayland: Loker School,03150020,Public School,Wayland,MA,01778,"K,01,02,03,04,05",Wayland,03150000,Public School District,       0,      57,      80,      56,      76,      44,      44,       0,       0,       0,       0,       0,       0,       0,       0,     357,      69,  19.3,      26,   7.3,      30,   8.4, , ,      78,  21.8,      19,   5.3,4.2,16.5,6.7,65.8,0.0,0.0,6.7,49.3,50.7,0.0,     147,20.1,        365,27.5,100.0,13.0,78.0,92.7,100.0,"     $24,141,190"," $105,651",    228.5,      45,      44,  97.8,  40.9,  59.1,   0.0,   0.0,"          $54,734,625.76","           2,699.1","              $20,278.84","          $56,928,400.84","           2,761.7","              $20,613.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         125,78.0,          29,18.0,          96,60.0,          33,21.0,           2,1.0,         160,99.0,513.0,47.0,          42,         106,66.0,          26,16.0,          80,50.0,          50,31.0,           4,3.0,         160,99.0,509.0,45.0,          42
Wayland: The Children's Way Preschool,03150025,Public School,Wayland,MA,01778,PK,Wayland,03150000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $24,141,190"," $105,651",    228.5,,,,,,,,"          $54,734,625.76","           2,699.1","              $20,278.84","          $56,928,400.84","           2,761.7","              $20,613.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayland: Wayland High School,03150505,Public School,Wayland,MA,01778,"09,10,11,12",Wayland,03150000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     213,     196,     196,     231,       0,     836,     103,  12.3,      13,   1.6,     167,  20.0, , ,     222,  26.6,      61,   7.3,4.8,19.1,4.2,65.4,0.0,0.1,6.3,50.1,49.9,0.0,     386,15.1,        834,72.4,99.4,11.6,91.6,96.1,94.4,"     $24,141,190"," $105,651",    228.5,      99,      98,  99.0,  21.4,  78.6,   0.0,   0.0,"          $54,734,625.76","           2,699.1","              $20,278.84","          $56,928,400.84","           2,761.7","              $20,613.54",229.0,99.1,0.4,0.0,0.0,0.4,0.0,     836,1.0,0.1,228.0,187.0,82.0,0.0,47.4,3.1,31.6,2.6,1.8,11.0,79.0,228.0,174.0,76.3,     216,     434,95.0,60.0,33.0,21.0,7.0,5.0,28.0,86.0,146.0,169.0,7.6,92.4,214.0,645.0,657.0,         424,         348,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
