School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers (FTE),% of Teachers Licensed,Student / Teacher Ratio,Percent of Experienced Teachers,Percent of Teachers without Waiver or Provisional License,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading / Writing,SAT Math,# Grade 11 and 12 Students,# Students Completing Advanced,% Students Completing Advanced,M+E # ELA,M+E % ELA,E # ELA,E % ELA,M # ELA,M % ELA,PM # ELA,PM % ELA,NM # ELA,NM % ELA,No. of Students Included ELA,Avg. Scaled Score ELA,SGP ELA,Included In SGP ELA,Ach. PCTL ELA,M+E # MATH,M+E % MATH,E # MATH,E % MATH,M # MATH,M % MATH,PM # MATH,PM % MATH,NM # MATH,NM % MATH,No. of Students Included MATH,Avg. Scaled Score MATH,SGP MATH,Included In SGP MATH,Ach. PCTL MATH,Overall Classification,Reason for Classification,Accountability Percentile (1-99),Overall Improvement Toward Improvement Targets (%)
Revere: Susan B. Anthony Middle School,02480305,Public School,Revere,MA,02151,"06,07,08",Revere,02480000,Public School District,       0,       0,       0,       0,       0,       0,       0,     189,     195,     186,       0,       0,       0,       0,       0,     570,     352,61.8,      77,13.5,      64,11.2,     359,63.0,     280,49.1,3.3,4.7,57.0,33.3,0.2,0.0,1.4,47.4,52.6,     230,22.4,        573,46.0,100.0,  12.4 to 1,80.4,91.3,"     $45,267,691","  $84,031",    539.0,57.0,55.0,96.5,  21.8,  74.5,   3.6,   0.0,"         $100,063,019.07","           7,568.3","              $13,221.33","         $119,116,803.83","           8,060.4","              $14,778.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         229,43.0,          40,7.0,         189,35.0,         217,40.0,          91,17.0,         537,496.8,49.5,         477,31.0,         248,46.0,          36,7.0,         212,40.0,         232,43.0,          56,10.0,         536,499.0,55.7,         476,49.0,Not requiring assistance or intervention,Partially meeting targets,39.0,66.0
Richmond: Richmond Consolidated,02490005,Public School,Richmond,MA,01254,"PK,K,01,02,03,04,05,06,07,08",Richmond,02490000,Public School District,      15,      18,      17,      17,      19,      16,      20,      24,      13,      20,       0,       0,       0,       0,       0,     179,       0,0.0,       0,0.0,       9,5.0,      42,23.5,      34,19.0,1.1,0.0,6.1,89.9,0.0,0.0,2.8,46.9,53.1,     118,17.9,        183,19.2,97.9,   9.3 to 1,99.0,90.6,"      $1,503,587","  $78,312",     19.0,24.0,24.0,100.0,  41.7,  54.2,   4.2,   0.0,"           $3,421,743.43",             178.6,"              $19,158.70","           $4,021,258.47",             218.1,"              $18,437.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          71,63.0,          13,12.0,          58,51.0,          37,33.0,           5,4.0,         113,507.6,51.8,          89,76.0,          59,52.0,           9,8.0,          50,44.0,          47,42.0,           7,6.0,         113,501.0,50.8,          89,61.0,Not requiring assistance or intervention,Partially meeting targets,55.0,53.0
Rising Tide Charter Public (District): Rising Tide Charter Public School,04830305,Charter School,Plymouth,MA,02360,"05,06,07,08,09,10,11,12",Rising Tide Charter Public (District),04830000,Charter District,       0,       0,       0,       0,       0,       0,      92,      92,      91,      90,      73,      80,      70,      72,       0,     660,       4,0.6,       0,0.0,     105,15.9,     155,23.5,      65,9.8,1.4,2.6,2.4,88.5,0.3,0.0,4.8,50.0,49.8,     331,18.4,        664,61.0,68.4,  10.8 to 1,52.9,82.0,,,,,,,,,,,"           $9,883,724.93",             661.5,"              $14,940.71","           $9,883,724.93",             661.5,"              $14,940.71",        70,100.0,0.0,0.0,0.0,0.0,0.0,     295,0.0,0.0,72.0,61.0,84.7,0.0,54.1,11.5,32.8,11.5,18.0,9.8,72.0,72.0,100.0,      31,      59,13.0,9.0,8.0,1.0,0.0,3.0,17.0,19.0,13.0,7.0,33.9,66.1,86.0,576.0,532.0,         143,         111,77.6,         213,59.0,          21,6.0,         192,53.0,         135,37.0,          13,4.0,         361,502.8,44.8,         327,53.0,         214,59.0,          16,4.0,         198,55.0,         135,37.0,          12,3.0,         361,503.1,46.5,         327,66.0,Not requiring assistance or intervention,Partially meeting targets,85.0,65.0
River Valley Charter (District): River Valley Charter School,04820050,Charter School,Newburyport,MA,01950,"K,01,02,03,04,05,06,07,08",River Valley Charter (District),04820000,Charter District,       0,      32,      32,      32,      34,      32,      33,      32,      31,      30,       0,       0,       0,       0,       0,     288,       5,1.7,       0,0.0,      41,14.2,      60,20.8,      22,7.6,0.7,2.8,2.4,89.6,0.3,0.0,4.2,41.3,58.7,     116,15.3,        287,20.8,91.3,  13.9 to 1,75.8,75.9,,,,,,,,,,,"           $4,511,587.00",             288.0,"              $15,665.23","           $4,511,587.00",             288.0,"              $15,665.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         122,65.0,          16,8.0,         106,56.0,          58,31.0,           9,5.0,         189,507.1,59.6,         152,72.0,          95,50.0,          19,10.0,          76,40.0,          73,38.0,          22,12.0,         190,499.8,60.5,         152,53.0,Not requiring assistance or intervention,Partially meeting targets,74.0,74.0
Rochester: Rochester Memorial,02500005,Public School,Rochester,MA,02770,"PK,K,01,02,03,04,05,06",Rochester,02500000,Public School District,      26,      73,      54,      75,      63,      68,      73,      66,       0,       0,       0,       0,       0,       0,       0,     498,       3,0.6,       2,0.4,      87,17.5,     139,27.9,      65,13.1,1.6,0.0,1.4,90.6,0.0,0.0,6.4,52.8,47.2,     202,19.5,        507,38.1,100.0,  13.1 to 1,91.3,99.2,"      $3,310,367","  $86,886",     38.0,45.0,44.0,97.8,   0.0,  95.5,   4.5,   0.0,"           $7,012,475.25",             505.6,"              $13,869.61","           $7,559,828.78",             516.6,"              $14,633.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         160,58.0,          27,10.0,         133,49.0,         108,39.0,           6,2.0,         274,505.9,52.9,         201,68.0,         148,54.0,          26,10.0,         122,45.0,         111,41.0,          13,5.0,         272,503.0,61.7,         198,65.0,Not requiring assistance or intervention,Meeting targets,73.0,82.0
Rockland: Jefferson Elementary School,02510060,Public School,Rockland,MA,02370,"K,01,02,03,04",Rockland,02510000,Public School District,       0,      93,      56,      53,      51,      52,       0,       0,       0,       0,       0,       0,       0,       0,       0,     305,      34,11.1,      26,8.5,      50,16.4,     155,50.8,     120,39.3,4.9,1.6,11.1,77.7,0.0,0.0,4.6,47.9,52.1,     143,16.9,        290,24.2,97.9,  12.6 to 1,69.8,93.8,"     $11,931,929","  $68,653",    174.0,35.0,35.0,100.0,-,-,-,-,"          $34,181,194.34","           2,195.7","              $15,567.33","          $38,377,939.31","           2,380.3","              $16,123.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          42,41.0,           4,4.0,          38,37.0,          46,45.0,          14,14.0,         102,497.3,59.6,          45,33.0,          40,39.0,           4,4.0,          36,35.0,          44,43.0,          18,18.0,         102,496.1,70.4,          45,38.0,Not requiring assistance or intervention,School of Recognition: Exceeding Targets,46.0,95.0
Rockland: John W Rogers Middle,02510305,Public School,Rockland,MA,02370,"05,06,07,08",Rockland,02510000,Public School District,       0,       0,       0,       0,       0,       0,     161,     154,     157,     177,       0,       0,       0,       0,       0,     649,      60,9.2,      16,2.5,     122,18.8,     306,47.1,     222,34.2,4.8,1.5,13.1,76.9,0.0,0.0,3.7,50.7,49.3,     359,19.4,        684,50.2,100.0,  12.9 to 1,78.5,94.0,"     $11,931,929","  $68,653",    174.0,60.0,60.0,100.0,   8.3,  91.7,   0.0,   0.0,"          $34,181,194.34","           2,195.7","              $15,567.33","          $38,377,939.31","           2,380.3","              $16,123.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         319,51.0,          52,8.0,         267,43.0,         239,38.0,          68,11.0,         626,500.8,57.2,         603,44.0,         238,38.0,          22,4.0,         216,35.0,         322,51.0,          66,11.0,         626,495.5,50.1,         606,36.0,Not requiring assistance or intervention,Partially meeting targets,42.0,61.0
Rockland: Memorial Park,02510020,Public School,Rockland,MA,02370,"K,01,02,03,04",Rockland,02510000,Public School District,       0,      54,      60,      52,      51,      66,       0,       0,       0,       0,       0,       0,       0,       0,       0,     283,      43,15.2,      31,11.0,      39,13.8,     130,45.9,     101,35.7,3.9,0.7,15.2,77.7,0.0,0.0,2.5,48.4,51.6,     123,19.2,        306,26.1,98.1,  10.8 to 1,70.9,98.1,"     $11,931,929","  $68,653",    174.0,38.0,38.0,100.0,-,-,-,-,"          $34,181,194.34","           2,195.7","              $15,567.33","          $38,377,939.31","           2,380.3","              $16,123.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          40,37.0,           3,3.0,          37,34.0,          62,57.0,           6,6.0,         108,497.5,52.7,          60,33.0,          39,36.0,           4,4.0,          35,33.0,          50,47.0,          18,17.0,         107,491.7,52.1,          59,24.0,Not requiring assistance or intervention,Partially meeting targets,32.0,54.0
Rockland: R Stewart Esten,02510025,Public School,Rockland,MA,02370,"K,01,02,03,04",Rockland,02510000,Public School District,       0,      17,      61,      76,      69,      88,       0,       0,       0,       0,       0,       0,       0,       0,       0,     311,      34,10.9,      26,8.4,      52,16.7,     152,48.9,     118,37.9,8.4,1.3,15.4,72.7,0.0,0.0,2.3,55.6,44.4,     137,19.4,        340,26.3,100.0,  11.8 to 1,74.4,88.6,"     $11,931,929","  $68,653",    174.0,36.0,36.0,100.0,   5.6,  91.7,   2.8,   0.0,"          $34,181,194.34","           2,195.7","              $15,567.33","          $38,377,939.31","           2,380.3","              $16,123.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          72,47.0,           7,5.0,          65,42.0,          70,45.0,          12,8.0,         154,500.9,52.5,          80,45.0,          94,61.0,          30,19.0,          64,42.0,          49,32.0,          11,7.0,         154,507.6,57.5,          82,82.0,Not requiring assistance or intervention,Meeting targets,63.0,91.0
Rockland: Rockland Senior High,02510505,Public School,Rockland,MA,02370,"PK,09,10,11,12",Rockland,02510000,Public School District,      61,       0,       0,       0,       0,       0,       0,       0,       0,       0,     148,     170,     122,     139,       5,     645,      40,6.2,      16,2.5,     103,16.0,     233,36.1,     155,24.0,4.2,0.5,11.6,80.0,0.0,0.0,3.7,50.1,49.9,     278,16.0,        666,47.0,100.0,  13.7 to 1,83.0,89.8,"     $11,931,929","  $68,653",    174.0,63.0,62.0,98.4,-,-,-,-,"          $34,181,194.34","           2,195.7","              $15,567.33","          $38,377,939.31","           2,380.3","              $16,123.15",       147,89.1,4.1,0.7,0.0,6.1,0.0,     579,11.0,1.9,133.0,98.0,73.7,0.0,29.6,18.4,52.0,17.3,22.4,16.3,133.0,133.0,100.0,     119,     206,64.0,28.0,23.0,3.0,1.0,52.0,58.0,56.0,30.0,10.0,53.4,46.6,151.0,542.0,546.0,         259,         259,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not requiring assistance or intervention,Partially meeting targets,33.0,33.0
Rockport: Rockport Elementary,02520005,Public School,Rockport,MA,01966,"PK,K,01,02,03,04,05",Rockport,02520000,Public School District,      16,      52,      59,      73,      65,      60,      68,       0,       0,       0,       0,       0,       0,       0,       0,     393,      10,2.5,      10,2.5,      84,21.4,     160,40.7,      89,22.6,0.0,2.0,0.3,97.7,0.0,0.0,0.0,52.2,47.8,     121,21.7,        399,27.9,100.0,  14.1 to 1,89.2,100.0,"      $6,815,291","  $77,009",     89.0,35.0,32.0,91.4,-,-,-,-,"          $16,872,046.00",             918.2,"              $18,375.13","          $19,112,301.28",             957.2,"              $19,966.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          90,48.0,           7,4.0,          83,44.0,          93,49.0,           5,3.0,         188,501.3,41.6,         118,47.0,          78,41.0,          11,6.0,          67,35.0,          97,51.0,          14,7.0,         189,497.8,41.3,         119,44.0,Not requiring assistance or intervention,Partially meeting targets,32.0,65.0
Rockport: Rockport High,02520510,Public School,Rockport,MA,01966,"09,10,11,12",Rockport,02520000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      68,      73,      77,      68,       0,     286,       3,1.0,       1,0.3,      53,18.5,      81,28.3,      38,13.3,1.0,1.0,1.7,95.8,0.0,0.0,0.3,51.0,49.0,     181,13.3,        284,30.9,99.1,   9.3 to 1,79.0,74.8,"      $6,815,291","  $77,009",     89.0,44.0,43.0,97.7,-,-,-,-,"          $16,872,046.00",             918.2,"              $18,375.13","          $19,112,301.28",             957.2,"              $19,966.88",        69,95.7,1.4,0.0,0.0,2.9,0.0,     286,2.0,0.7,68.0,51.0,75.0,0.0,51.0,7.8,41.2,7.8,7.8,15.7,68.0,68.0,100.0,      56,      99,31.0,9.0,14.0,2.0,0.0,14.0,37.0,29.0,10.0,9.0,51.5,48.5,72.0,572.0,532.0,         144,         101,70.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not requiring assistance or intervention,Partially meeting targets,44.0,74.0
Rockport: Rockport Middle,02520305,Public School,Rockport,MA,01966,"06,07,08",Rockport,02520000,Public School District,       0,       0,       0,       0,       0,       0,       0,      73,      76,      76,       0,       0,       0,       0,       0,     225,       0,0.0,       0,0.0,      42,18.7,      64,28.4,      35,15.6,0.0,0.9,2.2,96.9,0.0,0.0,0.0,54.2,45.8,     228,14.7,        227,29.8,96.0,   7.6 to 1,76.8,97.5,"      $6,815,291","  $77,009",     89.0,39.0,37.0,94.9,-,-,-,-,"          $16,872,046.00",             918.2,"              $18,375.13","          $19,112,301.28",             957.2,"              $19,966.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         136,62.0,          24,11.0,         112,51.0,          70,32.0,          13,6.0,         219,505.3,51.4,         209,65.0,         111,51.0,          17,8.0,          94,43.0,          97,44.0,          11,5.0,         219,500.8,55.1,         208,57.0,Not requiring assistance or intervention,Partially meeting targets,65.0,63.0
Rowe: Rowe Elementary,02530005,Public School,Rowe,MA,01367,"PK,K,01,02,03,04,05,06",Rowe,02530000,Public School District,      14,       8,      13,       4,      10,       7,       5,      10,       0,       0,       0,       0,       0,       0,       0,      71,       0,0.0,       0,0.0,      16,22.5,      33,46.5,      22,31.0,0.0,0.0,5.6,88.7,0.0,0.0,5.6,47.9,52.1,      25,14.0,         68,8.0,100.0,   8.9 to 1,100.0,100.0,"        $490,587","  $61,323",      8.0,14.0,8.0,57.1,  62.5,  25.0,  12.5,   0.0,"           $1,742,695.00",              65.5,"              $26,606.03","           $2,210,385.24",              95.0,"              $23,267.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          16,53.0,           1,3.0,          15,50.0,          13,43.0,           1,3.0,          30,500.2,49.9,          21,40.0,          17,57.0,           1,3.0,          16,53.0,          11,37.0,           2,7.0,          30,501.0,52.7,          21,56.0,Not requiring assistance or intervention,Meeting targets,44.0,91.0
Roxbury Preparatory Charter (District): Roxbury Preparatory Charter School,04840505,Charter School,Roxbury,MA,02120,"05,06,07,08,09,10,11,12",Roxbury Preparatory Charter (District),04840000,Charter District,       0,       0,       0,       0,       0,       0,     236,     248,     244,     255,     199,     162,      78,       0,       0,"   1,422",     304,21.4,     304,21.4,     247,17.4,"   1,033",72.6,     815,57.3,57.2,0.8,39.5,1.1,0.2,0.1,0.9,50.9,49.1,     338,24.6,"      1,379",117.9,55.7,  12.1 to 1,22.8,85.1,,,,,,,,,,,"          $25,159,274.25","           1,407.3","              $17,877.56","          $25,159,274.25","           1,407.3","              $17,877.56",,,,,,,,     439,6.0,1.4,,,,,,,,,,,,,,     228,     484,79.0,73.0,45.0,31.0,0.0,214.0,166.0,88.0,14.0,2.0,78.5,21.5,75.0,504.0,516.0,          77,          77,100.0,         375,39.0,          44,5.0,         331,35.0,         418,44.0,         160,17.0,         953,493.7,53.3,         841,21.0,         433,45.0,          28,3.0,         405,42.0,         438,46.0,          83,9.0,         954,496.7,60.9,         845,42.0,Not requiring assistance or intervention,Partially meeting targets,28.0,34.0
Salem: Bates,02580003,Public School,Salem,MA,01970,"PK,K,01,02,03,04,05",Salem,02580000,Public School District,       0,      48,      65,      67,      57,      53,      52,       0,       0,       0,       0,       0,       0,       0,       0,     342,      54,15.8,      25,7.3,      75,21.9,     199,58.2,     163,47.7,7.0,2.0,27.2,56.7,0.3,0.0,6.7,51.5,48.5,     151,17.7,        365,26.9,99.4,  12.7 to 1,79.0,88.9,"     $33,633,262","  $94,132",    357.0,43.0,43.0,100.0,  11.6,  88.4,   0.0,   0.0,"          $72,895,051.69","           3,736.9","              $19,506.82","          $89,300,893.07","           4,656.5","              $19,177.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          47,32.0,           0,0.0,          47,32.0,          82,56.0,          18,12.0,         147,490.3,42.5,          96,13.0,          55,37.0,           4,3.0,          51,34.0,          66,45.0,          27,18.0,         148,490.9,46.8,          97,22.0,Not requiring assistance or intervention,Partially meeting targets,18.0,54.0
Salem: Bentley Academy Innovation School,02580010,Public School,Salem,MA,01970,"K,01,02,03,04,05",Salem,02580000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $33,633,262","  $94,132",    357.0,,,,,,,,"          $72,895,051.69","           3,736.9","              $19,506.82","          $89,300,893.07","           4,656.5","              $19,177.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem: Carlton,02580015,Public School,Salem,MA,01970,"K,01,02,03,04,05",Salem,02580000,Public School District,       0,      55,      45,      31,      44,      45,      32,       0,       0,       0,       0,       0,       0,       0,       0,     252,      41,16.3,      14,5.6,      51,20.2,     141,56.0,     115,45.6,3.6,0.4,28.2,62.3,0.0,0.0,5.6,46.8,53.2,     108,20.9,        276,23.0,99.6,  11.0 to 1,56.0,95.6,"     $33,633,262","  $94,132",    357.0,38.0,36.0,94.7,  13.9,  83.3,   2.8,   0.0,"          $72,895,051.69","           3,736.9","              $19,506.82","          $89,300,893.07","           4,656.5","              $19,177.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          62,54.0,          13,11.0,          49,43.0,          46,40.0,           7,6.0,         115,504.9,51.6,          68,64.0,          68,59.0,           4,3.0,          64,56.0,          38,33.0,           9,8.0,         115,500.9,47.4,          68,57.0,Not requiring assistance or intervention,Meeting targets,54.0,78.0
Salem: Collins Middle,02580305,Public School,Salem,MA,01970,"06,07,08",Salem,02580000,Public School District,       0,       0,       0,       0,       0,       0,       0,     178,     185,     173,       0,       0,       0,       0,       0,     536,     138,25.7,      41,7.6,     120,22.4,     324,60.4,     265,49.4,7.3,3.4,33.8,51.1,0.0,0.0,4.5,53.2,46.8,     252,18.0,        569,55.2,100.0,   9.7 to 1,75.6,83.7,"     $33,633,262","  $94,132",    357.0,71.0,68.0,95.8,   2.9,  83.8,  11.8,   1.5,"          $72,895,051.69","           3,736.9","              $19,506.82","          $89,300,893.07","           4,656.5","              $19,177.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         225,45.0,          25,5.0,         200,40.0,         190,38.0,          90,18.0,         505,494.7,51.6,         483,24.0,         191,38.0,          25,5.0,         166,33.0,         255,50.0,          59,12.0,         505,494.9,54.4,         484,34.0,Not requiring assistance or intervention,Partially meeting targets,24.0,43.0
