School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,Low Income #,Low Income %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers (FTE),% of Teachers Licensed,Student / Teacher Ratio,Percent of Experienced Teachers,Percent of Teachers without Waiver or Provisional License,Percent Teaching In-Field,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),4Ycollege%,# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading / Writing,SAT Math,# Grade 11 and 12 Students,# Students Completing Advanced,% Students Completing Advanced,M+E # ELA,M+E % ELA,E # ELA,E % ELA,M # ELA,M % ELA,PM # ELA,PM % ELA,NM # ELA,NM % ELA,No. of Students Included ELA,Avg. Scaled Score ELA,SGP ELA,Included In SGP ELA,Ach. PCTL ELA,M+E # MATH,M+E % MATH,E # MATH,E % MATH,M # MATH,M % MATH,PM # MATH,PM % MATH,NM # MATH,NM % MATH,No. of Students Included MATH,Avg. Scaled Score MATH,SGP MATH,Included In SGP MATH,Ach. PCTL MATH,Overall Classification,Reason for Classification,Accountability Percentile (1-99),Cumulative Progress Toward Improvement Targets (%)
Wayland: Wayland Middle School,03150305,Public School,Wayland,MA,01778,"06,07,08",Wayland,03150000,Public School District,       0,       0,       0,       0,       0,       0,       0,     242,     217,     210,       0,       0,       0,       0,       0,     669,      65,   9.7,      15,   2.2,     124,  18.5, , ,     172,  25.7,      49,   7.3,6.3,17.0,3.9,66.5,0.1,0.1,6.0,48.1,51.9,     460,15.3,        666,56.3,100.0,11.9,89.2,93.6,96.9,"     $20,987,894","  $97,121",    216.1,70.0,70.0,100.0,  15.7,  82.9,   1.4,   0.0,"          $50,694,164.73","           2,707.1","              $18,726.37","          $53,689,167.16","           2,761.4","              $19,442.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         523,79.0,         186,28.0,         337,51.0,         120,18.0,          22,3.0,         665,516.6,56.1,         655,94.0,         520,78.0,         200,30.0,         320,48.0,         121,18.0,          23,3.0,         664,516.7,52.1,         654,96.0,Not requiring assistance or intervention,Meeting or exceeding targets,95.0,78.0
Webster: Bartlett High School,03160505,Public School,Webster,MA,01570,"09,10,11,12",Webster,03160000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     127,     107,     108,     112,       4,     458,      52,  11.4,      24,   5.2,      78,  17.0, , ,     236,  51.5,     205,  44.8,5.2,2.8,23.6,60.7,0.0,0.2,7.4,50.2,49.6,     239,15.8,        471,38.5,100.0,11.9,91.0,81.8,85.7,"     $10,452,328","  $74,394",    140.5,47.0,46.0,97.9,  17.4,  78.3,   4.3,   0.0,"          $28,611,463.00","           1,843.5","              $15,520.19","          $32,771,151.00","           2,054.8","              $15,948.58",       117,80.3,6.8,1.7,0.9,10.3,0.0,     454,14.0,3.1,104.0,56.0,53.8,0.0,18.3,9.6,26.0,9.6,15.4,6.7,44.3,104.0,77.0,74.0,     124,     240,48.0,46.0,20.0,10.0,0.0,71.0,88.0,44.0,23.0,14.0,66.3,33.8,83.0,518.0,516.0,         223,         135,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requiring assistance or intervention,In need of focused/targeted support,6.0,28.0
Webster: Park Avenue Elementary,03160015,Public School,Webster,MA,01570,"PK,K,01,02,03,04",Webster,03160000,Public School District,      51,     151,     148,     162,     137,     154,       0,       0,       0,       0,       0,       0,       0,       0,       0,     803,     120,  14.9,     103,  12.8,     165,  20.5, , ,     542,  67.5,     467,  58.2,5.4,1.7,28.0,58.0,0.2,0.0,6.6,50.9,49.1,     256,20.9,        833,57.0,100.0,14.1,82.5,89.5,98.3,"     $10,452,328","  $74,394",    140.5,66.0,65.0,98.5,  10.8,  84.6,   3.1,   1.5,"          $28,611,463.00","           1,843.5","              $15,520.19","          $32,771,151.00","           2,054.8","              $15,948.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         107,38.0,          13,5.0,          94,34.0,         136,49.0,          35,13.0,         278,495.3,34.2,         142,25.0,          87,31.0,           8,3.0,          79,29.0,         131,47.0,          59,21.0,         277,488.7,48.6,         142,16.0,Not requiring assistance or intervention,Substantial progress toward targets,15.0,64.0
Webster: Webster Middle School,03160315,Public School,Webster,MA,01570,"05,06,07,08",Webster,03160000,Public School District,       0,       0,       0,       0,       0,       0,     142,     154,     124,     150,       0,       0,       0,       0,       0,     570,      68,  11.9,      49,   8.6,     119,  20.9, , ,     349,  61.2,     296,  51.9,5.6,2.1,28.9,56.3,0.0,0.2,6.8,47.0,53.0,     256,17.9,        585,44.0,97.7,13.0,81.8,84.1,89.1,"     $10,452,328","  $74,394",    140.5,54.0,51.0,94.4,   7.8,  82.4,   9.8,   0.0,"          $28,611,463.00","           1,843.5","              $15,520.19","          $32,771,151.00","           2,054.8","              $15,948.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         159,30.0,          12,2.0,         147,27.0,         250,47.0,         128,24.0,         537,487.0,47.9,         514,8.0,         126,24.0,           8,1.0,         118,22.0,         281,52.0,         129,24.0,         536,484.7,51.7,         513,9.0,Requiring assistance or intervention,In need of focused/targeted support,8.0,64.0
Wellesley: Ernest F Upham,03170050,Public School,Wellesley,MA,02481,"K,01,02,03,04,05",Wellesley,03170000,Public School District,       0,      22,      44,      42,      32,      44,      48,       0,       0,       0,       0,       0,       0,       0,       0,     232,       5,   2.2,       0,   0.0,      53,  22.8, , ,      60,  25.9,       7,   3.0,2.6,11.6,3.4,79.3,0.0,0.0,3.0,53.0,47.0,      53,20.8,        230,21.1,100.0,11.0,81.1,91.4,100.0,"     $38,346,484","  $97,301",    394.1,31.0,31.0,100.0,  38.7,  54.8,   6.5,   0.0,"          $97,780,268.76","           4,954.8","              $19,734.45","         $105,659,336.95","           5,027.5","              $21,016.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          94,77.0,          30,25.0,          64,52.0,          21,17.0,           7,6.0,         122,517.3,58.7,          83,95.0,          86,70.0,          19,16.0,          67,55.0,          25,20.0,          11,9.0,         122,513.1,53.2,          81,92.0,Not requiring assistance or intervention,Meeting or exceeding targets,91.0,87.0
Wellesley: Hunnewell,03170025,Public School,Wellesley,MA,02482,"K,01,02,03,04,05",Wellesley,03170000,Public School District,       0,      39,      44,      41,      41,      49,      46,       0,       0,       0,       0,       0,       0,       0,       0,     260,       8,   3.1,       2,   0.8,      39,  15.0, , ,      54,  20.8,      11,   4.2,4.2,4.2,5.8,76.9,0.0,0.0,8.8,49.2,50.8,      58,21.8,        262,17.9,100.0,14.6,79.3,95.4,100.0,"     $38,346,484","  $97,301",    394.1,28.0,28.0,100.0,   3.6,  85.7,   7.1,   3.6,"          $97,780,268.76","           4,954.8","              $19,734.45","         $105,659,336.95","           5,027.5","              $21,016.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         111,82.0,          38,28.0,          73,54.0,          23,17.0,           2,1.0,         136,519.2,57.8,          91,97.0,         107,79.0,          33,24.0,          74,54.0,          28,21.0,           1,1.0,         136,515.7,62.4,          91,95.0,Not requiring assistance or intervention,Meeting or exceeding targets,97.0,86.0
Wellesley: John D Hardy,03170020,Public School,Wellesley,MA,02482,"K,01,02,03,04,05",Wellesley,03170000,Public School District,       0,      42,      44,      43,      54,      45,      59,       0,       0,       0,       0,       0,       0,       0,       0,     287,      34,  11.8,      22,   7.7,      28,   9.8, , ,      66,  23.0,      10,   3.5,1.4,25.8,8.0,52.6,0.0,0.0,12.2,49.8,50.2,      72,20.3,        288,22.7,100.0,12.7,91.2,94.8,100.0,"     $38,346,484","  $97,301",    394.1,31.0,31.0,100.0,  16.1,  80.6,   3.2,   0.0,"          $97,780,268.76","           4,954.8","              $19,734.45","         $105,659,336.95","           5,027.5","              $21,016.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         132,84.0,          47,30.0,          85,54.0,          25,16.0,           0,0.0,         157,520.6,58.4,          99,98.0,         133,85.0,          40,25.0,          93,59.0,          23,15.0,           1,1.0,         157,518.7,55.8,          99,98.0,Not requiring assistance or intervention,School of Recognition: High Achievement - Exceeding Targets,96.0,93.0
Wellesley: Joseph E Fiske,03170015,Public School,Wellesley,MA,02481,"K,01,02,03,04,05",Wellesley,03170000,Public School District,       0,      51,      44,      51,      42,      51,      52,       0,       0,       0,       0,       0,       0,       0,       0,     291,      48,  16.5,      28,   9.6,      37,  12.7, , ,      85,  29.2,      26,   8.9,3.4,19.6,7.6,62.9,0.3,0.0,6.2,47.8,52.2,      79,17.9,        292,23.3,100.0,12.5,81.4,94.3,100.0,"     $38,346,484","  $97,301",    394.1,33.0,33.0,100.0,   9.1,  90.9,   0.0,   0.0,"          $97,780,268.76","           4,954.8","              $19,734.45","         $105,659,336.95","           5,027.5","              $21,016.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         124,87.0,          50,35.0,          74,52.0,          17,12.0,           1,1.0,         142,524.3,69.9,          99,99.0,         112,79.0,          34,24.0,          78,55.0,          26,18.0,           4,3.0,         142,515.1,67.6,         101,95.0,Not requiring assistance or intervention,School of Recognition: High Growth,94.0,75.0
Wellesley: Katharine Lee Bates,03170005,Public School,Wellesley,MA,02481,"K,01,02,03,04,05",Wellesley,03170000,Public School District,       0,      54,      56,      58,      63,      55,      71,       0,       0,       0,       0,       0,       0,       0,       0,     357,       6,   1.7,       1,   0.3,      35,   9.8, , ,      44,  12.3,       6,   1.7,3.9,9.2,2.2,77.6,0.0,0.0,7.0,46.2,53.8,      87,19.6,        356,23.3,98.6,15.3,94.3,100.0,95.8,"     $38,346,484","  $97,301",    394.1,31.0,31.0,100.0,  22.6,  74.2,   3.2,   0.0,"          $97,780,268.76","           4,954.8","              $19,734.45","         $105,659,336.95","           5,027.5","              $21,016.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         156,83.0,          46,24.0,         110,59.0,          32,17.0,           0,0.0,         188,518.5,68.6,         120,96.0,         136,72.0,          31,16.0,         105,56.0,          49,26.0,           3,2.0,         188,511.8,60.0,         120,89.0,Not requiring assistance or intervention,School of Recognition: High Growth,98.0,90.0
Wellesley: Preschool at Wellesley Schools,03170001,Public School,Wellesley,MA,02481,PK,Wellesley,03170000,Public School District,     100,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     100,      19,  19.0,       0,   0.0,      47,  47.0, , ,      53,  53.0,      10,  10.0,2.0,25.0,11.0,55.0,0.0,0.0,7.0,56.0,44.0,      12,11.9,        116,8.0,100.0,12.5,87.5,100.0,100.0,"     $38,346,484","  $97,301",    394.1,11.0,11.0,100.0,  18.2,  81.8,   0.0,   0.0,"          $97,780,268.76","           4,954.8","              $19,734.45","         $105,659,336.95","           5,027.5","              $21,016.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient data,Insufficient data,,
Wellesley: Schofield,03170045,Public School,Wellesley,MA,02481,"K,01,02,03,04,05",Wellesley,03170000,Public School District,       0,      61,      65,      57,      64,      67,      68,       0,       0,       0,       0,       0,       0,       0,       0,     382,      20,   5.2,       9,   2.4,      41,  10.7, , ,      71,  18.6,      30,   7.9,4.5,16.2,5.0,66.8,0.3,0.0,7.3,47.1,52.9,      88,20.8,        379,26.7,96.3,14.3,84.4,84.4,96.6,"     $38,346,484","  $97,301",    394.1,37.0,37.0,100.0,  24.3,  70.3,   5.4,   0.0,"          $97,780,268.76","           4,954.8","              $19,734.45","         $105,659,336.95","           5,027.5","              $21,016.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         162,84.0,          69,36.0,          93,48.0,          30,15.0,           2,1.0,         194,521.5,55.5,         126,99.0,         145,75.0,          31,16.0,         114,59.0,          44,23.0,           4,2.0,         193,512.8,53.9,         127,91.0,Not requiring assistance or intervention,Substantial progress toward targets,90.0,71.0
Wellesley: Sprague Elementary School,03170048,Public School,Wellesley,MA,02482,"K,01,02,03,04,05",Wellesley,03170000,Public School District,       0,      55,      61,      66,      57,      62,      65,       0,       0,       0,       0,       0,       0,       0,       0,     366,      28,   7.7,      19,   5.2,      57,  15.6, , ,      98,  26.8,      29,   7.9,3.0,18.9,3.8,62.6,0.0,0.0,11.7,48.9,51.1,      92,20.3,        371,29.2,97.7,12.5,94.3,100.0,96.7,"     $38,346,484","  $97,301",    394.1,36.0,36.0,100.0,  30.6,  69.4,   0.0,   0.0,"          $97,780,268.76","           4,954.8","              $19,734.45","         $105,659,336.95","           5,027.5","              $21,016.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         148,81.0,          53,29.0,          95,52.0,          28,15.0,           6,3.0,         182,518.9,66.9,         120,97.0,         145,80.0,          39,21.0,         106,58.0,          29,16.0,           8,4.0,         182,516.7,70.9,         118,96.0,Not requiring assistance or intervention,School of Recognition: High Growth,96.0,94.0
Wellesley: Wellesley Middle,03170305,Public School,Wellesley,MA,02481,"06,07,08",Wellesley,03170000,Public School District,       0,       0,       0,       0,       0,       0,       0,     394,     379,     386,       0,       0,       0,       0,       0,"   1,159",      76,   6.6,      15,   1.3,     173,  14.9, , ,     250,  21.6,      63,   5.4,3.6,14.0,5.5,70.7,0.1,0.0,6.1,49.4,50.6,     753,16.9,"      1,158",102.1,100.0,11.4,92.0,95.2,92.8,"     $38,346,484","  $97,301",    394.1,129.0,129.0,100.0,   6.2,  91.5,   2.3,   0.0,"          $97,780,268.76","           4,954.8","              $19,734.45","         $105,659,336.95","           5,027.5","              $21,016.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         889,78.0,         260,23.0,         629,55.0,         231,20.0,          24,2.0,"       1,144",515.0,48.6,"       1,064",91.0,         845,74.0,         217,19.0,         628,55.0,         265,23.0,          33,3.0,"       1,143",512.3,48.9,"       1,060",90.0,Not requiring assistance or intervention,Substantial progress toward targets,86.0,72.0
Wellesley: Wellesley Sr High,03170505,Public School,Wellesley,MA,02481,"09,10,11,12",Wellesley,03170000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     355,     405,     379,     384,       6,"   1,529",      96,   6.3,      18,   1.2,     239,  15.6, , ,     329,  21.5,      87,   5.7,4.3,12.2,4.6,73.9,0.0,0.1,4.9,48.8,51.2,     696,16.6,"      1,530",119.8,99.7,12.8,93.6,94.2,89.1,"     $38,346,484","  $97,301",    394.1,161.0,161.0,100.0,   8.1,  91.3,   0.6,   0.0,"          $97,780,268.76","           4,954.8","              $19,734.45","         $105,659,336.95","           5,027.5","              $21,016.28",       384,98.4,0.8,0.0,0.0,0.5,0.3,"   1,523",1.0,0.1,384.0,323.0,84.1,0.0,60.2,3.6,20.3,2.9,0.3,3.6,80.5,384.0,384.0,100.0,     403,     861,152.0,111.0,85.0,44.0,11.0,11.0,47.0,163.0,311.0,329.0,6.7,93.3,349.0,625.0,628.0,         764,         678,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not requiring assistance or intervention,Meeting or exceeding targets,90.0,83.0
Wellfleet: Wellfleet Elementary,03180005,Public School,Wellfleet,MA,02667,"K,01,02,03,04,05",Wellfleet,03180000,Public School District,      14,      17,      16,      16,      16,      15,      11,       0,       0,       0,       0,       0,       0,       0,       0,     105,       2,   1.9,       1,   1.0,      18,  17.1, , ,      39,  37.1,      30,  28.6,2.9,1.0,2.9,82.9,0.0,0.0,10.5,55.2,44.8,      70,13.6,        107,13.0,100.0,8.1,95.8,100.0,100.0,"      $1,025,695","  $78,900",     13.0,19.0,19.0,100.0,  73.7,  26.3,   0.0,   0.0,"           $3,451,786.00",             102.2,"              $33,774.81","           $3,687,925.00",             120.3,"              $30,656.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          25,61.0,           2,5.0,          23,56.0,          13,32.0,           3,7.0,          41,506.0,46.5,          23,64.0,          26,63.0,           0,0.0,          26,63.0,          11,27.0,           4,10.0,          41,505.2,45.6,          23,71.0,Not requiring assistance or intervention,Moderate progress toward targets,52.0,40.0
West Boylston: Major Edwards Elementary,03220005,Public School,West Boylston,MA,01583,"PK,K,01,02,03,04,05",West Boylston,03220000,Public School District,      24,      68,      61,      60,      64,      59,      68,       0,       0,       0,       0,       0,       0,       0,       0,     404,      31,   7.7,      22,   5.4,      74,  18.3, , ,     153,  37.9,      88,  21.8,3.5,2.5,10.9,78.0,0.0,0.0,5.2,52.2,47.8,     198,19.5,        412,35.0,100.0,11.5,82.9,97.1,97.3,"      $6,735,617","  $81,446",     82.7,42.0,41.0,97.6,  31.7,  68.3,   0.0,   0.0,"          $14,937,057.06",             891.2,"              $16,760.61","          $17,293,431.06",             996.9,"              $17,347.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         120,65.0,          28,15.0,          92,49.0,          60,32.0,           6,3.0,         186,508.9,51.1,         123,75.0,         114,62.0,          19,10.0,          95,51.0,          64,35.0,           7,4.0,         185,506.9,51.3,         122,77.0,Not requiring assistance or intervention,Substantial progress toward targets,73.0,65.0
West Boylston: West Boylston Junior/Senior High,03220505,Public School,West Boylston,MA,01583,"06,07,08,09,10,11,12",West Boylston,03220000,Public School District,       0,       0,       0,       0,       0,       0,       0,      71,      70,      72,      88,      66,      58,      61,       0,     486,      24,   4.9,      11,   2.3,      64,  13.2, , ,     147,  30.2,      92,  18.9,2.7,1.2,10.7,81.7,0.2,0.0,3.5,45.5,54.5,     360,13.3,        488,47.7,100.0,10.2,85.0,96.1,98.0,"      $6,735,617","  $81,446",     82.7,55.0,55.0,100.0,   3.6,  94.5,   1.8,   0.0,"          $14,937,057.06",             891.2,"              $16,760.61","          $17,293,431.06",             996.9,"              $17,347.21",        65,92.3,1.5,0.0,0.0,6.2,0.0,     273,2.0,0.7,62.0,48.0,77.4,0.0,33.9,9.7,33.9,8.1,16.1,11.3,67.8,62.0,62.0,100.0,      64,      87,46.0,13.0,5.0,0.0,0.0,9.0,18.0,27.0,25.0,8.0,31.0,69.0,55.0,572.0,550.0,         119,          71,59.7,         123,60.0,          26,13.0,          97,47.0,          69,34.0,          13,6.0,         205,505.6,51.8,         200,63.0,         135,66.0,          22,11.0,         113,55.0,          66,32.0,           5,2.0,         206,507.5,56.7,         201,78.0,Not requiring assistance or intervention,Substantial progress toward targets,72.0,57.0
West Bridgewater: Howard School,03230305,Public School,West Bridgewater,MA,02379,"04,05,06",West Bridgewater,03230000,Public School District,       0,       0,       0,       0,       0,      84,     101,      98,       0,       0,       0,       0,       0,       0,       0,     283,       3,   1.1,       2,   0.7,      35,  12.4, , ,      84,  29.7,      53,  18.7,5.7,0.7,2.1,85.5,0.4,0.4,5.3,46.6,53.4,     139,21.1,        291,18.4,100.0,15.3,94.6,100.0,100.0,"      $7,279,034","  $81,604",     89.2,25.0,25.0,100.0,  16.0,  84.0,   0.0,   0.0,"          $17,099,102.50","           1,346.6","              $12,697.98","          $18,842,713.20","           1,387.5","              $13,580.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         149,53.0,          13,5.0,         136,48.0,         118,42.0,          14,5.0,         281,501.4,42.3,         279,46.0,         130,46.0,           8,3.0,         122,44.0,         137,49.0,          13,5.0,         280,499.0,43.5,         278,48.0,Not requiring assistance or intervention,Moderate progress toward targets,46.0,48.0
