School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math,School Percentile (1-99)
Rising Tide Charter Public (District): Rising Tide Charter Public School,04830305,Charter School,Plymouth,MA,02360,"05,06,07,08,09,10,11,12",Rising Tide Charter Public (District),04830000,Charter District,       0,       0,       0,       0,       0,       0,      85,      84,      85,      84,      47,       0,       0,       0,0.0,     385,       7,   1.8,       0,   0.0,      54,  14.0, , , , ,   1.0,   1.3,   2.1,  90.4,   0.3,   0.3,   4.7,  50.1,  49.9,     177,19.0,        385,32.4,79.9,     138,87.0,  11.9 to 1,,,,,,,,,,,,,,,,,      47,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0
River Valley Charter (District): River Valley Charter School,04820050,Charter School,Newburyport,MA,01950,"K,01,02,03,04,05,06,07,08",River Valley Charter (District),04820000,Charter District,       0,      33,      33,      33,      33,      33,      33,      32,      33,      25,       0,       0,       0,       0,0.0,     288,       1,   0.3,       0,   0.0,      44,  15.3, , , , ,   0.3,   2.8,   3.5,  88.2,   0.0,   0.0,   5.2,  43.4,  56.6,      72,19.2,        288,16.5,69.7,      98,100.0,  17.5 to 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0
Rochester: Rochester Memorial,02500005,Public School,Rochester,MA,02770,"PK,K,01,02,03,04,05,06",Rochester,02500000,Public School District,      25,      58,      53,      71,      79,      76,      93,      81,       0,       0,       0,       0,       0,       0,0.0,     536,       6,   1.1,       3,   0.6,      79,  14.7, , , , ,   2.2,   0.6,   1.3,  94.0,   0.0,   0.0,   1.9,  52.4,  47.6,     223,19.1,        536,38.5,100.0,     193,100.0,  13.9 to 1,"      $3,082,534","  $80,066",     38.5,"           $6,409,829.00",             543.9,"              $11,784.94","           $6,812,325.00",             555.2,"              $12,270.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0
Rockland: Jefferson Elementary School,02510060,Public School,Rockland,MA,02370,"K,01,02,03,04",Rockland,02510000,Public School District,      84,      71,      38,      32,      42,      40,      37,       0,       0,       0,       0,       0,       0,       0,0.0,     344,      34,   9.9,      14,   4.1,      76,  22.1, , , , ,   3.2,   0.3,  10.2,  80.2,   0.0,   0.0,   6.1,  52.6,  47.4,     144,16.6,        344,22.2,100.0,     158,100.0,  15.5 to 1,"      $9,836,711","  $65,886",    149.3,"          $27,239,822.60","           2,224.8","              $12,243.72","          $30,745,720.60","           2,350.4","              $13,081.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0
Rockland: John W Rogers Middle,02510305,Public School,Rockland,MA,02370,"05,06,07,08",Rockland,02510000,Public School District,       0,       0,       0,       0,       0,       0,       0,     196,     180,     175,       0,       0,       0,       0,0.0,     551,      15,   2.7,       2,   0.4,     101,  18.3, , , , ,   5.8,   0.4,   5.1,  86.2,   0.0,   0.0,   2.5,  54.1,  45.9,     174,20.2,        550,35.7,97.2,     187,100.0,  15.4 to 1,"      $9,836,711","  $65,886",    149.3,"          $27,239,822.60","           2,224.8","              $12,243.72","          $30,745,720.60","           2,350.4","              $13,081.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0
Rockland: Memorial Park,02510020,Public School,Rockland,MA,02370,"K,01,02,03,04",Rockland,02510000,Public School District,       0,       0,      58,      56,      52,      51,      58,       0,       0,       0,       0,       0,       0,       0,0.0,     275,      19,   6.9,       6,   2.2,      44,  16.0, , , , ,   2.5,   0.7,   6.5,  88.0,   0.0,   0.0,   2.2,  53.1,  46.9,     122,18.0,        274,23.9,100.0,     143,100.0,  11.5 to 1,"      $9,836,711","  $65,886",    149.3,"          $27,239,822.60","           2,224.8","              $12,243.72","          $30,745,720.60","           2,350.4","              $13,081.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
Rockland: R Stewart Esten,02510025,Public School,Rockland,MA,02370,"K,01,02,03,04",Rockland,02510000,Public School District,       0,      68,      73,      84,      64,      96,      71,       0,       0,       0,       0,       0,       0,       0,0.0,     456,      32,   7.0,      17,   3.7,      57,  12.5, , , , ,   7.5,   0.7,   6.6,  82.7,   0.0,   0.0,   2.6,  53.7,  46.3,     128,27.6,        456,27.9,100.0,     148,100.0,  16.4 to 1,"      $9,836,711","  $65,886",    149.3,"          $27,239,822.60","           2,224.8","              $12,243.72","          $30,745,720.60","           2,350.4","              $13,081.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0
Rockland: Rockland Senior High,02510505,Public School,Rockland,MA,02370,"PK,09,10,11,12",Rockland,02510000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     147,     141,     141,     152,5.0,     586,      29,   4.9,       7,   1.2,      63,  10.8, , , , ,   4.6,   0.5,   6.1,  85.0,   0.0,   0.0,   3.8,  52.9,  47.1,     259,16.6,        587,39.6,94.9,     192,100.0,  14.8 to 1,"      $9,836,711","  $65,886",    149.3,"          $27,239,822.60","           2,224.8","              $12,243.72","          $30,745,720.60","           2,350.4","              $13,081.06",       155,84.5,5.8,1.3,0.6,7.7,0.0,     581,6.0,1.0,,,,,,,,,,,132.0,132.0,100.0,65.0,     119,27.0,24.0,12.0,2.0,0.0,36.0,26.0,30.0,20.0,7.0,52.1,47.9,93.0,481.0,492.0,29.0
Rockport: Rockport Elementary,02520005,Public School,Rockport,MA,01966,"PK,K,01,02,03,04,05",Rockport,02520000,Public School District,       9,      60,      59,      64,      66,      77,      64,       0,       0,       0,       0,       0,       0,       0,0.0,     399,       4,   1.0,       1,   0.3,      67,  16.8, , , , ,   2.8,   0.8,   1.0,  95.0,   0.0,   0.3,   0.3,  51.6,  48.4,     178,15.3,        399,31.0,100.0,     112,100.0,  12.9 to 1,"      $5,947,512","  $72,708",     81.8,"          $13,753,383.00",             922.0,"              $14,916.90","          $14,889,517.00",             961.6,"              $15,484.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
Rockport: Rockport High,02520510,Public School,Rockport,MA,01966,"09,10,11,12",Rockport,02520000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      78,      73,      72,      70,0.0,     293,       7,   2.4,       3,   1.0,      56,  19.1, , , , ,   0.7,   1.4,   4.1,  91.8,   0.3,   0.0,   1.7,  50.9,  49.1,     146,12.9,        292,27.6,96.3,     177,92.7,  10.6 to 1,"      $5,947,512","  $72,708",     81.8,"          $13,753,383.00",             922.0,"              $14,916.90","          $14,889,517.00",             961.6,"              $15,484.11",        73,91.8,0.0,0.0,5.5,2.7,0.0,     293,4.0,1.4,,,,,,,,,,,69.0,69.0,100.0,58.0,     112,24.0,19.0,10.0,5.0,0.0,18.0,29.0,35.0,17.0,13.0,42.0,58.0,63.0,518.0,512.0,63.0
Rockport: Rockport Middle,02520305,Public School,Rockport,MA,01966,"06,07,08",Rockport,02520000,Public School District,       0,       0,       0,       0,       0,       0,       0,      68,      82,      82,       0,       0,       0,       0,0.0,     232,       7,   3.0,       2,   0.9,      34,  14.7, , , , ,   1.7,   1.7,   2.2,  92.2,   0.0,   0.0,   2.2,  53.9,  46.1,     147,15.9,        232,23.2,100.0,     103,100.0,  10.0 to 1,"      $5,947,512","  $72,708",     81.8,"          $13,753,383.00",             922.0,"              $14,916.90","          $14,889,517.00",             961.6,"              $15,484.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0
Rowe: Rowe Elementary,02530005,Public School,Rowe,MA,01367,"PK,K,01,02,03,04,05,06",Rowe,02530000,Public School District,       8,       7,       7,       9,      13,       7,      10,       8,       0,       0,       0,       0,       0,       0,0.0,      69,       0,   0.0,       0,   0.0,      10,  14.5, , , , ,   0.0,   0.0,   2.9,  91.3,   0.0,   0.0,   5.8,  40.6,  59.4,      53,9.3,         69,7.5,100.0,      38,100.0,   9.2 to 1,"        $489,381","  $65,251",      7.5,"           $1,650,366.75",              69.1,"              $23,883.74","           $1,992,339.75",              97.3,"              $20,476.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0
Roxbury Preparatory Charter (District): Roxbury Preparatory Charter School,04840505,Charter School,Roxbury,MA,02120,"05,06,07,08,09,10,11,12",Roxbury Preparatory Charter (District),04840000,Charter District,       0,       0,       0,       0,       0,       0,       0,      81,      88,      75,       0,       0,       0,       0,0.0,     244,      59,  24.2,       6,   2.5,      36,  14.8, , , , ,  53.3,   0.4,  44.3,   0.0,   1.2,   0.0,   0.8,  47.5,  52.5,      70,24.4,        244,23.1,45.4,      60,76.7,  10.6 to 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0
Salem: Bates,02580003,Public School,Salem,MA,01970,"PK,K,01,02,03,04,05",Salem,02580000,Public School District,       0,      53,      51,      54,      55,      78,      54,       0,       0,       0,       0,       0,       0,       0,0.0,     345,      38,  11.0,      22,   6.4,      81,  23.5, , , , ,   3.8,   1.4,  24.3,  66.7,   0.0,   0.0,   3.8,  50.7,  49.3,     186,15.0,        345,30.6,100.0,     163,100.0,  11.3 to 1,"     $28,923,694","  $68,719",    420.9,"          $64,385,005.44","           4,523.9","              $14,232.19","          $72,704,006.44","           4,943.7","              $14,706.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0
Salem: Bentley Academy Innovation School,02580010,Public School,Salem,MA,01970,"K,01,02,03,04,05",Salem,02580000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $28,923,694","  $68,719",    420.9,"          $64,385,005.44","           4,523.9","              $14,232.19","          $72,704,006.44","           4,943.7","              $14,706.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem: Carlton,02580015,Public School,Salem,MA,01970,"K,01,02,03,04,05",Salem,02580000,Public School District,       0,      36,      44,      26,      49,      48,      29,       0,       0,       0,       0,       0,       0,       0,0.0,     232,      66,  28.4,      44,  19.0,      54,  23.3, , , , ,   5.2,   0.4,  34.9,  53.0,   0.0,   0.0,   6.5,  45.7,  54.3,     136,13.7,        232,22.6,100.0,     119,100.0,  10.3 to 1,"     $28,923,694","  $68,719",    420.9,"          $64,385,005.44","           4,523.9","              $14,232.19","          $72,704,006.44","           4,943.7","              $14,706.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
Salem: Collins Middle,02580305,Public School,Salem,MA,01970,"06,07,08",Salem,02580000,Public School District,       0,       0,       0,       0,       0,       0,       0,     211,     191,     243,       0,       0,       0,       0,0.0,     645,     145,  22.5,      52,   8.1,     155,  24.0, , , , ,   6.2,   2.2,  31.2,  57.4,   0.2,   0.0,   2.9,  48.4,  51.6,     287,12.9,        648,65.2,100.0,     385,100.0,   9.9 to 1,"     $28,923,694","  $68,719",    420.9,"          $64,385,005.44","           4,523.9","              $14,232.19","          $72,704,006.44","           4,943.7","              $14,706.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
Salem: Horace Mann Laboratory,02580030,Public School,Salem,MA,01970,"PK,K,01,02,03,04,05",Salem,02580000,Public School District,       0,      52,      56,      54,      58,      50,      52,       0,       0,       0,       0,       0,       0,       0,0.0,     322,      69,  21.4,      41,  12.7,      62,  19.3, , , , ,  11.8,   0.9,  32.9,  48.8,   0.0,   0.0,   5.6,  49.1,  50.9,     165,15.7,        322,26.8,100.0,     128,100.0,  12.0 to 1,"     $28,923,694","  $68,719",    420.9,"          $64,385,005.44","           4,523.9","              $14,232.19","          $72,704,006.44","           4,943.7","              $14,706.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0
Salem: New Liberty Innovation School,02580510,Public School,Salem,MA,01970,"09,10,11,12",Salem,02580000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $28,923,694","  $68,719",    420.9,"          $64,385,005.44","           4,523.9","              $14,232.19","          $72,704,006.44","           4,943.7","              $14,706.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem: Salem Early Childhood,02580001,Public School,Salem,MA,01970,"PK,K",Salem,02580000,Public School District,     109,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     109,       0,   0.0,       0,   0.0,      44,  40.4, , , , ,   7.3,  11.9,  22.9,  52.3,   0.0,   0.0,   5.5,  56.9,  43.1,      13,8.4,        109,7.0,100.0,      18,100.0,  15.6 to 1,"     $28,923,694","  $68,719",    420.9,"          $64,385,005.44","           4,523.9","              $14,232.19","          $72,704,006.44","           4,943.7","              $14,706.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem: Salem High,02580505,Public School,Salem,MA,01970,"09,10,11,12",Salem,02580000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     370,     325,     275,     253,9.0,"   1,232",     373,  30.3,      99,   8.0,     313,  25.4, , , , ,   4.7,   3.2,  34.1,  53.7,   0.1,   0.0,   4.2,  50.9,  49.1,     618,14.7,"      1,232",127.1,97.6,     491,100.0,   9.7 to 1,"     $28,923,694","  $68,719",    420.9,"          $64,385,005.44","           4,523.9","              $14,232.19","          $72,704,006.44","           4,943.7","              $14,706.40",       284,78.9,6.0,4.2,2.1,8.8,0.0,"   1,223",33.0,2.7,,,,,,,,,,,251.0,146.0,58.2,157.0,     314,72.0,31.0,40.0,10.0,4.0,46.0,73.0,87.0,71.0,37.0,37.9,62.1,154.0,479.0,487.0,11.0
Salem: Salem Prep High School,02580515,Public School,Salem,MA,01970,"08,09,10,11,12",Salem,02580000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $28,923,694","  $68,719",    420.9,"          $64,385,005.44","           4,523.9","              $14,232.19","          $72,704,006.44","           4,943.7","              $14,706.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem: Saltonstall School,02580050,Public School,Salem,MA,01970,"K,01,02,03,04,05,06,07,08",Salem,02580000,Public School District,       0,      35,      39,      42,      41,      47,      42,      46,      38,      28,       0,       0,       0,       0,0.0,     358,      43,  12.0,      33,   9.2,      74,  20.7, , , , ,   2.5,   1.7,  16.5,  75.1,   0.0,   0.3,   3.9,  47.8,  52.2,     166,18.3,        358,30.4,100.0,     146,100.0,  11.8 to 1,"     $28,923,694","  $68,719",    420.9,"          $64,385,005.44","           4,523.9","              $14,232.19","          $72,704,006.44","           4,943.7","              $14,706.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0
Salem: Witchcraft Heights,02580070,Public School,Salem,MA,01970,"K,01,02,03,04,05",Salem,02580000,Public School District,       0,      79,      95,      71,      79,      74,      71,       0,       0,       0,       0,       0,       0,       0,0.0,     469,      91,  19.4,      46,   9.8,      87,  18.6, , , , ,   3.2,   6.2,  16.2,  70.1,   0.0,   0.2,   4.1,  57.1,  42.9,     235,15.9,        466,38.9,100.0,     222,100.0,  12.1 to 1,"     $28,923,694","  $68,719",    420.9,"          $64,385,005.44","           4,523.9","              $14,232.19","          $72,704,006.44","           4,943.7","              $14,706.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0
Salem Academy Charter (District): Salem Academy Charter School,04850485,Charter School,Salem,MA,01970,"06,07,08,09,10,11,12",Salem Academy Charter (District),04850000,Charter District,       0,       0,       0,       0,       0,       0,       0,      55,      56,      54,      50,      42,      22,      29,0.0,     308,      87,  28.2,       9,   2.9,      51,  16.6, , , , ,   9.4,   3.9,  37.3,  49.4,   0.0,   0.0,   0.0,  49.7,  50.3,     150,15.9,        308,30.4,68.1,     135,100.0,  10.1 to 1,,,,,,,,,,        26,96.2,0.0,0.0,0.0,3.8,0.0,     143,1.0,0.7,,,,,,,,,,,28.0,27.0,96.4,29.0,      65,10.0,7.0,8.0,3.0,1.0,21.0,20.0,11.0,10.0,3.0,63.1,36.9,30.0,437.0,446.0,56.0
Sandwich: Forestdale School,02610002,Public School,Sandwich,MA,02644,"PK,K,01,02",Sandwich,02610000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $15,570,036","  $66,997",    232.4,"          $37,517,497.00","           3,293.9","              $11,389.99","          $42,540,986.00","           3,519.6","              $12,086.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandwich: Oak Ridge,02610025,Public School,East Sandwich,MA,02537,"03,04,05,06",Sandwich,02610000,Public School District,       0,      65,      86,      80,      79,      98,      72,      93,      83,      95,       0,       0,       0,       0,0.0,     751,       0,   0.0,       0,   0.0,      61,   8.1, , , , ,   0.7,   2.4,   0.0,  96.5,   0.4,   0.0,   0.0,  51.3,  48.7,     204,19.5,        752,53.4,100.0,     230,98.3,  14.1 to 1,"     $15,570,036","  $66,997",    232.4,"          $37,517,497.00","           3,293.9","              $11,389.99","          $42,540,986.00","           3,519.6","              $12,086.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0
Sandwich: Sandwich Middle High School,02610505,Public School,East Sandwich,MA,02537,"07,08,09,10,11,12",Sandwich,02610000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     230,     208,     280,     260,0.0,     978,       2,   0.2,       0,   0.0,     182,  18.6, , , , ,   0.9,   1.4,   0.3,  97.3,   0.0,   0.0,   0.0,  47.9,  52.1,     272,17.4,        978,69.6,100.0,     373,100.0,  14.1 to 1,"     $15,570,036","  $66,997",    232.4,"          $37,517,497.00","           3,293.9","              $11,389.99","          $42,540,986.00","           3,519.6","              $12,086.88",       268,93.3,2.2,0.7,0.7,3.0,0.0,     978,15.0,1.5,,,,,,,,,,,253.0,253.0,100.0,208.0,     296,127.0,74.0,7.0,0.0,0.0,23.0,36.0,89.0,82.0,66.0,19.9,80.1,218.0,521.0,532.0,65.0
Saugus: Belmonte STEAM Academy,02620060,Public School,Saugus,MA,01906,"02,03,04,05",Saugus,02620000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $14,605,622","  $69,850",    209.1,"          $34,220,135.24","           2,845.3","              $12,026.90","          $38,374,535.24","           3,023.9","              $12,690.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
