School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,Low Income #,Low Income %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),4Ycollege%,# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math,School Percentile (1-99)
Quincy: Lincoln-Hancock Community School,02430035,Public School,Quincy,MA,02169,"K,01,02,03,04",Quincy,02430000,Public School District,       0,     103,     113,      98,      93,      84,       0,       0,       0,       0,       0,       0,       0,       0,       0,     491,     191,38.9,     139,28.3,      42,8.6, , ,     335,68.2,     205,41.8,11.2,29.7,10.8,42.8,0.8,1.2,3.5,54.2,45.8,     200,17.6,        474,37.2,100.0,     173,100.0,13.2,"     $52,801,618","  $76,182",    693.1,48.0,      26,  54.2,   0.0,  96.2,   3.8,   0.0,"         $132,524,270.00","           9,044.4","              $14,652.63","         $148,372,695.00","           9,260.2","              $16,022.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0
Quincy: Merrymount,02430060,Public School,Quincy,MA,02169,"K,01,02,03,04,05",Quincy,02430000,Public School District,       0,      60,      54,      60,      68,      53,      70,       0,       0,       0,       0,       0,       0,       0,       0,     365,      84,23.0,      41,11.2,      33,9.0, , ,     144,39.5,      72,19.7,6.0,22.7,1.1,67.9,0.0,0.5,1.6,54.0,46.0,     154,17.7,        364,23.3,100.0,     145,100.0,15.6,"     $52,801,618","  $76,182",    693.1,31.0,      13,  41.9,-,-,-,-,"         $132,524,270.00","           9,044.4","              $14,652.63","         $148,372,695.00","           9,260.2","              $16,022.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0
Quincy: Montclair,02430065,Public School,Quincy,MA,02171,"K,01,02,03,04,05",Quincy,02430000,Public School District,       0,      64,      70,      64,      75,      68,      58,       0,       0,       0,       0,       0,       0,       0,       0,     399,     232,58.1,     180,45.1,      21,5.3, , ,     272,68.2,     129,32.3,3.3,57.4,3.3,31.3,0.0,0.8,4.0,47.9,52.1,     180,16.8,        393,29.1,100.0,     162,100.0,13.7,"     $52,801,618","  $76,182",    693.1,37.0,      20,  54.1,-,-,-,-,"         $132,524,270.00","           9,044.4","              $14,652.63","         $148,372,695.00","           9,260.2","              $16,022.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0
Quincy: North Quincy High,02430510,Public School,Quincy,MA,02171,"09,10,11,12",Quincy,02430000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     288,     281,     321,     299,      18,"   1,207",     570,47.2,     149,12.3,     146,12.1, , ,     592,49.0,     372,30.8,3.5,54.3,3.6,37.8,0.3,0.1,0.5,50.9,49.1,     578,15.9,"      1,215",87.3,97.9,     442,100.0,13.8,"     $52,801,618","  $76,182",    693.1,113.0,      74,  65.5,   5.4,  90.5,   4.1,   0.0,"         $132,524,270.00","           9,044.4","              $14,652.63","         $148,372,695.00","           9,260.2","              $16,022.62",332.0,91.9,5.7,0.6,0.3,1.5,0.0,"   1,189",8.0,0.7,302.0,225.0,74.5,0.0,32.1,8.3,34.1,7.6,7.3,23.5,66.2,302.0,254.0,84.1,155.0,     309,66.0,49.0,24.0,7.0,9.0,24.0,29.0,104.0,89.0,63.0,17.2,82.8,251.0,477.0,535.0,62.0
Quincy: Point Webster Middle,02430325,Public School,Quincy,MA,02169,"PK,05,06,07,08",Quincy,02430000,Public School District,       0,       0,       0,       0,       0,       0,      89,      83,      77,      99,       0,       0,       0,       0,       0,     348,      90,25.9,      16,4.6,      62,17.8, , ,     192,55.2,     132,37.9,7.8,31.6,6.0,49.1,0.0,0.3,5.2,54.6,45.4,     220,15.6,        341,31.3,100.0,     163,100.0,11.1,"     $52,801,618","  $76,182",    693.1,40.0,      29,  72.5,   6.9,  69.0,  24.1,   0.0,"         $132,524,270.00","           9,044.4","              $14,652.63","         $148,372,695.00","           9,260.2","              $16,022.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0
Quincy: Quincy High,02430505,Public School,Quincy,MA,02169,"09,10,11,12",Quincy,02430000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     380,     357,     378,     369,       0,"   1,484",     293,19.7,      70,4.7,     245,16.5, , ,     684,46.1,     459,30.9,9.8,20.1,7.7,59.2,0.7,0.2,2.2,53.0,47.0,     778,15.3,"      1,441",112.2,99.1,     539,100.0,13.2,"     $52,801,618","  $76,182",    693.1,142.0,      89,  62.7,   3.4,  93.3,   3.4,   0.0,"         $132,524,270.00","           9,044.4","              $14,652.63","         $148,372,695.00","           9,260.2","              $16,022.62",400.0,91.3,2.3,0.5,0.8,5.3,0.0,"   1,484",34.0,2.3,383.0,258.0,67.4,0.0,24.5,10.7,32.1,9.9,11.0,17.5,56.6,383.0,330.0,86.2,125.0,     281,48.0,30.0,25.0,13.0,9.0,31.0,48.0,90.0,75.0,37.0,28.1,71.9,258.0,487.0,505.0,30.0
Quincy: Snug Harbor Community School,02430090,Public School,Quincy,MA,02169,"PK,K,01,02,03,04,05",Quincy,02430000,Public School District,     119,      42,      60,      46,      51,      58,      43,       0,       0,       0,       0,       0,       0,       0,       0,     419,     164,39.1,      61,14.6,     114,27.2, , ,     312,74.5,     231,55.1,13.6,33.2,7.6,40.8,0.0,0.5,4.3,59.2,40.8,     190,13.2,        432,34.3,100.0,     176,100.0,12.2,"     $52,801,618","  $76,182",    693.1,46.0,      31,  67.4,   3.2,  96.8,   0.0,   0.0,"         $132,524,270.00","           9,044.4","              $14,652.63","         $148,372,695.00","           9,260.2","              $16,022.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0
Quincy: South West Middle School,02430320,Public School,Quincy,MA,02169,"05,06,07,08",Quincy,02430000,Public School District,       0,       0,       0,       0,       0,       0,      92,      81,      86,      66,       0,       0,       0,       0,       0,     325,      84,25.8,      21,6.5,      82,25.2, , ,     212,65.2,     153,47.1,16.3,22.5,11.4,44.0,0.9,0.6,4.3,56.3,43.7,     175,19.1,        320,29.1,100.0,     130,100.0,11.2,"     $52,801,618","  $76,182",    693.1,37.0,      17,  45.9,   0.0,  94.1,   5.9,   0.0,"         $132,524,270.00","           9,044.4","              $14,652.63","         $148,372,695.00","           9,260.2","              $16,022.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0
Quincy: Squantum,02430095,Public School,Quincy,MA,02171,"K,01,02,03,04,05",Quincy,02430000,Public School District,       0,      66,      61,      56,      58,      52,      64,       0,       0,       0,       0,       0,       0,       0,       0,     357,      75,21.0,      38,10.6,      57,16.0, , ,     136,38.1,      66,18.5,4.2,24.6,2.8,64.1,0.8,0.0,3.4,47.6,52.4,     160,15.7,        345,26.7,100.0,     141,100.0,13.4,"     $52,801,618","  $76,182",    693.1,34.0,      20,  58.8,-,-,-,-,"         $132,524,270.00","           9,044.4","              $14,652.63","         $148,372,695.00","           9,260.2","              $16,022.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0
Quincy: Wollaston School,02430110,Public School,Quincy,MA,02170,"K,01,02,03,04,05",Quincy,02430000,Public School District,       0,      52,      65,      60,      51,      68,      53,       0,       0,       0,       0,       0,       0,       0,       0,     349,     182,52.1,      97,27.8,      25,7.2, , ,     223,63.9,     122,35.0,4.3,55.0,1.4,37.8,0.0,0.3,1.1,49.9,50.1,     159,17.2,        354,24.7,100.0,     141,100.0,14.1,"     $52,801,618","  $76,182",    693.1,33.0,      17,  51.5,   5.9,  82.4,  11.8,   0.0,"         $132,524,270.00","           9,044.4","              $14,652.63","         $148,372,695.00","           9,260.2","              $16,022.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
Ralph C Mahar: Ralph C Mahar Regional,07550505,Public School,Orange,MA,01364,"07,08,09,10,11,12",Ralph C Mahar,07550000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     125,     143,     129,     101,     122,      94,       0,     714,       2,0.3,       1,0.1,     116,16.2, , ,     290,40.6,     226,31.7,1.7,1.8,5.7,85.2,0.7,0.0,4.9,51.8,48.2,     755,13.5,        712,63.9,98.3,     519,98.7,11.2,"      $3,905,462","  $61,118",     63.9,81.0,      81, 100.0,-,-,-,-,"          $11,094,585.00",             811.2,"              $13,676.76","          $13,511,009.00",             918.4,"              $14,711.46",115.0,85.2,4.3,0.0,1.7,8.7,0.0,     446,14.0,3.1,101.0,70.0,69.3,0.0,17.8,33.7,17.8,32.7,10.9,3.0,35.6,101.0,75.0,74.3,20.0,      24,17.0,2.0,1.0,0.0,0.0,3.0,8.0,5.0,8.0,0.0,45.8,54.2,56.0,500.0,513.0,23.0
Randolph: Elizabeth G Lyons Elementary,02440020,Public School,Randolph,MA,02368,"K,01,02,03,04,05",Randolph,02440000,Public School District,       0,      46,      48,      47,      57,      46,      56,       0,       0,       0,       0,       0,       0,       0,       0,     300,      79,26.3,      43,14.3,      46,15.3, , ,     158,52.7,     108,36.0,46.0,15.3,13.3,21.7,0.0,0.0,3.7,50.0,50.0,      96,23.3,        305,26.6,100.0,      75,97.3,11.3,"     $17,118,687","  $66,818",    256.2,34.0,      31,  91.2,  22.6,  77.4,   0.0,   0.0,"          $45,113,634.00","           2,967.0","              $15,205.13","          $54,863,923.00","           3,418.1","              $16,051.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0
Randolph: J F Kennedy Elementary,02440018,Public School,Randolph,MA,02368,"PK,K,01,02,03,04,05",Randolph,02440000,Public School District,      76,      64,      73,      60,      59,      50,      49,       0,       0,       0,       0,       0,       0,       0,       0,     431,     114,26.5,      48,11.1,     156,36.2, , ,     300,69.6,     177,41.1,47.8,13.9,15.3,19.0,0.0,0.2,3.7,58.7,41.3,     127,16.9,        484,37.7,98.7,     118,97.5,11.4,"     $17,118,687","  $66,818",    256.2,49.0,      43,  87.8,   2.3,  74.4,  23.3,   0.0,"          $45,113,634.00","           2,967.0","              $15,205.13","          $54,863,923.00","           3,418.1","              $16,051.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
Randolph: Margaret L Donovan,02440015,Public School,Randolph,MA,02368,"K,01,02,03,04,05",Randolph,02440000,Public School District,       0,      73,      74,      74,      73,      64,      70,       0,       0,       0,       0,       0,       0,       0,       0,     428,     163,38.1,      94,22.0,      61,14.3, , ,     231,54.0,     130,30.4,45.1,22.9,9.1,16.4,0.5,0.0,6.1,53.0,47.0,     142,22.1,        431,34.8,100.0,     108,100.0,12.3,"     $17,118,687","  $66,818",    256.2,40.0,      40, 100.0,   2.5,  77.5,  20.0,   0.0,"          $45,113,634.00","           2,967.0","              $15,205.13","          $54,863,923.00","           3,418.1","              $16,051.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0
Randolph: Martin E Young Elementary,02440040,Public School,Randolph,MA,02368,"K,01,02,03,04,05",Randolph,02440000,Public School District,       0,      65,      57,      63,      49,      59,      55,       0,       0,       0,       0,       0,       0,       0,       0,     348,     141,40.5,      90,25.9,      54,15.5, , ,     208,59.8,     128,36.8,50.0,18.4,13.2,14.1,0.0,0.0,4.3,53.4,46.6,     110,18.8,        356,27.1,100.0,     101,94.1,12.9,"     $17,118,687","  $66,818",    256.2,34.0,      32,  94.1,  12.5,  62.5,  25.0,   0.0,"          $45,113,634.00","           2,967.0","              $15,205.13","          $54,863,923.00","           3,418.1","              $16,051.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
Randolph: Randolph Community Middle,02440410,Public School,Randolph,MA,02368,"06,07,08",Randolph,02440000,Public School District,       0,       0,       0,       0,       0,       0,       0,     235,     233,     222,       0,       0,       0,       0,       0,     690,     270,39.1,      66,9.6,     169,24.5, , ,     379,54.9,     249,36.1,55.9,14.6,13.0,11.7,0.3,0.3,4.1,52.5,47.5,     381,19.9,        713,59.6,100.0,     244,93.4,11.6,"     $17,118,687","  $66,818",    256.2,71.0,      38,  53.5,   0.0,  71.1,  23.7,   5.3,"          $45,113,634.00","           2,967.0","              $15,205.13","          $54,863,923.00","           3,418.1","              $16,051.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0
Randolph: Randolph High,02440505,Public School,Randolph,MA,02368,"09,10,11,12",Randolph,02440000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     179,     176,     164,     184,       4,     707,     276,39.0,      72,10.2,     140,19.8, , ,     387,54.7,     247,34.9,56.9,18.8,8.2,12.7,0.8,0.1,2.4,54.5,45.5,     380,14.9,        734,69.5,97.1,     284,97.2,10.2,"     $17,118,687","  $66,818",    256.2,86.0,      80,  93.0,  13.8,  65.0,  21.3,   0.0,"          $45,113,634.00","           2,967.0","              $15,205.13","          $54,863,923.00","           3,418.1","              $16,051.00",187.0,86.1,3.7,5.3,0.0,3.7,1.1,     703,12.0,1.7,176.0,117.0,66.5,0.0,25.6,20.5,20.5,20.5,4.5,15.3,46.1,176.0,22.0,12.5,111.0,     194,44.0,51.0,16.0,0.0,0.0,35.0,54.0,57.0,39.0,9.0,45.9,54.1,127.0,446.0,466.0,31.0
Reading: Alice M Barrows,02460002,Public School,Reading,MA,01867,"K,01,02,03,04,05",Reading,02460000,Public School District,       0,      60,      61,      53,      62,      63,      60,       0,       0,       0,       0,       0,       0,       0,       0,     359,       4,1.1,       3,0.8,      31,8.6, , ,      47,13.1,      18,5.0,0.8,4.5,1.4,92.2,0.3,0.0,0.8,49.3,50.7,      96,20.3,        363,23.0,100.0,     126,100.0,15.6,"     $22,076,459","  $70,262",    314.2,35.0,      31,  88.6,  12.9,  87.1,   0.0,   0.0,"          $51,406,217.00","           4,375.7","              $11,748.11","          $55,816,801.00","           4,458.3","              $12,519.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0
Reading: Arthur W Coolidge Middle,02460305,Public School,Reading,MA,01867,"06,07,08",Reading,02460000,Public School District,       0,       0,       0,       0,       0,       0,       0,     160,     157,     159,       0,       0,       0,       0,       0,     476,       1,0.2,       0,0.0,     107,22.5, , ,     118,24.8,      20,4.2,2.1,4.6,0.6,90.8,0.0,0.0,1.9,53.6,46.4,     180,22.9,        479,36.3,100.0,     141,98.6,13.1,"     $22,076,459","  $70,262",    314.2,48.0,      47,  97.9,  31.9,  66.0,   2.1,   0.0,"          $51,406,217.00","           4,375.7","              $11,748.11","          $55,816,801.00","           4,458.3","              $12,519.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0
Reading: Birch Meadow,02460005,Public School,Reading,MA,01867,"K,01,02,03,04,05",Reading,02460000,Public School District,       0,      62,      64,      57,      71,      65,      68,       0,       0,       0,       0,       0,       0,       0,       0,     387,       3,0.8,       0,0.0,      64,16.5, , ,      74,19.1,      13,3.4,0.8,2.1,1.3,92.8,0.0,0.0,3.1,54.3,45.7,      81,21.8,        390,29.5,100.0,     123,97.6,13.1,"     $22,076,459","  $70,262",    314.2,38.0,      38, 100.0,  31.6,  65.8,   2.6,   0.0,"          $51,406,217.00","           4,375.7","              $11,748.11","          $55,816,801.00","           4,458.3","              $12,519.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
Reading: J Warren Killam,02460017,Public School,Reading,MA,01867,"K,01,02,03,04,05",Reading,02460000,Public School District,       0,      67,      69,      81,      74,      87,      62,       0,       0,       0,       0,       0,       0,       0,       0,     440,      15,3.4,      10,2.3,      46,10.5, , ,      95,21.6,      52,11.8,3.6,7.0,0.0,86.8,0.0,0.2,2.3,53.2,46.8,     105,19.5,        442,30.7,100.0,     128,100.0,14.3,"     $22,076,459","  $70,262",    314.2,35.0,      35, 100.0,  42.9,  57.1,   0.0,   0.0,"          $51,406,217.00","           4,375.7","              $11,748.11","          $55,816,801.00","           4,458.3","              $12,519.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0
Reading: Joshua Eaton,02460010,Public School,Reading,MA,01867,"K,01,02,03,04,05",Reading,02460000,Public School District,       0,      73,      61,      81,      89,      91,      76,       0,       0,       0,       0,       0,       0,       0,       0,     471,      11,2.3,       6,1.3,      40,8.5, , ,      82,17.4,      40,8.5,3.2,7.2,4.5,83.2,0.0,0.0,1.9,54.8,45.2,     124,20.7,        468,29.3,100.0,     145,100.0,16.1,"     $22,076,459","  $70,262",    314.2,38.0,      35,  92.1,  22.9,  74.3,   2.9,   0.0,"          $51,406,217.00","           4,375.7","              $11,748.11","          $55,816,801.00","           4,458.3","              $12,519.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0
Reading: RISE PreSchool,02460001,Public School,Reading,MA,01867,PK,Reading,02460000,Public School District,      95,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      95,       0,0.0,       0,0.0,      31,32.6, , ,      35,36.8,       7,7.4,2.1,4.2,0.0,91.6,0.0,0.0,2.1,60.0,40.0,       7,14.3,        100,6.2,100.0,      10,100.0,15.3,"     $22,076,459","  $70,262",    314.2,9.0,       9, 100.0,  33.3,  55.6,  11.1,   0.0,"          $51,406,217.00","           4,375.7","              $11,748.11","          $55,816,801.00","           4,458.3","              $12,519.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reading: Reading Memorial High,02460505,Public School,Reading,MA,01867,"09,10,11,12",Reading,02460000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     270,     357,     319,     305,       0,"   1,251",      26,2.1,       2,0.2,     249,19.9, , ,     283,22.6,      52,4.2,1.9,4.0,1.3,91.3,0.1,0.0,1.4,49.8,50.2,     650,16.8,"      1,258",89.2,100.0,     369,98.6,14.0,"     $22,076,459","  $70,262",    314.2,112.0,     111,  99.1,   2.7,  95.5,   1.8,   0.0,"          $51,406,217.00","           4,375.7","              $11,748.11","          $55,816,801.00","           4,458.3","              $12,519.75",300.0,96.0,2.0,0.3,1.0,0.7,0.0,"   1,251",3.0,0.2,290.0,261.0,90.0,0.0,44.5,7.2,38.3,7.2,7.2,13.8,82.8,290.0,179.0,61.7,192.0,     351,108.0,43.0,18.0,14.0,9.0,18.0,42.0,115.0,108.0,68.0,17.1,82.9,279.0,550.0,566.0,71.0
Reading: Walter S Parker Middle,02460310,Public School,Reading,MA,01867,"06,07,08",Reading,02460000,Public School District,       0,       0,       0,       0,       0,       0,       0,     196,     189,     208,       0,       0,       0,       0,       0,     593,       9,1.5,       3,0.5,      96,16.2, , ,     132,22.3,      49,8.3,1.9,4.2,2.2,90.6,0.3,0.0,0.8,51.4,48.6,     260,20.1,        599,46.8,100.0,     185,100.0,12.7,"     $22,076,459","  $70,262",    314.2,53.0,      52,  98.1,  26.9,  73.1,   0.0,   0.0,"          $51,406,217.00","           4,375.7","              $11,748.11","          $55,816,801.00","           4,458.3","              $12,519.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0
Reading: Wood End Elementary School,02460020,Public School,Reading,MA,01867,"K,01,02,03,04,05",Reading,02460000,Public School District,       0,      60,      43,      42,      66,      60,      64,       0,       0,       0,       0,       0,       0,       0,       0,     335,       4,1.2,       4,1.2,      51,15.2, , ,      67,20.0,      18,5.4,3.9,5.1,2.7,85.7,0.0,0.0,2.7,51.9,48.1,      85,21.2,        341,22.2,100.0,     100,100.0,15.1,"     $22,076,459","  $70,262",    314.2,31.0,      30,  96.8,  10.0,  86.7,   3.3,   0.0,"          $51,406,217.00","           4,375.7","              $11,748.11","          $55,816,801.00","           4,458.3","              $12,519.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0
