School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math
Quincy: Point Webster Middle,02430325,Public School,Quincy,MA,02169,"PK,05,06,07,08",Quincy,02430000,Public School District,,,,,,,      92,      75,      88,      88,,,,,0.0,     343,      73,  21.3,      21,   6.1,      70,  20.4, , , , ,   6.7,  23.0,   5.8,  61.8,   0.9,   0.6,   1.2,  50.7,  49.3,34.0,84.6,     163,86.5,  10.1 to 1,"     $45,831,543","  $64,825",    707.0,"         $105,847,640.90","           8,881.0","              $11,918.44","         $116,953,635.90","           9,034.4","              $12,945.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy: Quincy High,02430505,Public School,Quincy,MA,02169,"09,10,11,12",Quincy,02430000,Public School District,,,,,,,,,,,     340,     351,     395,     338,0.0,"   1,424",     360,  25.3,     212,  14.9,     231,  16.2, , , , ,   9.0,  24.9,   6.3,  59.2,   0.4,   0.1,   0.2,  57.1,  42.9,128.9,82.7,     510,83.1,  11.0 to 1,"     $45,831,543","  $64,825",    707.0,"         $105,847,640.90","           8,881.0","              $11,918.44","         $116,953,635.90","           9,034.4","              $12,945.37",       379,77.3,10.0,0.3,1.8,10.6,0.0,"   1,424",79.0,5.5,,,,,,,,,,,63.0,     115,31.0,17.0,11.0,3.0,1.0,27.0,26.0,17.0,17.0,28.0,46.1,53.9,193.0,415.0,493.0
Quincy: Snug Harbor Community School,02430090,Public School,Quincy,MA,02169,"PK,K,01,02,03,04,05",Quincy,02430000,Public School District,     181,      36,      38,      40,      36,      37,      43,,,,,,,,0.0,     411,     125,  30.4,      58,  14.1,     123,  29.9, , , , ,   8.8,  29.7,   6.1,  51.1,   0.2,   0.0,   4.1,  60.6,  39.4,28.7,90.7,     161,92.5,  14.3 to 1,"     $45,831,543","  $64,825",    707.0,"         $105,847,640.90","           8,881.0","              $11,918.44","         $116,953,635.90","           9,034.4","              $12,945.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy: South West Middle School,02430320,Public School,Quincy,MA,02169,"05,06,07,08",Quincy,02430000,Public School District,,,,,,,,      83,      91,     104,,,,,0.0,     278,      58,  20.9,      11,   4.0,      74,  26.6, , , , ,  12.2,  16.5,   9.4,  59.0,   1.1,   0.0,   1.8,  54.7,  45.3,31.5,100.0,     153,100.0,   8.8 to 1,"     $45,831,543","  $64,825",    707.0,"         $105,847,640.90","           8,881.0","              $11,918.44","         $116,953,635.90","           9,034.4","              $12,945.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy: Squantum,02430095,Public School,Quincy,MA,02171,"K,01,02,03,04,05",Quincy,02430000,Public School District,,      58,      65,      45,      45,      59,      52,,,,,,,,0.0,     324,      81,  25.0,      66,  20.4,      58,  17.9, , , , ,   2.2,  25.6,   2.8,  67.6,   0.0,   0.0,   1.9,  56.8,  43.2,24.0,100.0,     150,100.0,  13.5 to 1,"     $45,831,543","  $64,825",    707.0,"         $105,847,640.90","           8,881.0","              $11,918.44","         $116,953,635.90","           9,034.4","              $12,945.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy: Wollaston School,02430110,Public School,Quincy,MA,02170,"K,01,02,03,04,05",Quincy,02430000,Public School District,      11,      54,      41,      45,      44,      54,      40,,,,,,,,0.0,     289,      97,  33.6,      81,  28.0,      37,  12.8, , , , ,   1.7,  45.7,   1.0,  51.2,   0.0,   0.0,   0.3,  56.7,  43.3,18.7,100.0,     118,95.8,  15.4 to 1,"     $45,831,543","  $64,825",    707.0,"         $105,847,640.90","           8,881.0","              $11,918.44","         $116,953,635.90","           9,034.4","              $12,945.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ralph C Mahar: Ralph C Mahar Regional,07550505,Public School,Orange,MA,01364,"07,08,09,10,11,12",Ralph C Mahar,07550000,Public School District,,,,,,,,,     131,     147,     148,     118,     122,      93,0.0,     759,      14,   1.8,       3,   0.4,     140,  18.4, , , , ,   1.2,   1.1,   1.7,  92.1,   0.1,   0.0,   3.8,  53.8,  46.2,61.7,98.4,     226,100.0,  12.3 to 1,"      $2,992,512","  $48,266",     62.0,"           $9,637,059.00",             746.9,"              $12,902.74","          $12,220,511.00",             904.8,"              $13,506.31",       117,76.1,15.4,0.0,3.4,5.1,0.0,     481,3.0,0.6,,,,,,,,,,,59.0,      97,30.0,20.0,9.0,0.0,0.0,46.0,27.0,14.0,8.0,2.0,75.3,24.7,50.0,486.0,485.0
Randolph: Elizabeth G Lyons Elementary,02440020,Public School,Randolph,MA,02368,"K,01,02,03,04,05",Randolph,02440000,Public School District,,      38,      47,      55,      49,      46,      56,      58,,,,,,,0.0,     349,     122,  35.0,      34,   9.7,      48,  13.8, , , , ,  39.8,  15.8,  10.0,  32.1,   0.3,   0.3,   1.7,  51.6,  48.4,17.0,100.0,      70,100.0,  20.5 to 1,"     $12,537,120","  $59,137",    212.0,"          $33,771,534.50","           3,121.4","              $10,819.35","          $40,574,678.50","           3,421.8","              $11,857.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randolph: J F Kennedy Elementary,02440018,Public School,Randolph,MA,02368,"PK,K,01,02,03,04,05",Randolph,02440000,Public School District,      58,      43,      55,      58,      58,      49,      55,      64,,,,,,,0.0,     440,     196,  44.5,      41,   9.3,     112,  25.5, , , , ,  53.6,  17.0,   9.8,  16.1,   0.5,   0.5,   2.5,  52.3,  47.7,37.0,94.6,     128,90.6,  11.9 to 1,"     $12,537,120","  $59,137",    212.0,"          $33,771,534.50","           3,121.4","              $10,819.35","          $40,574,678.50","           3,421.8","              $11,857.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randolph: Margaret L Donovan,02440015,Public School,Randolph,MA,02368,"K,01,02,03,04,05",Randolph,02440000,Public School District,,      47,      76,      77,      75,      82,      83,      63,,,,,,,0.0,     503,     197,  39.2,      45,   8.9,     118,  23.5, , , , ,  46.7,  15.9,   4.4,  30.8,   0.2,   0.2,   1.8,  51.1,  48.9,27.0,100.0,     125,96.0,  18.6 to 1,"     $12,537,120","  $59,137",    212.0,"          $33,771,534.50","           3,121.4","              $10,819.35","          $40,574,678.50","           3,421.8","              $11,857.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randolph: Martin E Young Elementary,02440040,Public School,Randolph,MA,02368,"K,01,02,03,04,05",Randolph,02440000,Public School District,,      46,      62,      56,      56,      58,      59,      70,,,,,,,0.0,     407,     156,  38.3,      52,  12.8,      82,  20.1, , , , ,  53.8,  15.0,  11.1,  18.9,   0.7,   0.0,   0.5,  53.3,  46.7,24.4,95.9,      98,99.0,  16.7 to 1,"     $12,537,120","  $59,137",    212.0,"          $33,771,534.50","           3,121.4","              $10,819.35","          $40,574,678.50","           3,421.8","              $11,857.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randolph: Randolph Community Middle,02440410,Public School,Randolph,MA,02368,"06,07,08",Randolph,02440000,Public School District,,,,,,,,,     265,     295,,,,,0.0,     560,     209,  37.3,      38,   6.8,     119,  21.3, , , , ,  48.6,  13.4,   8.8,  27.9,   0.4,   0.2,   0.9,  57.7,  42.3,39.3,97.5,     195,94.9,  14.3 to 1,"     $12,537,120","  $59,137",    212.0,"          $33,771,534.50","           3,121.4","              $10,819.35","          $40,574,678.50","           3,421.8","              $11,857.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randolph: Randolph High,02440505,Public School,Randolph,MA,02368,"09,10,11,12",Randolph,02440000,Public School District,,,,,,,,,,,     270,     199,     185,     216,9.0,     879,     407,  46.3,      63,   7.2,     155,  17.6, , , , ,  58.8,  14.2,   6.3,  19.3,   0.5,   0.5,   0.5,  53.2,  46.8,66.9,93.7,     274,94.2,  13.1 to 1,"     $12,537,120","  $59,137",    212.0,"          $33,771,534.50","           3,121.4","              $10,819.35","          $40,574,678.50","           3,421.8","              $11,857.70",       248,75.0,10.1,0.4,4.0,9.7,0.8,     870,43.0,4.9,,,,,,,,,,,92.0,     169,40.0,32.0,15.0,5.0,0.0,86.0,35.0,25.0,17.0,6.0,71.6,28.4,147.0,462.0,453.0
Reading: Alice M Barrows,02460002,Public School,Reading,MA,01867,"K,01,02,03,04,05",Reading,02460000,Public School District,,      66,      71,      63,      71,      71,      64,,,,,,,,0.0,     406,       3,   0.7,       1,   0.2,      36,   8.9, , , , ,   0.7,   3.0,   0.7,  94.8,   0.2,   0.0,   0.5,  54.9,  45.1,19.8,100.0,      63,100.0,  20.5 to 1,"     $17,445,328","  $61,212",    285.0,"          $41,460,800.00","           4,392.6","               $9,438.78","          $46,587,904.00","           4,476.8","              $10,406.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reading: Arthur W Coolidge Middle,02460305,Public School,Reading,MA,01867,"06,07,08",Reading,02460000,Public School District,,,,,,,,     150,     152,     134,,,,,0.0,     436,       7,   1.6,       2,   0.5,      83,  19.0, , , , ,   1.6,   4.1,   1.8,  90.8,   0.5,   0.0,   1.1,  53.2,  46.8,37.2,97.3,     128,99.2,  11.7 to 1,"     $17,445,328","  $61,212",    285.0,"          $41,460,800.00","           4,392.6","               $9,438.78","          $46,587,904.00","           4,476.8","              $10,406.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reading: Birch Meadow,02460005,Public School,Reading,MA,01867,"K,01,02,03,04,05",Reading,02460000,Public School District,,      79,      67,      64,      67,      72,      69,,,,,,,,0.0,     418,       5,   1.2,       4,   1.0,      45,  10.8, , , , ,   1.0,   5.0,   0.7,  92.6,   0.0,   0.0,   0.7,  51.0,  49.0,22.7,100.0,      88,100.0,  18.4 to 1,"     $17,445,328","  $61,212",    285.0,"          $41,460,800.00","           4,392.6","               $9,438.78","          $46,587,904.00","           4,476.8","              $10,406.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reading: J Warren Killam,02460017,Public School,Reading,MA,01867,"K,01,02,03,04,05",Reading,02460000,Public School District,,      62,      81,      69,      82,      66,      67,,,,,,,,0.0,     427,      26,   6.1,       2,   0.5,      70,  16.4, , , , ,   2.1,   6.6,   1.2,  88.8,   0.2,   0.0,   1.2,  50.1,  49.9,24.6,100.0,      87,100.0,  17.4 to 1,"     $17,445,328","  $61,212",    285.0,"          $41,460,800.00","           4,392.6","               $9,438.78","          $46,587,904.00","           4,476.8","              $10,406.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reading: Joshua Eaton,02460010,Public School,Reading,MA,01867,"K,01,02,03,04,05",Reading,02460000,Public School District,,      61,      75,      65,     105,      66,      93,,,,,,,,0.0,     465,       8,   1.7,       5,   1.1,      41,   8.8, , , , ,   0.0,   3.7,   1.7,  92.7,   0.0,   0.0,   1.9,  48.0,  52.0,26.8,100.0,     100,100.0,  17.4 to 1,"     $17,445,328","  $61,212",    285.0,"          $41,460,800.00","           4,392.6","               $9,438.78","          $46,587,904.00","           4,476.8","              $10,406.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reading: RISE PreSchool,02460001,Public School,Reading,MA,01867,PK,Reading,02460000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $17,445,328","  $61,212",    285.0,"          $41,460,800.00","           4,392.6","               $9,438.78","          $46,587,904.00","           4,476.8","              $10,406.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reading: Reading Memorial High,02460505,Public School,Reading,MA,01867,"09,10,11,12",Reading,02460000,Public School District,      65,,,,,,,,,,     305,     319,     323,     312,0.0,"   1,324",      21,   1.6,       2,   0.2,     239,  18.1, , , , ,   2.9,   2.9,   1.4,  91.4,   0.3,   0.2,   1.0,  51.7,  48.3,86.4,91.9,     324,95.7,  15.3 to 1,"     $17,445,328","  $61,212",    285.0,"          $41,460,800.00","           4,392.6","               $9,438.78","          $46,587,904.00","           4,476.8","              $10,406.52",       320,95.9,1.9,0.0,0.6,1.6,0.0,"   1,259",5.0,0.4,,,,,,,,,,,121.0,     251,53.0,30.0,19.0,15.0,4.0,5.0,32.0,55.0,76.0,83.0,14.7,85.3,279.0,540.0,568.0
Reading: Walter S Parker Middle,02460310,Public School,Reading,MA,01867,"06,07,08",Reading,02460000,Public School District,,,,,,,,     198,     212,     187,,,,,0.0,     597,      15,   2.5,       1,   0.2,     121,  20.3, , , , ,   1.0,   3.9,   1.5,  92.0,   0.3,   0.2,   1.2,  52.3,  47.7,42.5,97.6,     132,100.0,  14.0 to 1,"     $17,445,328","  $61,212",    285.0,"          $41,460,800.00","           4,392.6","               $9,438.78","          $46,587,904.00","           4,476.8","              $10,406.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reading: Wood End Elementary School,02460020,Public School,Reading,MA,01867,"K,01,02,03,04,05",Reading,02460000,Public School District,,      56,      51,      57,      63,      60,      56,,,,,,,,0.0,     343,       0,   0.0,       0,   0.0,      56,  16.3, , , , ,   0.3,   1.5,   1.2,  96.2,   0.3,   0.0,   0.6,  54.8,  45.2,24.7,100.0,      80,100.0,  13.9 to 1,"     $17,445,328","  $61,212",    285.0,"          $41,460,800.00","           4,392.6","               $9,438.78","          $46,587,904.00","           4,476.8","              $10,406.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revere: A. C. Whelan Elementary School,02480003,Public School,Revere,MA,02151,"K,01,02,03,04,05",Revere,02480000,Public School District,      61,     142,     128,     104,     113,     107,     106,,,,,,,,0.0,     761,     238,  31.3,      76,  10.0,      97,  12.7, , , , ,   3.7,   5.5,  26.7,  57.8,   0.7,   0.0,   5.7,  52.4,  47.6,41.8,98.6,     205,100.0,  18.2 to 1,"     $26,710,197","  $65,306",    409.0,"          $63,397,089.52","           5,895.3","              $10,753.84","          $71,232,691.29","           6,112.7","              $11,653.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revere: Abraham Lincoln,02480025,Public School,Revere,MA,02151,"PK,K,01,02,03,04,05",Revere,02480000,Public School District,      81,      59,      65,      63,      83,      64,      61,,,,,,,,0.0,     476,     147,  30.9,      43,   9.0,      91,  19.1, , , , ,   1.5,   2.5,  30.3,  59.5,   1.1,   0.0,   5.3,  56.1,  43.9,31.0,100.0,     144,100.0,  15.4 to 1,"     $26,710,197","  $65,306",    409.0,"          $63,397,089.52","           5,895.3","              $10,753.84","          $71,232,691.29","           6,112.7","              $11,653.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revere: Beachmont Veterans Memorial School,02480013,Public School,Revere,MA,02151,"PK,K,01,02,03,04,05",Revere,02480000,Public School District,,      60,      50,      46,      30,      47,      43,,,,,,,,0.0,     276,     108,  39.1,      51,  18.5,      23,   8.3, , , , ,   2.5,   3.3,  37.0,  55.8,   0.0,   0.0,   1.4,  48.2,  51.8,18.2,100.0,      85,100.0,  15.2 to 1,"     $26,710,197","  $65,306",    409.0,"          $63,397,089.52","           5,895.3","              $10,753.84","          $71,232,691.29","           6,112.7","              $11,653.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revere: CityLab Innovation High School,02480520,Public School,Revere,MA,02151,"09,10,11,12",Revere,02480000,Public School District,,,,,,,,,,,      37,      27,      27,      16,0.0,     107,      31,  29.0,       1,   0.9,      21,  19.6, , , , ,   5.6,  16.8,  19.6,  56.1,   0.0,   0.0,   1.9,  63.6,  36.4,15.4,93.5,      53,90.6,   6.9 to 1,"     $26,710,197","  $65,306",    409.0,"          $63,397,089.52","           5,895.3","              $10,753.84","          $71,232,691.29","           6,112.7","              $11,653.23",        44,20.5,15.9,0.0,11.4,52.3,0.0,     107,36.0,33.6,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
Revere: Garfield Elementary School,02480056,Public School,Revere,MA,02151,"PK,K,01,02,03,04,05",Revere,02480000,Public School District,      61,     115,     109,     104,      88,      87,      91,,,,,,,,0.0,     655,     419,  64.0,      99,  15.1,      97,  14.8, , , , ,   3.7,  16.3,  53.4,  20.8,   1.4,   0.0,   4.4,  48.1,  51.9,49.8,97.2,     231,100.0,  13.1 to 1,"     $26,710,197","  $65,306",    409.0,"          $63,397,089.52","           5,895.3","              $10,753.84","          $71,232,691.29","           6,112.7","              $11,653.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revere: Garfield Middle School,02480057,Public School,Revere,MA,02151,"06,07,08",Revere,02480000,Public School District,,,,,,,,     139,     144,     190,,,,,0.0,     473,     273,  57.7,      33,   7.0,      38,   8.0, , , , ,   3.8,  13.1,  44.2,  30.2,   1.5,   0.0,   7.2,  57.3,  42.7,34.0,97.1,     161,96.3,  13.9 to 1,"     $26,710,197","  $65,306",    409.0,"          $63,397,089.52","           5,895.3","              $10,753.84","          $71,232,691.29","           6,112.7","              $11,653.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revere: Paul Revere,02480050,Public School,Revere,MA,02151,"K,01,02,03,04,05",Revere,02480000,Public School District,,      47,      66,      66,      57,      54,      49,,,,,,,,0.0,     339,     159,  46.9,      69,  20.4,      44,  13.0, , , , ,   7.1,   2.7,  38.1,  49.0,   0.9,   0.0,   2.4,  50.1,  49.9,22.9,100.0,     117,100.0,  14.8 to 1,"     $26,710,197","  $65,306",    409.0,"          $63,397,089.52","           5,895.3","              $10,753.84","          $71,232,691.29","           6,112.7","              $11,653.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revere: Revere High,02480505,Public School,Revere,MA,02151,"09,10,11,12",Revere,02480000,Public School District,,,,,,,,,,,     412,     411,     357,     310,3.0,"   1,493",     634,  42.5,      94,   6.3,     152,  10.2, , , , ,   4.4,   8.4,  33.5,  50.2,   0.7,   0.1,   2.7,  51.3,  48.7,99.4,98.0,     423,98.8,  15.0 to 1,"     $26,710,197","  $65,306",    409.0,"          $63,397,089.52","           5,895.3","              $10,753.84","          $71,232,691.29","           6,112.7","              $11,653.23",       386,73.3,7.8,1.0,2.3,15.5,0.0,"   1,490",70.0,4.7,,,,,,,,,,,102.0,     135,76.0,20.0,5.0,1.0,0.0,35.0,34.0,30.0,24.0,12.0,51.1,48.9,210.0,455.0,468.0
Revere: Rumney Marsh Academy,02480014,Public School,Revere,MA,02151,"06,07,08",Revere,02480000,Public School District,,,,,,,,     163,     133,     133,,,,,0.0,     429,     130,  30.3,       1,   0.2,      90,  21.0, , , , ,   3.5,   2.3,  32.2,  59.4,   0.7,   0.0,   1.9,  55.9,  44.1,37.1,89.2,     157,80.9,  11.6 to 1,"     $26,710,197","  $65,306",    409.0,"          $63,397,089.52","           5,895.3","              $10,753.84","          $71,232,691.29","           6,112.7","              $11,653.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revere: Staff Sargent James J. Hill Elementary School,02480035,Public School,Revere,MA,02151,"K,01,02,03,04,05",Revere,02480000,Public School District,,      71,      85,      65,      65,      84,      66,,,,,,,,0.0,     436,     247,  56.7,     110,  25.2,      43,   9.9, , , , ,   4.8,   3.0,  52.3,  33.9,   1.6,   0.0,   4.4,  50.0,  50.0,25.5,100.0,     123,100.0,  17.1 to 1,"     $26,710,197","  $65,306",    409.0,"          $63,397,089.52","           5,895.3","              $10,753.84","          $71,232,691.29","           6,112.7","              $11,653.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revere: Susan B. Anthony Middle School,02480305,Public School,Revere,MA,02151,"06,07,08",Revere,02480000,Public School District,,,,,,,,     147,     165,     142,,,,,0.0,     454,     131,  28.9,      25,   5.5,      66,  14.5, , , , ,   1.5,   3.7,  29.1,  59.9,   0.7,   0.2,   4.8,  37.9,  62.1,33.3,97.0,     136,100.0,  13.6 to 1,"     $26,710,197","  $65,306",    409.0,"          $63,397,089.52","           5,895.3","              $10,753.84","          $71,232,691.29","           6,112.7","              $11,653.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richmond: Richmond Consolidated,02490005,Public School,Richmond,MA,01254,"PK,K,01,02,03,04,05,06,07,08",Richmond,02490000,Public School District,      13,      18,      17,      12,      19,      20,      21,      25,      20,      23,,,,,0.0,     188,       0,   0.0,       0,   0.0,      20,  10.6, , , , ,   0.0,   1.1,   2.1,  96.3,   0.0,   0.0,   0.5,  50.0,  50.0,17.1,100.0,      78,100.0,  11.0 to 1,"      $1,166,969","  $68,645",     17.0,"           $2,467,121.00",             186.9,"              $13,200.22","           $3,300,243.00",             274.3,"              $12,031.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
