School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math
Quincy: Amelio Della Chiesa Early Childhood Center,02430005,Public School,Quincy,MA,02169,PK,Quincy,02430000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $47,513,563","  $69,350",    685.1,"         $113,154,328.79","           8,905.7","              $12,705.80","         $122,580,191.15","           9,062.1","              $13,526.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy: Atherton Hough,02430040,Public School,Quincy,MA,02169,"K,01,02,03,04,05",Quincy,02430000,Public School District,       0,      61,      41,      47,      42,      30,      37,       0,       0,       0,       0,       0,       0,       0,0.0,     258,      13,   5.0,       4,   1.6,      42,  16.3, , , , ,   3.1,   5.8,   4.3,  83.7,   0.4,   0.0,   2.7,  52.7,  47.3,17.3,100.0,     100,100.0,  14.9 to 1,"     $47,513,563","  $69,350",    685.1,"         $113,154,328.79","           8,905.7","              $12,705.80","         $122,580,191.15","           9,062.1","              $13,526.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy: Atlantic Middle,02430305,Public School,Quincy,MA,02171,"06,07,08",Quincy,02430000,Public School District,       0,       0,       0,       0,       0,       0,       0,     141,     150,     171,       0,       0,       0,       0,0.0,     462,     207,  44.8,      49,  10.6,      56,  12.1, , , , ,   3.0,  47.2,   2.6,  45.9,   0.0,   0.0,   1.3,  50.4,  49.6,40.6,97.6,     268,97.4,  11.4 to 1,"     $47,513,563","  $69,350",    685.1,"         $113,154,328.79","           8,905.7","              $12,705.80","         $122,580,191.15","           9,062.1","              $13,526.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy: Beechwood Knoll Elementary,02430020,Public School,Quincy,MA,02170,"K,01,02,03,04,05",Quincy,02430000,Public School District,       0,      51,      56,      64,      63,      52,      58,       0,       0,       0,       0,       0,       0,       0,0.0,     344,      94,  27.3,      57,  16.6,      34,   9.9, , , , ,   0.0,  27.3,   1.5,  69.2,   0.6,   0.0,   1.5,  48.3,  51.7,21.1,100.0,     132,100.0,  16.3 to 1,"     $47,513,563","  $69,350",    685.1,"         $113,154,328.79","           8,905.7","              $12,705.80","         $122,580,191.15","           9,062.1","              $13,526.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy: Broad Meadows Middle,02430310,Public School,Quincy,MA,02169,"06,07,08",Quincy,02430000,Public School District,       0,       0,       0,       0,       0,       0,       0,     111,     114,     111,       0,       0,       0,       0,0.0,     336,      55,  16.4,       9,   2.7,      62,  18.5, , , , ,   6.3,  16.7,   4.5,  69.6,   0.0,   0.3,   2.7,  51.2,  48.8,28.8,93.4,     183,87.4,  11.7 to 1,"     $47,513,563","  $69,350",    685.1,"         $113,154,328.79","           8,905.7","              $12,705.80","         $122,580,191.15","           9,062.1","              $13,526.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy: Central Middle,02430315,Public School,Quincy,MA,02170,"06,07,08",Quincy,02430000,Public School District,       0,       0,       0,       0,       0,       0,       0,     193,     189,     209,       0,       0,       0,       0,0.0,     591,     162,  27.4,      30,   5.1,      64,  10.8, , , , ,   3.2,  31.1,   1.5,  62.9,   0.7,   0.0,   0.5,  50.4,  49.6,38.6,95.4,     232,97.4,  15.3 to 1,"     $47,513,563","  $69,350",    685.1,"         $113,154,328.79","           8,905.7","              $12,705.80","         $122,580,191.15","           9,062.1","              $13,526.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy: Charles A Bernazzani Elementary,02430025,Public School,Quincy,MA,02169,"K,01,02,03,04,05",Quincy,02430000,Public School District,       0,      54,      53,      64,      60,      60,      55,       0,       0,       0,       0,       0,       0,       0,0.0,     346,      42,  12.1,      25,   7.2,      31,   9.0, , , , ,   1.7,  15.3,   3.8,  76.0,   0.0,   0.6,   2.6,  47.4,  52.6,20.9,95.2,     140,96.4,  16.6 to 1,"     $47,513,563","  $69,350",    685.1,"         $113,154,328.79","           8,905.7","              $12,705.80","         $122,580,191.15","           9,062.1","              $13,526.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy: Clifford H Marshall Elementary,02430055,Public School,Quincy,MA,02169,"K,01,02,03,04",Quincy,02430000,Public School District,       0,     128,     115,     100,      89,     104,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     536,     142,  26.5,      71,  13.2,      57,  10.6, , , , ,   9.1,  34.1,   4.9,  47.2,   0.4,   0.2,   4.1,  49.3,  50.7,40.4,92.6,     240,95.8,  13.3 to 1,"     $47,513,563","  $69,350",    685.1,"         $113,154,328.79","           8,905.7","              $12,705.80","         $122,580,191.15","           9,062.1","              $13,526.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy: Francis W Parker,02430075,Public School,Quincy,MA,02171,"K,01,02,03,04,05",Quincy,02430000,Public School District,       0,      54,      40,      59,      43,      65,      52,       0,       0,       0,       0,       0,       0,       0,0.0,     313,     202,  64.5,     129,  41.2,      38,  12.1, , , , ,   2.2,  66.8,   3.2,  26.5,   0.0,   0.0,   1.3,  54.0,  46.0,23.9,98.3,     147,100.0,  13.1 to 1,"     $47,513,563","  $69,350",    685.1,"         $113,154,328.79","           8,905.7","              $12,705.80","         $122,580,191.15","           9,062.1","              $13,526.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy: Lincoln-Hancock Community School,02430035,Public School,Quincy,MA,02169,"K,01,02,03,04",Quincy,02430000,Public School District,      97,      96,      98,      87,      72,      88,      67,       0,       0,       0,       0,       0,       0,       0,0.0,     605,     175,  28.9,      82,  13.6,     104,  17.2, , , , ,   8.9,  23.8,  10.4,  50.4,   0.3,   0.2,   6.0,  54.0,  46.0,41.9,92.4,     245,91.4,  14.4 to 1,"     $47,513,563","  $69,350",    685.1,"         $113,154,328.79","           8,905.7","              $12,705.80","         $122,580,191.15","           9,062.1","              $13,526.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy: Merrymount,02430060,Public School,Quincy,MA,02169,"K,01,02,03,04,05",Quincy,02430000,Public School District,       0,      56,      43,      54,      50,      33,      62,       0,       0,       0,       0,       0,       0,       0,0.0,     298,      36,  12.1,      31,  10.4,      32,  10.7, , , , ,   2.3,  11.7,   4.0,  80.5,   0.0,   0.0,   1.3,  52.3,  47.7,19.7,99.7,     129,99.2,  15.2 to 1,"     $47,513,563","  $69,350",    685.1,"         $113,154,328.79","           8,905.7","              $12,705.80","         $122,580,191.15","           9,062.1","              $13,526.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy: Montclair,02430065,Public School,Quincy,MA,02171,"K,01,02,03,04,05",Quincy,02430000,Public School District,       0,      62,      46,      78,      60,      47,      38,       0,       0,       0,       0,       0,       0,       0,0.0,     331,     159,  48.0,     134,  40.5,      22,   6.6, , , , ,   5.4,  52.9,   3.6,  36.3,   0.6,   0.3,   0.9,  52.9,  47.1,25.3,98.4,     146,100.0,  13.1 to 1,"     $47,513,563","  $69,350",    685.1,"         $113,154,328.79","           8,905.7","              $12,705.80","         $122,580,191.15","           9,062.1","              $13,526.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy: North Quincy High,02430510,Public School,Quincy,MA,02171,"09,10,11,12",Quincy,02430000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     423,     403,     378,     345,2.0,"   1,551",     411,  26.5,       0,   0.0,     201,  13.0, , , , ,   3.2,  35.2,   2.8,  58.3,   0.1,   0.0,   0.3,  51.1,  48.9,111.9,93.2,     498,96.2,  13.9 to 1,"     $47,513,563","  $69,350",    685.1,"         $113,154,328.79","           8,905.7","              $12,705.80","         $122,580,191.15","           9,062.1","              $13,526.66",       360,91.1,4.4,0.3,0.8,3.3,0.0,"   1,549",17.0,1.1,,,,,,,,,,,346.0,317.0,91.6,210.0,     396,101.0,65.0,24.0,10.0,10.0,97.0,86.0,97.0,77.0,39.0,46.2,53.8,235.0,481.0,529.0
Quincy: Point Webster Middle,02430325,Public School,Quincy,MA,02169,"PK,05,06,07,08",Quincy,02430000,Public School District,       0,       0,       0,       0,       0,       0,      91,     104,      78,      90,       0,       0,       0,       0,0.0,     363,      85,  23.4,      23,   6.3,      79,  21.8, , , , ,   9.1,  24.5,   8.5,  55.6,   0.6,   0.6,   1.1,  51.2,  48.8,35.2,88.6,     167,89.8,  10.3 to 1,"     $47,513,563","  $69,350",    685.1,"         $113,154,328.79","           8,905.7","              $12,705.80","         $122,580,191.15","           9,062.1","              $13,526.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy: Quincy High,02430505,Public School,Quincy,MA,02169,"09,10,11,12",Quincy,02430000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     310,     316,     346,     344,0.0,"   1,316",     346,  26.3,     191,  14.5,     210,  16.0, , , , ,  10.2,  25.3,   6.8,  56.6,   0.5,   0.2,   0.5,  54.6,  45.4,116.2,93.0,     480,94.8,  11.3 to 1,"     $47,513,563","  $69,350",    685.1,"         $113,154,328.79","           8,905.7","              $12,705.80","         $122,580,191.15","           9,062.1","              $13,526.66",       406,79.3,5.4,0.5,1.5,13.3,0.0,"   1,316",47.0,3.6,,,,,,,,,,,364.0,318.0,87.4,71.0,     133,34.0,20.0,10.0,6.0,1.0,20.0,27.0,31.0,29.0,26.0,35.3,64.7,190.0,433.0,505.0
Quincy: Snug Harbor Community School,02430090,Public School,Quincy,MA,02169,"PK,K,01,02,03,04,05",Quincy,02430000,Public School District,     190,      51,      38,      37,      39,      38,      36,       0,       0,       0,       0,       0,       0,       0,0.0,     429,     130,  30.3,      55,  12.8,     137,  31.9, , , , ,   9.3,  30.5,   5.8,  51.0,   0.0,   0.0,   3.3,  58.3,  41.7,28.9,93.1,     178,97.2,  14.8 to 1,"     $47,513,563","  $69,350",    685.1,"         $113,154,328.79","           8,905.7","              $12,705.80","         $122,580,191.15","           9,062.1","              $13,526.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy: South West Middle School,02430320,Public School,Quincy,MA,02169,"05,06,07,08",Quincy,02430000,Public School District,       0,       0,       0,       0,       0,       0,       0,      70,      83,      93,       0,       0,       0,       0,0.0,     246,      67,  27.2,      16,   6.5,      70,  28.5, , , , ,  11.0,  19.1,   8.1,  59.8,   0.8,   0.0,   1.2,  60.2,  39.8,28.2,97.4,     177,86.4,   8.7 to 1,"     $47,513,563","  $69,350",    685.1,"         $113,154,328.79","           8,905.7","              $12,705.80","         $122,580,191.15","           9,062.1","              $13,526.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy: Squantum,02430095,Public School,Quincy,MA,02171,"K,01,02,03,04,05",Quincy,02430000,Public School District,       0,      44,      61,      66,      48,      41,      58,       0,       0,       0,       0,       0,       0,       0,0.0,     318,      80,  25.2,      60,  18.9,      56,  17.6, , , , ,   2.8,  24.5,   2.8,  68.2,   0.0,   0.0,   1.6,  56.9,  43.1,22.7,100.0,     143,100.0,  14.0 to 1,"     $47,513,563","  $69,350",    685.1,"         $113,154,328.79","           8,905.7","              $12,705.80","         $122,580,191.15","           9,062.1","              $13,526.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy: Wollaston School,02430110,Public School,Quincy,MA,02170,"K,01,02,03,04,05",Quincy,02430000,Public School District,      17,      63,      50,      47,      47,      51,      50,       0,       0,       0,       0,       0,       0,       0,0.0,     325,     130,  40.0,     106,  32.6,      34,  10.5, , , , ,   2.5,  51.7,   1.5,  44.3,   0.0,   0.0,   0.0,  51.7,  48.3,23.6,91.5,     137,92.7,  13.7 to 1,"     $47,513,563","  $69,350",    685.1,"         $113,154,328.79","           8,905.7","              $12,705.80","         $122,580,191.15","           9,062.1","              $13,526.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ralph C Mahar: Ralph C Mahar Regional,07550505,Public School,Orange,MA,01364,"07,08,09,10,11,12",Ralph C Mahar,07550000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     145,     125,     142,     131,     114,     107,1.0,     765,       9,   1.2,       7,   0.9,     140,  18.3, , , , ,   0.9,   0.8,   0.5,  92.3,   0.1,   0.0,   5.4,  53.2,  46.8,63.0,92.6,     224,100.0,  12.1 to 1,"      $3,210,649","  $50,967",     63.0,"          $10,107,688.00",             761.2,"              $13,278.80","          $12,191,067.00",             909.8,"              $13,399.87",       136,72.8,11.8,0.0,3.7,11.8,0.0,     494,26.0,5.3,,,,,,,,,,,124.0,124.0,100.0,42.0,      61,26.0,14.0,1.0,1.0,0.0,21.0,22.0,8.0,6.0,4.0,70.5,29.5,48.0,498.0,521.0
Randolph: Elizabeth G Lyons Elementary,02440020,Public School,Randolph,MA,02368,"K,01,02,03,04,05",Randolph,02440000,Public School District,       0,      43,      51,      53,      58,      54,      55,      56,       0,       0,       0,       0,       0,       0,0.0,     370,     139,  37.6,      21,   5.7,      60,  16.2, , , , ,  43.2,  16.8,  10.0,  27.3,   0.3,   0.0,   2.4,  54.3,  45.7,22.9,92.6,      81,93.8,  16.2 to 1,"     $15,463,707","  $65,212",    237.1,"          $39,266,561.64","           2,969.9","              $13,221.64","          $47,627,623.05","           3,309.0","              $14,393.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randolph: J F Kennedy Elementary,02440018,Public School,Randolph,MA,02368,"PK,K,01,02,03,04,05",Randolph,02440000,Public School District,      77,      49,      55,      52,      64,      53,      47,      47,       0,       0,       0,       0,       0,       0,0.0,     444,     178,  40.1,      26,   5.9,     112,  25.2, , , , ,  55.2,  14.6,  10.4,  16.0,   0.5,   0.2,   3.2,  52.7,  47.3,29.7,100.0,     118,95.8,  14.9 to 1,"     $15,463,707","  $65,212",    237.1,"          $39,266,561.64","           2,969.9","              $13,221.64","          $47,627,623.05","           3,309.0","              $14,393.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randolph: Margaret L Donovan,02440015,Public School,Randolph,MA,02368,"K,01,02,03,04,05",Randolph,02440000,Public School District,       0,      49,      58,      72,      81,      68,      87,      74,       0,       0,       0,       0,       0,       0,0.0,     489,     199,  40.7,      30,   6.1,      93,  19.0, , , , ,  47.2,  16.2,   4.7,  28.4,   0.2,   0.6,   2.7,  49.9,  50.1,29.8,93.3,     116,95.7,  16.4 to 1,"     $15,463,707","  $65,212",    237.1,"          $39,266,561.64","           2,969.9","              $13,221.64","          $47,627,623.05","           3,309.0","              $14,393.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randolph: Martin E Young Elementary,02440040,Public School,Randolph,MA,02368,"K,01,02,03,04,05",Randolph,02440000,Public School District,       0,      43,      57,      52,      53,      50,      55,      55,       0,       0,       0,       0,       0,       0,0.0,     365,     138,  37.8,      25,   6.8,      71,  19.5, , , , ,  51.0,  18.1,   9.6,  18.9,   0.8,   0.3,   1.4,  55.1,  44.9,24.0,95.8,      84,94.0,  15.2 to 1,"     $15,463,707","  $65,212",    237.1,"          $39,266,561.64","           2,969.9","              $13,221.64","          $47,627,623.05","           3,309.0","              $14,393.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randolph: Randolph Community Middle,02440410,Public School,Randolph,MA,02368,"06,07,08",Randolph,02440000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     242,     254,       0,       0,       0,       0,0.0,     496,     176,  35.5,      22,   4.4,     111,  22.4, , , , ,  49.0,  11.7,   9.3,  28.2,   0.6,   0.4,   0.8,  52.2,  47.8,52.2,96.2,     230,91.3,   9.5 to 1,"     $15,463,707","  $65,212",    237.1,"          $39,266,561.64","           2,969.9","              $13,221.64","          $47,627,623.05","           3,309.0","              $14,393.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randolph: Randolph High,02440505,Public School,Randolph,MA,02368,"09,10,11,12",Randolph,02440000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     230,     217,     156,     189,10.0,     802,     385,  48.0,      50,   6.2,     143,  17.8, , , , ,  56.7,  16.7,   8.4,  16.8,   0.2,   0.6,   0.5,  56.5,  43.5,78.6,91.1,     310,90.0,  10.2 to 1,"     $15,463,707","  $65,212",    237.1,"          $39,266,561.64","           2,969.9","              $13,221.64","          $47,627,623.05","           3,309.0","              $14,393.49",       237,65.8,5.5,2.1,6.3,19.0,1.3,     792,54.0,6.8,,,,,,,,,,,168.0,35.0,20.8,75.0,     148,34.0,17.0,16.0,8.0,0.0,79.0,30.0,23.0,10.0,6.0,73.6,26.4,118.0,448.0,423.0
Reading: Alice M Barrows,02460002,Public School,Reading,MA,01867,"K,01,02,03,04,05",Reading,02460000,Public School District,       0,      60,      72,      66,      63,      72,      74,       0,       0,       0,       0,       0,       0,       0,0.0,     407,       2,   0.5,       0,   0.0,      41,  10.1, , , , ,   0.5,   2.7,   0.5,  95.3,   0.2,   0.2,   0.5,  52.3,  47.7,24.4,100.0,      85,100.0,  16.7 to 1,"     $18,065,214","  $59,661",    302.8,"          $42,916,265.00","           4,396.8","               $9,760.91","          $48,114,269.00","           4,479.1","              $10,742.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reading: Arthur W Coolidge Middle,02460305,Public School,Reading,MA,01867,"06,07,08",Reading,02460000,Public School District,       0,       0,       0,       0,       0,       0,       0,     161,     151,     154,       0,       0,       0,       0,0.0,     466,       8,   1.7,       0,   0.0,     101,  21.7, , , , ,   1.5,   4.3,   1.7,  90.8,   0.4,   0.0,   1.3,  51.7,  48.3,36.6,100.0,     130,100.0,  12.7 to 1,"     $18,065,214","  $59,661",    302.8,"          $42,916,265.00","           4,396.8","               $9,760.91","          $48,114,269.00","           4,479.1","              $10,742.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reading: Birch Meadow,02460005,Public School,Reading,MA,01867,"K,01,02,03,04,05",Reading,02460000,Public School District,       0,      64,      86,      64,      67,      65,      76,       0,       0,       0,       0,       0,       0,       0,0.0,     422,       1,   0.2,       1,   0.2,      47,  11.1, , , , ,   2.4,   6.6,   1.4,  89.1,   0.0,   0.0,   0.5,  53.3,  46.7,23.8,95.8,      93,94.6,  17.7 to 1,"     $18,065,214","  $59,661",    302.8,"          $42,916,265.00","           4,396.8","               $9,760.91","          $48,114,269.00","           4,479.1","              $10,742.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
